image,correctAns,respModal,frameColor,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textboxInstr1.started,textboxInstr1_2.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,keyInstr1.started,keyInstr1.keys,keyInstr1.rt,textboxInstr2.started,keyInstr2.started,keyInstr2.keys,keyInstr2.rt,textboxInstr3.started,keyInstr3.started,keyInstr3.keys,keyInstr3.rt,textboxInstrPractice.started,textboxInstrPractice_2.started,textboxInstrPractice_3.started,textboxInstrPractice_4.started,textboxInstrPractice_5.started,textboxInstrPractice_6.started,textboxInstrPractice_7.started,textboxInstrPractice_8.started,textboxInstrPractice_9.started,textboxInstrPractice_10.started,textboxInstrPractice_11.started,textboxInstrPractice_12.started,textboxInstrPractice_13.started,textboxInstrPractice_14.started,textboxInstrPractice_15.started,textboxInstrPractice_16.started,textboxInstrPractice_17.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.started,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice1v1.started,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,micPractice1v1.clip,polygonCol.stopped,polygonWh.stopped,textCue.stopped,imagePractice.stopped,polygonText.stopped,textPractice.stopped,keyPractice.stopped,textboxEndPracrice.started,keyEndPractice.started,keyEndPractice.keys,keyEndPractice.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,5.6009256998077035,space,1.0738830994814634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
,,,,,,,,,,,,,,,,,,,,,6.696398499421775,6.696398499421775,space,1.162466499954462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
,,,,,,,,,,,,,,,,,,,,,,,,,7.869397600181401,7.869397600181401,space,1.5727585004642606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,9.474322100169957,space,0.432226600125432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
REPSWITCH1_Practice/PICTURE_612.png,rana,TECLEA,darkblue,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.501928799785674,10.432645699940622,10.432645699940622,11.475393200293183,11.475393200293183,11.475393200293183,11.475393200293183,11.475393200293183,11.475393200293183,11.475393200293183,11.475393200293183,0.008295100182294846,"['g', 'r', 'e', 'n', 'o', 'u', 'i', 'l', 'l', 'e']",0,"[1.0873149000108242, 1.1987222004681826, 1.3746771002188325, 1.4874513000249863, 1.6151270996779203, 1.7110572000965476, 1.839402699843049, 1.9674028996378183, 2.0954445004463196, 2.143447400070727]",grenouille,C:\2023\Repswitch_Korta_11092023\REPSWITCH_excgange\REPSWITCH_excgange\data/431785_REPSWITCH1_Practice1_version1_2023-09-11_16h05.59.857_micPractice1v1_recorded\recording_micPractice1v1_2023-09-11_16h06.10.655.wav,,,,,,,,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
REPSWITCH1_Practice/PICTURE_599.png,nube,HABLA,gold,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.08656649943441,,15.002121799625456,16.05762659944594,16.05762659944594,16.05762659944594,16.05762659944594,16.05762659944594,16.05762659944594,16.05762659944594,16.05762659944594,0.0014341995120048523,None,0,,,C:\2023\Repswitch_Korta_11092023\REPSWITCH_excgange\REPSWITCH_excgange\data/431785_REPSWITCH1_Practice1_version1_2023-09-11_16h05.59.857_micPractice1v1_recorded\recording_micPractice1v1_2023-09-11_16h06.15.238.wav,,,,,,,,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,darkblue,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.72542169969529,24.225944199599326,19.58675180003047,20.70496950019151,20.70496950019151,20.70496950019151,20.70496950019151,20.70496950019151,20.70496950019151,20.70496950019151,20.70496950019151,0.0013663005083799362,"['t', 'a', 'u', 'r', 'e', 'a', 'u']",0,"[1.1850396003574133, 1.3290319005027413, 1.5050266003236175, 1.6169974999502301, 1.6650319006294012, 1.7450258005410433, 1.8740255003795028]",taureau,C:\2023\Repswitch_Korta_11092023\REPSWITCH_excgange\REPSWITCH_excgange\data/431785_REPSWITCH1_Practice1_version1_2023-09-11_16h05.59.857_micPractice1v1_recorded\recording_micPractice1v1_2023-09-11_16h06.19.883.wav,,,,,,,,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
REPSWITCH1_Practice/PICTURE_570.png,toro,TECLEA,darkblue,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.30169350001961,28.802360399626195,24.225944199599326,25.274946300312877,25.274946300312877,25.274946300312877,25.274946300312877,25.274946300312877,25.274946300312877,25.274946300312877,25.274946300312877,0.0013466998934745789,"['t', 'a', 'u', 'r', 'e', 'a', 'u']",0,"[0.8236297992989421, 0.9356868993490934, 1.1116218995302916, 1.1916222991421819, 1.2712677996605635, 1.3514709994196892, 1.6231185998767614]",taureau,C:\2023\Repswitch_Korta_11092023\REPSWITCH_excgange\REPSWITCH_excgange\data/431785_REPSWITCH1_Practice1_version1_2023-09-11_16h05.59.857_micPractice1v1_recorded\recording_micPractice1v1_2023-09-11_16h06.24.461.wav,28.30169350001961,28.30169350001961,28.30169350001961,28.30169350001961,28.30169350001961,28.30169350001961,28.30169350001961,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
REPSWITCH1_Practice/PICTURE_733.png,gafas,HABLA,gold,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.963212999515235,,28.802360399626195,29.928407199680805,29.928407199680805,29.928407199680805,29.928407199680805,29.928407199680805,29.928407199680805,29.928407199680805,29.928407199680805,0.0013148002326488495,None,0,,,C:\2023\Repswitch_Korta_11092023\REPSWITCH_excgange\REPSWITCH_excgange\data/431785_REPSWITCH1_Practice1_version1_2023-09-11_16h05.59.857_micPractice1v1_recorded\recording_micPractice1v1_2023-09-11_16h06.29.116.wav,32.963212999515235,32.963212999515235,32.963212999515235,32.963212999515235,32.963212999515235,32.963212999515235,32.963212999515235,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
REPSWITCH1_Practice/PICTURE_614.png,reina,TECLEA,darkblue,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.650495500303805,,33.463270699605346,34.61633600015193,34.61633600015193,34.61633600015193,34.61633600015193,34.61633600015193,34.61633600015193,34.61633600015193,34.61633600015193,0.0015268996357917786,"['r', 'e', 'i', 'n', 'e']",0,"[1.082609100267291, 1.1786089995875955, 1.306606600061059, 1.4506032997742295, 1.5146244000643492]",reine,C:\2023\Repswitch_Korta_11092023\REPSWITCH_excgange\REPSWITCH_excgange\data/431785_REPSWITCH1_Practice1_version1_2023-09-11_16h05.59.857_micPractice1v1_recorded\recording_micPractice1v1_2023-09-11_16h06.33.803.wav,37.650495500303805,37.650495500303805,37.650495500303805,37.650495500303805,37.650495500303805,37.650495500303805,37.650495500303805,,,,,431785,001,2023-09-11_16h05.59.857,REPSWITCH1_Practice1_version1,2022.2.4,143.94827126696893,
