famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textWelcomeFam.stopped,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,12.092520700010937,14.095367000001715,14.095367000001715,14.095367000001715,space,1.0045580999867525,,,408454,001,2024-02-08_12h38.59.485,REPSWITCH1_Fam,2022.2.4,60.0069728074488,
,,,,,,,,,,,,15.1311608000251,,,,,,,,
