famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,58.427444200002356,60.40520400000969,60.40520400000969,space,2.1655156000051647,,,072210,001,2024-02-08_12h18.42.826,REPSWITCH1_Fam,2022.2.4,60.084454709101834,
,,,,,,,,,,,63.145503499981714,,,,,,,,
