famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,49.590766399982385,51.59572519999347,51.59572519999347,space,1.0454489999974612,,,357895,001,2024-02-08_12h37.17.048,REPSWITCH1_Fam,2022.2.4,59.9706263799604,
,,,,,,,,,,,52.75358369998867,,,,,,,,
