Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L1_p010101_tr100_type_pulpo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr101_speak_iglesia;iglesia;819.461;641.558;;;;;;
recording_V1L1_p010101_tr102_type_goma;[type];0;3000;;;;breath;;
recording_V1L1_p010101_tr103_type_columna;[type];0;3000;;;;;;
recording_V1L1_p010101_tr104_speak_muñeca;muñeca;1304;490.946;;;;;;
recording_V1L1_p010101_tr105_speak_muñeca;muñeca;576;551.823;;;;;;
recording_V1L1_p010101_tr106_type_pierna;[type];0;3000;;;;;;
recording_V1L1_p010101_tr107_speak_traje;traje;731.354;413.731;;;;;;
recording_V1L1_p010101_tr108_speak_traje;traje;632;416.386;;;;;;
recording_V1L1_p010101_tr109_type_tenedor;[type];0;3000;;;;;;
recording_V1L1_p010101_tr10_type_traje;[type];0;3000;;;;;;
recording_V1L1_p010101_tr110_speak_pulpo;pulpo;785.651;431.719;;;;;;
recording_V1L1_p010101_tr111_speak_cazador;cazador;781.219;537.037;;;;;;
recording_V1L1_p010101_tr112_type_cazador;[type];0;3000;;;;breath;;
recording_V1L1_p010101_tr113_type_taza;[type];0;3000;;;;breath;;
recording_V1L1_p010101_tr114_type_fresa;[type];0;3000;;;;breath;;
recording_V1L1_p010101_tr115_speak_fresa;fresa;725.923;440.363;;;;;;
recording_V1L1_p010101_tr116_speak_puente;puente;820.057;418.416;;;;mic sound beginning of audio file;;
recording_V1L1_p010101_tr117_type_puente;[type];0;3000;;;;breath;;
recording_V1L1_p010101_tr118_speak_baño;baño;1113.969;294.539;;;;;;
recording_V1L1_p010101_tr119_type_espalda;[type];0;3000;;;;breath close to mic;;
recording_V1L1_p010101_tr11_speak_camisa;camisa;1061.457;511.116;;;;tongue;;
recording_V1L1_p010101_tr120_type_espalda;[type];0;3000;;;;breath close to mic;;
recording_V1L1_p010101_tr121_speak_bombero;bombero;856.662;449.087;;;;;;
recording_V1L1_p010101_tr122_type_pavo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr123_type_pavo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr124_speak_vaca;vaca;1210.016;378.995;;;;;;
recording_V1L1_p010101_tr125_type_regalo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr126_type_vaso;[type];0;3000;;;;;;
recording_V1L1_p010101_tr127_speak_vaso;vaso;913.055;377.134;;;;tongue;;
recording_V1L1_p010101_tr128_type_camisa;[type];0;3000;;;;;;
recording_V1L1_p010101_tr129_type_granja;[type];0;3000;;;;breath close to mic;;
recording_V1L1_p010101_tr12_type_muñeca;[type];0;3000;;;;;;
recording_V1L1_p010101_tr130_type_granja;[type];0;3000;;;;breath close to mic;;
recording_V1L1_p010101_tr131_speak_muñeca;muñeca;776;471.747;;;;tongue;;
recording_V1L1_p010101_tr132_type_mano;[type];0;3000;;;;;;
recording_V1L1_p010101_tr133_type_mano;[type];0;3000;;;;;;
recording_V1L1_p010101_tr134_type_pintor;[type];0;3000;;;;;;
recording_V1L1_p010101_tr135_speak_pintor;pintor;725.243;444.615;;;;;;
recording_V1L1_p010101_tr136_speak_traje;traje;844.291;422.415;;;;;;
recording_V1L1_p010101_tr137_speak_cerdo;cerdo;686.793;506.464;;;;;;
recording_V1L1_p010101_tr138_type_cerdo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr139_type_caracol;[type];0;3000;;;;;;
recording_V1L1_p010101_tr13_speak_muñeca;muñeca;1090;470.478;;;;;;
recording_V1L1_p010101_tr140_speak_caracol;caracol;968;464;;;;mic sounds, prob mic too close to mouth;;
recording_V1L1_p010101_tr141_type_cazador;[type];0;3000;;;;;;
recording_V1L1_p010101_tr142_speak_fresa;fresa;922.513;387.059;;;;mic sounds;;
recording_V1L1_p010101_tr143_type_pavo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr144_speak_cuerda;cuerda;657.744;574.913;;;;mic sound at /k/ in /kuerδa/, does not conceal the phoneme;;
recording_V1L1_p010101_tr145_speak_cuerda;cuerda;1188.926;402.566;;;;;;
recording_V1L1_p010101_tr146_type_puente;[type];0;3000;;;;;;
recording_V1L1_p010101_tr147_speak_falda;falda;1108.599;419.401;;;;;;
recording_V1L1_p010101_tr148_speak_falda;falda;662.372;560.36;;;;;;
recording_V1L1_p010101_tr149_type_espalda;[type];0;3000;;;;;;
recording_V1L1_p010101_tr14_speak_pierna;pierna;1080;378.441;;;;;;
recording_V1L1_p010101_tr150_speak_vaso;vaso;816;370.448;;;;;;
recording_V1L1_p010101_tr151_speak_manzana;manzana;769.391;534.997;;;;;;
recording_V1L1_p010101_tr152_type_manzana;[type];0;3000;;;;;;
recording_V1L1_p010101_tr153_speak_escoba;escoba;856;536;;;;tongue, breath in mic;;
recording_V1L1_p010101_tr154_type_manzana;[type];0;3000;;;;;;
recording_V1L1_p010101_tr155_type_goma;[type];0;3000;;;;;;
recording_V1L1_p010101_tr156_speak_goma;goma;857.082;427.998;;;;tongue;;
recording_V1L1_p010101_tr157_speak_granja;granja;1040;466.823;;;;tongue;;
recording_V1L1_p010101_tr158_speak_aguja;aguja;748.081;549.574;;;;tongue;;
recording_V1L1_p010101_tr159_type_aguja;[type];0;3000;;;;;;
recording_V1L1_p010101_tr15_speak_pavo;pavo;1064;318.456;;;;;;
recording_V1L1_p010101_tr160_type_cadena;[type];0;3000;;;;;;
recording_V1L1_p010101_tr161_type_iglesia;[type];0;3000;;;;;;
recording_V1L1_p010101_tr162_speak_iglesia;iglesia;849.915;504.293;;;;tongue;;
recording_V1L1_p010101_tr163_type_pintor;[type];0;3000;;;;;;
recording_V1L1_p010101_tr164_speak_conejo;conejo;1131.794;367.769;;;;;;
recording_V1L1_p010101_tr165_speak_conejo;conejo;664;490.353;;;;tongue;;
recording_V1L1_p010101_tr166_speak_cerdo;cerdo;891.499;465.215;;;;;;
recording_V1L1_p010101_tr167_type_caracol;[type];0;3000;;;;;;
recording_V1L1_p010101_tr168_speak_guante;guante;1376;416.155;;;;;;
recording_V1L1_p010101_tr169_speak_guante;guante;672;525.9;;;;tongue, breath in mic;;
recording_V1L1_p010101_tr16_type_pavo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr170_speak_cartero;cartero;1108.599;473.899;;;;tongue;;
recording_V1L1_p010101_tr171_type_cartero;[type];0;3000;;;;;;
recording_V1L1_p010101_tr172_speak_cuerda;cuerda;752;381.411;;;;;;
recording_V1L1_p010101_tr173_type_tronco;[type];0;3000;;;;;;
recording_V1L1_p010101_tr174_type_oreja;[type];0;3000;;;;;;
recording_V1L1_p010101_tr175_type_oreja;[type];0;3000;;;;;;
recording_V1L1_p010101_tr176_speak_falda;falda;679.981;605.4;;;;;;
recording_V1L1_p010101_tr177_type_miel;[type];0;3000;;;;;;
recording_V1L1_p010101_tr178_type_miel;[type];0;3000;;;;;;
recording_V1L1_p010101_tr179_type_mano;[type];0;3000;;;;;;
recording_V1L1_p010101_tr17_type_cazador;[type];0;3000;;;;;;
recording_V1L1_p010101_tr180_speak_goma;goma;750.64;373.412;;;;;;
recording_V1L1_p010101_tr181_type_pierna;[type];0;3000;;;;;;
recording_V1L1_p010101_tr182_type_pierna;[type];0;3000;;;;;;
recording_V1L1_p010101_tr183_type_pulpo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr184_speak_pulpo;pulpo;823.097;409.389;;;;;;
recording_V1L1_p010101_tr185_type_aguja;[type];0;3000;;;;;;
recording_V1L1_p010101_tr186_speak_taza;taza;756.324;357.858;;;;mic sound before;;
recording_V1L1_p010101_tr187_speak_taza;taza;732.315;431.49;;;;tongue;;
recording_V1L1_p010101_tr188_speak_baño;baño;1080;391.103;;;;;;
recording_V1L1_p010101_tr189_type_baño;[type];0;3000;;;;;;
recording_V1L1_p010101_tr18_type_cazador;[type];0;3000;;;;;;
recording_V1L1_p010101_tr190_speak_iglesia;iglesia;814.939;593.878;;;;;;
recording_V1L1_p010101_tr191_type_bombero;[type];0;3000;;;;;;
recording_V1L1_p010101_tr192_speak_bombero;bombero;689.413;566.587;;;;;;
recording_V1L1_p010101_tr193_type_guante;[type];0;3000;;;;;;
recording_V1L1_p010101_tr194_speak_conejo;conejo;783.568;529.725;;;;;;
recording_V1L1_p010101_tr195_speak_vaca;vaca;704.091;315.106;;;;;;
recording_V1L1_p010101_tr196_speak_vaca;vaca;650.327;309.523;;;;;;
recording_V1L1_p010101_tr197_type_cartero;[type];0;3000;;;;;;
recording_V1L1_p010101_tr198_speak_oreja;oreja;819.751;446.606;;;;;;
recording_V1L1_p010101_tr199_speak_regalo;regalo;737.346;473.899;;;;;;
recording_V1L1_p010101_tr19_speak_taza;taza;752;377.069;;;;;;
recording_V1L1_p010101_tr1_type_espejo;[type];0;2980;;;;;;
recording_V1L1_p010101_tr200_type_regalo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr201_type_camisa;[type];0;3000;;;;;;
recording_V1L1_p010101_tr202_type_camisa;[type];0;3000;;;;;;
recording_V1L1_p010101_tr203_speak_espejo;espejo;746.03;599.518;;;;tongue;;
recording_V1L1_p010101_tr204_type_miel;[type];0;3000;;;;;;
recording_V1L1_p010101_tr205_speak_tronco;tronco;1472;368;0;;;started typing, then spoke;1;
recording_V1L1_p010101_tr206_type_espejo;[type];0;3000;;;;;;
recording_V1L1_p010101_tr207_speak_regalo;regalo;1117.398;418.073;;;;;;
