image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;block;list;exp_version;stimulus;baseline;baseline_condition;trial_no;psychopy_trial;Column1;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micRespv2l3.started;keyResp.keys;keyResp.corr;keyResp.rt;subjResponse;micRespv2l3.clip;textBlankLoop.started;textBlankLoop.stopped;keyPause.keys;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;textboxPause.started;keyPause.started;keyPause.rt;textboxGoodbye.started;textboxGoodbye.stopped;participant;session;date;expName;psychopyVersion;frameRate;Column2
;;;;;;;;;;;;;;;;;;;;;8.9687223;11.4666646;11.4666646;11.4666646;11.4666646;space;2.2695846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;13.7516923;space;0.4662418;;;;;;;;;;;;;;;;;;;;;;;;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_663.png;columna;type;gold;filler;1;F;1;2;3;2;Extra6;0;None;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;14.3142476;15.390797;15.390797;15.390797;15.390797;15.390797;15.390797;15.390797;15.390797;['c', 'o', 'l', 'u', 'm', 'n', 'a'];0;[0.9889631001278758, 1.328927000053227, 1.505398000124842, 1.7657643998973072, 1.968305999878794, 2.159753799904138, 2.249440799932927];columna;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.22.761.wav;18.4120248;18.9121633;None;;;;;;;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_128.png;muñeca;speak;darkblue;nontarget;2;NT;1;2;3;2;Stim4_Set1;1;switch;2;1;2;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;18.9121633;20.0441632;20.0441632;20.0441632;20.0441632;20.0441632;20.0441632;20.0441632;20.0441632;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.27.418.wav;23.0723347;;None;23.0723347;23.0723347;23.0723347;23.0723347;23.0723347;23.0723347;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_128.png;muñeca;speak;darkblue;repeat;2;T;1;2;3;2;Stim4_Set1;0;None;3;2;3;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;23.5724276;24.6003969;24.6003969;24.6003969;24.6003969;24.6003969;24.6003969;24.6003969;24.6003969;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.31.975.wav;27.6285782;;None;27.6285782;27.6285782;27.6285782;27.6285782;27.6285782;27.6285782;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_8.png;pierna;type;gold;filler;1;F;1;2;3;2;Stim3_Set4;0;None;4;3;4;0;3;3;3;;;;;;;;;;;;;;;;;;;;;;;28.1285741;29.2189869;29.2189869;29.2189869;29.2189869;29.2189869;29.2189869;29.2189869;29.2189869;['p', 'i', 'e', 'r', 'n', 'a'];0;[1.2138539999723434, 1.597243799827993, 1.7824610997922719, 1.9508318998850882, 2.086525999940932, 2.2689180998131633];pierna;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.36.593.wav;32.2402125;32.7402668;None;32.2402125;32.2402125;32.2402125;32.2402125;32.2402125;32.2402125;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_135.png;traje;speak;darkblue;nontarget;2;NT;1;2;3;2;Stim3_Set1;1;switch;5;4;5;0;4;4;4;;;;;;;;;;;;;;;;;;;;;;;32.7402668;33.7682781;33.7682781;33.7682781;33.7682781;33.7682781;33.7682781;33.7682781;33.7682781;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.41.141.wav;36.7894022;37.2894829;None;36.7894022;36.7894022;36.7894022;36.7894022;36.7894022;36.7894022;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_135.png;traje;speak;darkblue;repeat;2;T;1;2;3;2;Stim3_Set1;0;None;6;5;6;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;37.2894829;38.4285398;38.4285398;38.4285398;38.4285398;38.4285398;38.4285398;38.4285398;38.4285398;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.45.801.wav;41.4497645;41.9499037;None;41.4497645;41.4497645;41.4497645;41.4497645;41.4497645;41.4497645;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_673.png;tenedor;type;gold;filler;1;F;1;2;3;2;Extra5;0;None;7;6;7;0;6;6;6;;;;;;;;;;;;;;;;;;;;;;;41.9499037;43.0541592;43.0541592;43.0541592;43.0541592;43.0541592;43.0541592;43.0541592;43.0541592;['t', 'e', 'n', 'e', 'd', 'o', 'r'];0;[0.9477273998782039, 1.0809120000340044, 1.2247967002913356, 1.3224698002450168, 1.5039360001683235, 1.6524224998429418, 1.8045131000690162];tenedor;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.50.428.wav;46.0753927;46.5754353;None;46.0753927;46.0753927;46.0753927;46.0753927;46.0753927;46.0753927;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
REPSWITCH1/PICTURE_728.png;pulpo;speak;darkblue;filler;2;F;1;2;3;2;Stim8_Set4;0;None;8;7;8;0;7;7;7;;;;;;;;;;;;;;;;;;;;;;;46.5754353;47.6103488;47.6103488;47.6103488;47.6103488;47.6103488;47.6103488;47.6103488;47.6103488;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/380203_REPSWITCH1_version2_list3_2023-12-13_11h01.11.464_micRespv2l3_recorded\recording_micRespv2l3_2023-12-13_11h01.54.984.wav;50.6315375;51.1315905;None;50.6315375;50.6315375;50.6315375;50.6315375;50.6315375;50.6315375;;;;;;380203;1;2023-12-13_11h01.11.464;REPSWITCH1_version2_list3;2022.2.4;143.9078754;
