order;psychopy_order;image;correctAns;respModal;keyResp_keys;keyResp_rt;subjResponse;frameColor;repSwitch;sequence;target;set;stimulus;keyResp.started;micResp.started;micResp.clip;keyResp.stopped;participant;session;date;expName;psychopyVersion
233;232;REPSWITCH1/PICTURE_152.png;caracol;speak;None;;;gold;repeat;2;T;2;Stim2_Set2;1,27E+16;1,51E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.44.513.wav;1,28E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
235;234;REPSWITCH1/PICTURE_175.png;pintor;speak;None;;;gold;nontarget;2;NT;2;Stim1_Set2;1,28E+16;1,43E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.53.774.wav;1,29E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
236;235;REPSWITCH1/PICTURE_175.png;pintor;speak;None;;;gold;repeat;2;T;2;Stim1_Set2;1,29E+16;1,43E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h48.58.310.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
237;236;REPSWITCH1/PICTURE_264.png;mano;speak;None;;;gold;nontarget;2;NT;2;Stim3_Set2;1,29E+15;1,41E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.02.866.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
240;239;REPSWITCH1/PICTURE_19.png;pavo;speak;None;;;gold;filler;2;F;2;Stim5_Set1;1,31E+16;1,74E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.16.808.wav;1,31E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
242;241;REPSWITCH1/PICTURE_235.png;aguja;speak;None;;;gold;switch;2;T;3;Stim4_Set3;1,32E+16;1,29E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.26.119.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
243;242;REPSWITCH1/PICTURE_446.png;cerdo;speak;None;;;gold;filler;2;F;3;Stim7_Set2;1,32E+16;1,44E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.30.855.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
245;244;REPSWITCH1/PICTURE_271.png;conejo;speak;None;;;gold;nontarget;2;NT;3;Stim7_Set3;1,33E+16;1,63E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.40.007.wav;1,33E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
248;247;REPSWITCH1/PICTURE_610.png;miel;speak;None;;;gold;switch;2;T;3;Stim2_Set3;1,34E+16;1,40E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h49.53.879.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
250;249;REPSWITCH1/PICTURE_464.png;goma;speak;None;;;gold;nontarget;2;NT;3;Stim6_Set3;1,35E+16;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.03.200.wav;1,36E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
251;250;REPSWITCH1/PICTURE_464.png;goma;speak;None;;;gold;repeat;2;T;3;Stim6_Set3;1,36E+15;1,20E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.07.877.wav;1,36E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
253;252;REPSWITCH1/PICTURE_199.png;falda;speak;None;;;gold;filler;2;F;3;Stim8_Set2;1,37E+16;1,47E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.17.159.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
255;254;REPSWITCH1/PICTURE_320.png;iglesia;speak;None;;;gold;nontarget;2;NT;3;Stim8_Set3;1,38E+16;1,53E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.26.268.wav;1,38E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
256;255;REPSWITCH1/PICTURE_320.png;iglesia;speak;None;;;gold;repeat;2;T;3;Stim8_Set3;1,38E+16;1,48E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.30.936.wav;1,38E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
257;256;REPSWITCH1/PICTURE_35.png;oreja;speak;None;;;gold;nontarget;2;NT;3;Stim5_Set3;1,39E+16;1,36E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.35.544.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
261;260;REPSWITCH1/PICTURE_264.png;mano;speak;None;;;gold;filler;2;F;3;Stim3_Set2;1,40E+16;1,39E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h50.53.998.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
264;263;REPSWITCH1/PICTURE_175.png;pintor;speak;None;;;gold;filler;2;F;3;Stim1_Set2;1,42E+16;1,47E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.08.019.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
267;266;REPSWITCH1/PICTURE_235.png;aguja;speak;None;;;gold;filler;2;F;4;Stim4_Set3;1,43E+15;1,28E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.21.848.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
269;268;REPSWITCH1/PICTURE_338.png;regalo;speak;None;;;gold;switch;2;T;4;Stim6_Set4;1,44E+16;1,41E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.31.039.wav;1,44E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
270;269;REPSWITCH1/PICTURE_719.png;baño;speak;None;;;gold;nontarget;2;NT;4;Stim2_Set4;1,45E+16;1,54E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.35.634.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
271;270;REPSWITCH1/PICTURE_719.png;baño;speak;None;;;gold;repeat;2;T;4;Stim2_Set4;1,45E+16;1,53E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.40.283.wav;1,45E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
273;272;REPSWITCH1/PICTURE_610.png;miel;speak;None;;;gold;filler;2;F;4;Stim2_Set3;1,46E+16;1,40E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.49.635.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
274;273;REPSWITCH1/PICTURE_687.png;camisa;speak;None;;;gold;nontarget;2;NT;4;Stim5_Set4;1,46E+15;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h51.54.319.wav;1,47E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
277;276;REPSWITCH1/PICTURE_319.png;vaca;speak;None;;;gold;switch;2;T;4;Stim1_Set4;1,48E+16;1,28E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.08.429.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
279;278;REPSWITCH1/PICTURE_728.png;pulpo;speak;None;;;gold;nontarget;2;NT;4;Stim8_Set4;1,49E+16;1,32E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.17.695.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
280;279;REPSWITCH1/PICTURE_728.png;pulpo;speak;None;;;gold;repeat;2;T;4;Stim8_Set4;1,49E+16;1,30E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.22.292.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
282;281;REPSWITCH1/PICTURE_8.png;pierna;speak;None;;;gold;nontarget;2;NT;4;Stim3_Set4;1,50E+16;1,16E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.31.488.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
286;285;REPSWITCH1/PICTURE_35.png;oreja;speak;None;;;gold;filler;2;F;4;Stim5_Set3;1,52E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.50.017.wav;1,52E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
288;287;REPSWITCH1/PICTURE_576.png;guante;speak;None;;;gold;filler;2;F;4;Stim1_Set3;1,53E+16;1,31E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h52.59.184.wav;1,53E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
289;288;REPSWITCH1/PICTURE_338.png;regalo;speak;None;;;gold;filler;2;F;1;Stim6_Set4;1,58E+16;1,47E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h53.51.920.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
290;289;REPSWITCH1/PICTURE_19.png;pavo;speak;None;;;gold;nontarget;2;NT;1;Stim5_Set1;1,59E+16;1,67E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h53.56.521.wav;1,59E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
291;290;REPSWITCH1/PICTURE_19.png;pavo;speak;None;;;gold;repeat;2;T;1;Stim5_Set1;1,59E+16;1,67E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.01.098.wav;1,59E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
293;292;REPSWITCH1/PICTURE_687.png;camisa;speak;None;;;gold;filler;2;F;1;Stim5_Set4;1,60E+16;1,32E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.10.440.wav;1,60E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
295;294;REPSWITCH1/PICTURE_169.png;espalda;speak;None;;;gold;nontarget;2;NT;1;Stim8_Set1;1,61E+16;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.19.611.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
296;295;REPSWITCH1/PICTURE_169.png;espalda;speak;None;;;gold;repeat;2;T;1;Stim8_Set1;1,61E+16;1,24E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.24.204.wav;1,62E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
297;296;REPSWITCH1/PICTURE_142.png;vaso;speak;None;;;gold;nontarget;2;NT;1;Stim7_Set1;1,62E+16;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.28.778.wav;1,62E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
301;300;REPSWITCH1/PICTURE_135.png;traje;speak;None;;;gold;switch;2;T;1;Stim3_Set1;1,64E+16;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.47.205.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
302;301;REPSWITCH1/PICTURE_142.png;vaso;speak;None;;;gold;nontarget;2;NT;1;Stim2_Set1;1,64E+15;1,21E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h54.51.888.wav;1,64E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
304;303;REPSWITCH1/PICTURE_48.png;bombero;speak;None;;;gold;filler;2;F;1;Stim7_Set4;1,65E+16;1,40E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.01.060.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
308;307;REPSWITCH1/PICTURE_719.png;baño;speak;None;;;gold;filler;2;F;1;Stim2_Set4;1,67E+15;1,66E+14;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.19.432.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
312;311;REPSWITCH1/PICTURE_16.png;cazador;speak;None;;;gold;switch;2;T;1;Stim6_Set1;1,69E+16;1,50E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.37.857.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
315;314;REPSWITCH1/PICTURE_19.png;pavo;speak;None;;;gold;filler;2;F;2;Stim5_Set1;1,70E+15;1,79E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h55.51.729.wav;1,70E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
318;317;REPSWITCH1/PICTURE_169.png;espalda;speak;None;;;gold;filler;2;F;2;Stim8_Set1;1,71E+16;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.05.532.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
320;319;REPSWITCH1/PICTURE_552.png;manzana;speak;None;;;gold;switch;1;T;2;Stim6_Set2;1,72E+15;1,50E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.14.836.wav;1,73E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
321;320;REPSWITCH1/PICTURE_152.png;caracol;speak;None;;;gold;nontarget;2;NT;2;Stim2_Set2;1,73E+15;1,47E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.19.566.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
324;323;REPSWITCH1/PICTURE_135.png;traje;speak;None;;;gold;filler;2;F;2;Stim3_Set1;1,74E+15;1,29E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.33.501.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
327;326;REPSWITCH1/PICTURE_446.png;cerdo;speak;None;;;gold;switch;2;T;2;Stim7_Set2;1,76E+16;1,40E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.47.319.wav;1,76E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
328;327;REPSWITCH1/PICTURE_264.png;mano;speak;None;;;gold;nontarget;2;NT;2;Stim3_Set2;1,76E+16;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.51.920.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
329;328;REPSWITCH1/PICTURE_264.png;mano;speak;None;;;gold;repeat;2;T;2;Stim3_Set2;1,77E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h56.56.483.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
331;330;REPSWITCH1/PICTURE_30.png;granja;speak;None;;;gold;nontarget;2;NT;2;Stim5_Set2;1,78E+16;1,95E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.05.828.wav;1,78E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
332;331;REPSWITCH1/PICTURE_30.png;granja;speak;None;;;gold;repeat;2;T;2;Stim5_Set2;1,78E+15;1,97E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.10.499.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
334;333;REPSWITCH1/PICTURE_16.png;cazador;speak;None;;;gold;filler;2;F;2;Stim6_Set1;1,79E+15;1,52E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.19.653.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
335;334;REPSWITCH1/PICTURE_175.png;pintor;speak;None;;;gold;nontarget;2;NT;2;Stim1_Set2;1,79E+16;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.24.247.wav;1,80E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
338;337;REPSWITCH1/PICTURE_35.png;oreja;speak;None;;;gold;switch;2;T;3;Stim5_Set3;1,81E+16;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.38.133.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
339;338;REPSWITCH1/PICTURE_576.png;guante;speak;None;;;gold;nontarget;2;NT;3;Stim1_Set3;1,81E+16;1,37E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.42.707.wav;1,82E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
341;340;REPSWITCH1/PICTURE_199.png;falda;speak;None;;;gold;filler;2;F;3;Stim8_Set2;1,82E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h57.51.938.wav;1,82E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
344;343;REPSWITCH1/PICTURE_271.png;conejo;speak;None;;;gold;switch;2;T;3;Stim7_Set3;1,84E+15;1,67E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.05.926.wav;1,84E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
346;345;REPSWITCH1/PICTURE_242.png;cartero;speak;None;;;gold;nontarget;2;NT;3;Stim3_Set3;1,84E+15;1,36E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.15.159.wav;1,85E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
347;346;REPSWITCH1/PICTURE_242.png;cartero;speak;None;;;gold;repeat;2;T;3;Stim3_Set3;1,85E+16;1,35E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.19.896.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
350;349;REPSWITCH1/PICTURE_610.png;miel;speak;None;;;gold;nontarget;2;NT;3;Stim2_Set3;1,86E+16;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.33.755.wav;1,87E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
351;350;REPSWITCH1/PICTURE_610.png;miel;speak;None;;;gold;repeat;2;T;3;Stim2_Set3;1,87E+16;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.38.491.wav;1,87E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
352;351;REPSWITCH1/PICTURE_320.png;iglesia;speak;None;;;gold;nontarget;2;NT;3;Stim8_Set3;1,87E+16;1,48E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.43.078.wav;1,88E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
354;353;REPSWITCH1/PICTURE_264.png;mano;speak;None;;;gold;filler;2;F;3;Stim3_Set2;1,88E+16;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.52.420.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
355;354;REPSWITCH1/PICTURE_30.png;granja;speak;None;;;gold;filler;2;F;3;Stim5_Set2;1,89E+16;1,95E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h58.56.993.wav;1,89E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
358;357;REPSWITCH1/PICTURE_175.png;pintor;speak;None;;;gold;filler;2;F;3;Stim1_Set2;1,90E+16;1,46E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.10.860.wav;1,90E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
361;360;REPSWITCH1/PICTURE_35.png;oreja;speak;None;;;gold;filler;2;F;4;Stim5_Set3;1,91E+16;1,45E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.24.778.wav;1,92E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
362;361;REPSWITCH1/PICTURE_576.png;guante;speak;None;;;gold;filler;2;F;4;Stim1_Set3;1,92E+16;1,35E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h59.29.501.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224
