Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V2L3_p380203_tr100_type_camisa;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr101_speak_espejo;espejo;792.000;528.000;;;;;;
recording_V2L3_p380203_tr102_type_miel;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr103_type_pierna;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr104_speak_taza;taza;616.000;328.000;;;;;;
recording_V2L3_p380203_tr105_speak_pavo;pavo;760.000;293.842;;;;;;
recording_V2L3_p380203_tr106_speak_pavo;pavo;632.000;288.000;;;;;;
recording_V2L3_p380203_tr107_type_vaca;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr108_speak_espalda;espalda;1320.000;555.580;;;;;;
recording_V2L3_p380203_tr109_speak_espalda;espalda;721.113;620.085;;;;;;
recording_V2L3_p380203_tr10_type_cazador;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr110_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr111_speak_vaso;vaso;640.000;396.197;;;;;;
recording_V2L3_p380203_tr112_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr113_type_regalo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr114_type_traje;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr115_speak_traje;traje;660.617;387.383;;;;;;
recording_V2L3_p380203_tr116_speak_fresa;fresa;572.394;534.382;;;;;;
recording_V2L3_p380203_tr117_type_fresa;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr118_type_bombero;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr119_speak_camisa;camisa;776.000;480.000;;;;;;
recording_V2L3_p380203_tr11_type_taza;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr120_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr121_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr122_speak_baño;baño;584.000;344.000;;;;;;
recording_V2L3_p380203_tr123_type_puente;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr124_type_puente;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr125_type_cazador;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr126_speak_cazador;cazador;567.353;539.423;;;;;;
recording_V2L3_p380203_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr128_type_falda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr129_type_falda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr12_type_fresa;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr130_speak_puente;puente;821.940;438.596;;;;;;
recording_V2L3_p380203_tr131_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr132_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr133_type_espalda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr134_speak_tenedor;tenedor;711.031;438.596;;;;;;
recording_V2L3_p380203_tr135_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr136_type_manzana;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr137_speak_manzana;manzana;584.000;542.941;;;;;;
recording_V2L3_p380203_tr138_speak_traje;traje;624.000;399.594;;;;;;
recording_V2L3_p380203_tr139_speak_caracol;caracol;668.179;519.258;;;;;;
recording_V2L3_p380203_tr13_speak_fresa;fresa;733.717;501.613;;;;;;
recording_V2L3_p380203_tr140_type_caracol;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr141_type_fresa;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr142_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr143_speak_cerdo;cerdo;494.253;451.200;;;;;;
recording_V2L3_p380203_tr144_speak_mano;mano;832.000;352.000;;;;;;
recording_V2L3_p380203_tr145_speak_mano;mano;480.000;328.000;;;;;;
recording_V2L3_p380203_tr146_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr147_speak_granja;granja;792.000;458.454;;;;;;
recording_V2L3_p380203_tr148_speak_granja;granja;576.000;520.693;;;;;;
recording_V2L3_p380203_tr149_type_tronco;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr14_speak_puente;puente;985.784;441.117;;;;;;
recording_V2L3_p380203_tr150_speak_cazador;cazador;698.427;554.547;;;;mic sound towards the end of the word -- heard clearly;;
recording_V2L3_p380203_tr151_speak_pintor;pintor;704.000;503.602;;;;;;
recording_V2L3_p380203_tr152_type_pintor;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr153_speak_columna;columna;743.799;494.051;;;;;;
recording_V2L3_p380203_tr154_type_oreja;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr155_speak_oreja;oreja;590.039;433.961;;;;;;
recording_V2L3_p380203_tr156_speak_falda;falda;511.898;496.102;;;;;;
recording_V2L3_p380203_tr157_speak_guante;guante;592.559;514.216;;;;;;
recording_V2L3_p380203_tr158_type_guante;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr159_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr15_type_puente;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr160_type_conejo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr161_speak_conejo;conejo;491.732;444.268;;;;;;
recording_V2L3_p380203_tr162_type_manzana;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr163_speak_cartero;cartero;936.000;480.000;;;;;;
recording_V2L3_p380203_tr164_speak_cartero;cartero;552.000;496.000;;;;;;
recording_V2L3_p380203_tr165_speak_caracol;caracol;544.000;504.000;;;;;;
recording_V2L3_p380203_tr166_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr167_speak_miel;miel;624.000;346.660;;;;;;
recording_V2L3_p380203_tr168_speak_miel;miel;648.000;357.949;;;;;;
recording_V2L3_p380203_tr169_speak_iglesia;iglesia;612.725;622.605;;;;tongue;;
recording_V2L3_p380203_tr16_speak_baño;baño;857.229;425.993;;;;;;
recording_V2L3_p380203_tr170_type_iglesia;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr171_speak_granja;granja;763.965;468.035;;;;;;
recording_V2L3_p380203_tr172_type_mano;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr173_type_goma;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr174_type_goma;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr175_speak_pintor;pintor;1056.362;468.844;;;;;;
recording_V2L3_p380203_tr176_type_aguja;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr177_type_aguja;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr178_type_guante;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr179_speak_espejo;espejo;624.000;528.000;;;;;;
recording_V2L3_p380203_tr17_type_espalda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr180_speak_goma;goma;716.072;395.928;;;;;;
recording_V2L3_p380203_tr181_type_regalo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr182_type_regalo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr183_type_pierna;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr184_speak_pierna;pierna;640.452;408.348;;;;;;
recording_V2L3_p380203_tr185_type_conejo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr186_speak_camisa;camisa;680.783;463.217;;;;;;
recording_V2L3_p380203_tr187_speak_camisa;camisa;576.000;472.000;;;;;;
recording_V2L3_p380203_tr188_speak_vaca;vaca;552.000;385.891;;;;;;
recording_V2L3_p380203_tr189_type_vaca;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr18_type_espalda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr190_speak_cartero;cartero;952.000;456.000;;;;;;
recording_V2L3_p380203_tr191_type_taza;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr192_speak_taza;taza;552.000;343.039;;;;;;
recording_V2L3_p380203_tr193_type_cadena;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr194_speak_miel;miel;568.000;327.039;;;;;;
recording_V2L3_p380203_tr195_speak_bombero;bombero;752.000;472.000;;;;;;
recording_V2L3_p380203_tr196_speak_bombero;bombero;511.898;480.102;;;;;;
recording_V2L3_p380203_tr197_type_iglesia;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr198_speak_oreja;oreja;752.000;440.000;;;;;;
recording_V2L3_p380203_tr199_speak_pulpo;pulpo;680.000;384.000;;;;;;
recording_V2L3_p380203_tr19_speak_bombero;bombero;1160.000;554.257;;;;;;
recording_V2L3_p380203_tr1_type_columna;[type];0;2980.000;;;;;;
recording_V2L3_p380203_tr200_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr201_speak_escoba;escoba;640.000;480.000;;;;;;
recording_V2L3_p380203_tr202_type_aguja;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr203_type_baño;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr204_type_baño;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr205_type_espejo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr206_speak_cadena;cadena;776.000;408.000;;;;;;
recording_V2L3_p380203_tr207_speak_puente;puente;664.000;400.000;;;;;;
recording_V2L3_p380203_tr208_speak_puente;puente;520.000;400.000;;;;;;
recording_V2L3_p380203_tr209_type_vaca;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr20_type_pavo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr210_speak_fresa;fresa;562.311;471.365;;;;;;
recording_V2L3_p380203_tr211_speak_fresa;fresa;524.501;451.200;;;;;;
recording_V2L3_p380203_tr212_type_baño;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr213_speak_traje;traje;584.997;418.431;;;;;;
recording_V2L3_p380203_tr214_type_traje;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr215_speak_camisa;camisa;600.121;447.879;;;;;;
recording_V2L3_p380203_tr216_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr217_speak_muñeca;muñeca;528.000;512.000;;;;;;
recording_V2L3_p380203_tr218_speak_pierna;pierna;587.518;383.142;;;;;;
recording_V2L3_p380203_tr219_speak_pavo;pavo;760.000;286.280;;;;;;
recording_V2L3_p380203_tr21_type_pavo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr220_type_pavo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr221_type_cazador;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr222_type_cazador;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr223_speak_taza;taza;584.000;328.000;;;;;;
recording_V2L3_p380203_tr224_type_bombero;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr225_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr226_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr227_speak_regalo;regalo;537.105;542.895;;;;;;
recording_V2L3_p380203_tr228_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr229_type_espalda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr22_speak_vaca;vaca;936.000;397.636;;;;;;
recording_V2L3_p380203_tr230_speak_espalda;espalda;527.022;524.299;;;;;;
recording_V2L3_p380203_tr231_speak_puente;puente;1312.000;368.000;;;;;;
recording_V2L3_p380203_tr232_type_pintor;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr233_type_pintor;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr234_speak_fresa;fresa;625.328;454.672;;;;;;
recording_V2L3_p380203_tr235_type_caracol;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr236_type_caracol;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr237_speak_muñeca;muñeca;544.000;530.007;;;;;;
recording_V2L3_p380203_tr238_type_mano;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr239_speak_mano;mano;520.000;312.000;;;;;;
recording_V2L3_p380203_tr23_type_regalo;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr240_speak_cuerda;cuerda;728.000;403.982;;;;;;
recording_V2L3_p380203_tr241_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr242_type_traje;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr243_type_granja;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr244_speak_granja;granja;712.000;465.354;;;;;;
recording_V2L3_p380203_tr245_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr246_speak_pavo;pavo;741.279;250.721;;;;;;
recording_V2L3_p380203_tr247_speak_manzana;manzana;600.000;528.000;;;;;;
recording_V2L3_p380203_tr248_speak_manzana;manzana;488.000;560.000;;;;;;
recording_V2L3_p380203_tr249_type_cazador;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr24_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr250_speak_cerdo;cerdo;539.625;436.375;;;;;;
recording_V2L3_p380203_tr251_speak_cerdo;cerdo;481.650;454.350;;;;;;
recording_V2L3_p380203_tr252_type_escoba;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr253_speak_espalda;espalda;801.775;559.588;;;;;;
recording_V2L3_p380203_tr254_speak_falda;falda;552.229;481.448;;;;;;
recording_V2L3_p380203_tr255_type_falda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr256_type_guante;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr257_speak_guante;guante;587.518;476.406;;;;;;
recording_V2L3_p380203_tr258_speak_tronco;tronco;1056.000;444.000;;;;;;
recording_V2L3_p380203_tr259_speak_miel;miel;576.000;402.222;;;;;;
recording_V2L3_p380203_tr25_speak_vaso;vaso;768.000;384.000;;;;;;
recording_V2L3_p380203_tr260_type_miel;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr261_type_pintor;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr262_type_cartero;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr263_speak_cartero;cartero;672.000;480.000;;;;;;
recording_V2L3_p380203_tr264_speak_caracol;caracol;700.948;546.985;;;;;;
recording_V2L3_p380203_tr265_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p380203_tr266_speak_aguja;aguja;1016.000;480.000;;;;;;
recording_V2L3_p380203_tr267_speak_aguja;aguja;576.000;515.652;;;;;;
