"","Trial_no","CorrectAns","SubjResponse","Backspace","Item_correct","RespModal","KeyResp_keys","key1","key2","key3","key4","key5","key6","key7","key8","key9","key10","key11","key12","key13","key14","key15","RepSwitch","FrameColor","sequence","Target","set","block","list","exp_version","stimulus","baseline","baseline_condition","fixationITI.started","fixationITI.stopped","polygonColour.started","polygonWhite.started","imageObject.started","polygonType.started","textInput.started","keyResp.started","micRespv2l1.started","participant","session","date","psychopyVersion"
"59",59,"cartero","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"switch","darkblue",2,"T",3,1,1,2,"Stim3_Set3",0,"None",349.711423899978,350.822863900103,350.822863900103,350.822863900103,350.822863900103,350.822863900103,350.822863900103,350.822863900103,350.822863900103,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"60",60,"caracol","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",3,1,1,2,"Stim2_Set2",0,"None",354.343884099973,355.462220600108,355.462220600108,355.462220600108,355.462220600108,355.462220600108,355.462220600108,355.462220600108,355.462220600108,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"61",61,"cuerda","vuerda","0","0","type","['v', 'u', 'e', 'r', 'd', 'a']",0.60761579987593,1.21595839993097,1.42491439986043,1.58395210001618,1.7919151999522,1.99994100001641,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",3,1,1,2,"Stim4_Set2",0,"None",358.990498000057,360.053316400154,360.053316400154,360.053316400154,360.053316400154,360.053316400154,360.053316400154,360.053316400154,360.053316400154,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"62",62,"aguja","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",3,1,1,2,"Stim4_Set3",1,"switch",363.581368200015,364.651043000165,364.651043000165,364.651043000165,364.651043000165,364.651043000165,364.651043000165,364.651043000165,364.651043000165,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"63",63,"aguja","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","darkblue",2,"T",3,1,1,2,"Stim4_Set3",0,"None",368.172082000179,369.234906800091,369.234906800091,369.234906800091,369.234906800091,369.234906800091,369.234906800091,369.234906800091,369.234906800091,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"64",64,"granja","granja","0","1","type","['g', 'r', 'a', 'n', 'j', 'a']",0.868723200168461,1.02872960013337,1.12577929999679,1.34883920010179,1.52484140009619,1.62083500018343,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",3,1,1,2,"Stim5_Set2",0,"None",372.75618320005,373.888299399987,373.888299399987,373.888299399987,373.888299399987,373.888299399987,373.888299399987,373.888299399987,373.888299399987,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"65",65,"manzana","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",3,1,1,2,"Stim6_Set2",1,"switch",377.415724599967,378.470979900099,378.470979900099,378.470979900099,378.470979900099,378.470979900099,378.470979900099,378.470979900099,378.470979900099,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"66",66,"oreja","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",3,1,1,2,"Stim5_Set3",1,"repeat",382.000354600139,383.146549300058,383.146549300058,383.146549300058,383.146549300058,383.146549300058,383.146549300058,383.146549300058,383.146549300058,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"67",67,"oreja","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","darkblue",2,"T",3,1,1,2,"Stim5_Set3",0,"None",386.681435300037,387.897013700102,387.897013700102,387.897013700102,387.897013700102,387.897013700102,387.897013700102,387.897013700102,387.897013700102,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"68",68,"tenedor","tenedoir","0","0","type","['t', 'e', 'n', 'e', 'd', 'o', 'i', 'r']",0.769430800108239,0.865444299997762,0.993462600046769,1.05752660008147,1.23444469994865,1.34542150003836,1.36141130002216,1.44144660001621,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",3,1,1,2,"Extra5",0,"None",391.418350900058,392.467122700065,392.467122700065,392.467122700065,392.467122700065,392.467122700065,392.467122700065,392.467122700065,392.467122700065,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"69",69,"goma","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",3,1,1,2,"Stim6_Set3",0,"None",395.988381900126,397.106844700174,397.106844700174,397.106844700174,397.106844700174,397.106844700174,397.106844700174,397.106844700174,397.106844700174,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"70",70,"goma","goma","0","1","type","['g', 'o', 'm', 'a']",1.08183229994029,1.16215280001052,1.30565019999631,1.38564659981057,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"switch","gold",1,"T",3,1,1,2,"Stim6_Set3",0,"None",400.64146240009,401.739166800166,401.739166800166,401.739166800166,401.739166800166,401.739166800166,401.739166800166,401.739166800166,401.739166800166,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"71",71,"mano","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",3,1,1,2,"Stim3_Set2",0,"None",405.260441200109,406.329608300002,406.329608300002,406.329608300002,406.329608300002,406.329608300002,406.329608300002,406.329608300002,406.329608300002,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"72",72,"conejo","conejo","0","1","type","['c', 'o', 'n', 'e', 'j', 'o']",0.790042399894446,0.902065000031143,1.17402520007454,1.3180229999125,1.73438639985397,1.78133739996701,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",3,1,1,2,"Stim7_Set3",1,"switch",409.851210100111,410.879188599996,410.879188599996,410.879188599996,410.879188599996,410.879188599996,410.879188599996,410.879188599996,410.879188599996,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"73",73,"conejo","conejo","0","1","type","['c', 'o', 'n', 'e', 'j', 'o']",1.12979679997079,1.22682320000604,1.41781609994359,1.53082189988345,1.68979039997794,1.76980450004339,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","gold",1,"T",3,1,1,2,"Stim7_Set3",0,"None",414.406662099995,415.546769000124,415.546769000124,415.546769000124,415.546769000124,415.546769000124,415.546769000124,415.546769000124,415.546769000124,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"74",74,"cerdo","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",3,1,1,2,"Stim7_Set2",0,"None",419.067601300078,420.158145399997,420.158145399997,420.158145399997,420.158145399997,420.158145399997,420.158145399997,420.158145399997,420.158145399997,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"75",75,"falda","falda","0","1","type","['f', 'a', 'l', 'd', 'a']",1.15453170007095,1.28269409993663,1.53885140013881,1.6348492000252,1.90685050003231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",3,1,1,2,"Stim8_Set2",1,"switch",423.685634199996,424.706601600163,424.706601600163,424.706601600163,424.706601600163,424.706601600163,424.706601600163,424.706601600163,424.706601600163,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"76",76,"iglesia","iglesia","0","1","type","['i', 'g', 'l', 'e', 's', 'i', 'a']",1.32808959996328,1.68006579997018,1.79228329984471,1.91976860002615,2.12775500002317,2.20775990001857,2.30375149985775,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",3,1,1,2,"Stim8_Set3",1,"repeat",428.235643200111,429.333035400137,429.333035400137,429.333035400137,429.333035400137,429.333035400137,429.333035400137,429.333035400137,429.333035400137,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"77",77,"iglesia","iglesia","0","1","type","['i', 'g', 'l', 'e', 's', 'i', 'a']",1.29460479994304,1.45459749992006,1.64662719983608,1.75869959988631,1.98307249997742,2.06326049985364,2.17519490001723,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","gold",1,"T",3,1,1,2,"Stim8_Set3",0,"None",432.867416500114,433.910105500137,433.910105500137,433.910105500137,433.910105500137,433.910105500137,433.910105500137,433.910105500137,433.910105500137,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"78",78,"guante","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",4,1,1,2,"Stim1_Set3",0,"None",437.445168300066,438.570435400121,438.570435400121,438.570435400121,438.570435400121,438.570435400121,438.570435400121,438.570435400121,438.570435400121,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"79",79,"vaca","vaca","0","1","type","['v', 'a', 'c', 'a']",0.829262000042945,0.877256500069052,0.942238799994811,1.02123659988865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",4,1,1,2,"Stim1_Set4",1,"switch",442.105504499981,443.223666600185,443.223666600185,443.223666600185,443.223666600185,443.223666600185,443.223666600185,443.223666600185,443.223666600185,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"80",80,"vaca","vaca","0","1","type","['v', 'a', 'c', 'a']",0.840715999947861,0.904707399895415,0.984701100038365,1.08070089993998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","gold",1,"T",4,1,1,2,"Stim1_Set4",0,"None",446.751938899979,447.884186699986,447.884186699986,447.884186699986,447.884186699986,447.884186699986,447.884186699986,447.884186699986,447.884186699986,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"81",81,"bano","bano","0","1","type","['b', 'a', 'n', 'o']",0.874145700130612,0.939535300014541,1.3537701999303,1.57837150013074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",4,1,1,2,"Stim2_Set4",0,"None",451.40531870001,452.47491530003,452.47491530003,452.47491530003,452.47491530003,452.47491530003,452.47491530003,452.47491530003,452.47491530003,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"82",82,"bano","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"switch","darkblue",2,"T",4,1,1,2,"Stim2_Set4",0,"None",455.996329199988,457.058862800011,457.058862800011,457.058862800011,457.058862800011,457.058862800011,457.058862800011,457.058862800011,457.058862800011,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"83",83,"cartero","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",4,1,1,2,"Stim3_Set3",1,"repeat",460.594141400186,461.628839700017,461.628839700017,461.628839700017,461.628839700017,461.628839700017,461.628839700017,461.628839700017,461.628839700017,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"84",84,"miel","miel","0","1","type","['m', 'i', 'e', 'l']",1.0371596000623,1.11716130003333,1.34115700004622,1.46915520005859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",4,1,1,2,"Stim2_Set3",0,"None",465.150124000153,466.296125099994,466.296125099994,466.296125099994,466.296125099994,466.296125099994,466.296125099994,466.296125099994,466.296125099994,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"85",85,"pierna","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",4,1,1,2,"Stim3_Set4",1,"switch",469.817456300138,470.866115899989,470.866115899989,470.866115899989,470.866115899989,470.866115899989,470.866115899989,470.866115899989,470.866115899989,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"86",86,"pierna","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","darkblue",2,"T",4,1,1,2,"Stim3_Set4",0,"None",474.38747680001,475.450105000054,475.450105000054,475.450105000054,475.450105000054,475.450105000054,475.450105000054,475.450105000054,475.450105000054,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"87",87,"taza","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",4,1,1,2,"Stim4_Set4",1,"repeat",478.971331299981,479.985522600124,479.985522600124,479.985522600124,479.985522600124,479.985522600124,479.985522600124,479.985522600124,479.985522600124,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"88",88,"taza","taza","0","1","type","['t', 'a', 'z', 'a']",0.890979700023308,0.954919799929485,1.13094609999098,1.22693599993363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"switch","gold",1,"T",4,1,1,2,"Stim4_Set4",0,"None",483.506857400062,484.617990000173,484.617990000173,484.617990000173,484.617990000173,484.617990000173,484.617990000173,484.617990000173,484.617990000173,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"89",89,"aguja","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",4,1,1,2,"Stim4_Set3",0,"None",488.153123900061,489.215737000108,489.215737000108,489.215737000108,489.215737000108,489.215737000108,489.215737000108,489.215737000108,489.215737000108,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"90",90,"oreja","oreja","0","1","type","['o', 'r', 'e', 'j', 'a']",0.875607599969953,1.11560110002756,1.4362470000051,1.69227469991893,1.82027459982783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",4,1,1,2,"Stim5_Set3",0,"None",492.737221600022,493.897018000018,493.897018000018,493.897018000018,493.897018000018,493.897018000018,493.897018000018,493.897018000018,493.897018000018,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"91",91,"camisa","camisa","0","1","type","['c', 'a', 'm', 'i', 's', 'a']",0.84062230004929,0.936648600036278,1.41659569996409,1.48060410004109,1.65644220006652,1.83217679988593,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",4,1,1,2,"Stim5_Set4",1,"repeat",497.431871799985,498.508651300101,498.508651300101,498.508651300101,498.508651300101,498.508651300101,498.508651300101,498.508651300101,498.508651300101,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"92",92,"camisa","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"switch","darkblue",2,"T",4,1,1,2,"Stim5_Set4",0,"None",502.02980810008,503.085708400002,503.085708400002,503.085708400002,503.085708400002,503.085708400002,503.085708400002,503.085708400002,503.085708400002,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"93",93,"regalo","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",4,1,1,2,"Stim6_Set4",0,"None",506.61369820009,507.690476400079,507.690476400079,507.690476400079,507.690476400079,507.690476400079,507.690476400079,507.690476400079,507.690476400079,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"94",94,"regalo","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","darkblue",2,"T",4,1,1,2,"Stim6_Set4",0,"None",511.21777070011,512.378682000097,512.378682000097,512.378682000097,512.378682000097,512.378682000097,512.378682000097,512.378682000097,512.378682000097,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"95",95,"columna","columna","0","1","type","['c', 'o', 'l', 'u', 'm', 'n', 'a']",0.973282099934295,1.40447259997018,1.58140949998051,1.75740929995663,2.02941820002161,2.15673219994642,2.25272140000015,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",4,1,1,2,"Extra6",0,"None",515.906505099963,517.031959000044,517.031959000044,517.031959000044,517.031959000044,517.031959000044,517.031959000044,517.031959000044,517.031959000044,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"96",96,"conejo","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",4,1,1,2,"Stim7_Set3",0,"None",520.553236800013,521.775771199958,521.775771199958,521.775771199958,521.775771199958,521.775771199958,521.775771199958,521.775771199958,521.775771199958,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"97",97,"bombero","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",4,1,1,2,"Stim7_Set4",0,"None",525.30304899998,526.351733600022,526.351733600022,526.351733600022,526.351733600022,526.351733600022,526.351733600022,526.351733600022,526.351733600022,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"98",98,"bombero","bombero","0","1","type","['b', 'o', 'm', 'b', 'e', 'r', 'o']",1.60057650017552,1.71257830015384,1.88861480006017,2.12862320011482,2.20959850004874,2.3686284001451,2.41793700004928,NA,NA,NA,NA,NA,NA,NA,NA,"switch","gold",1,"T",4,1,1,2,"Stim7_Set4",0,"None",529.881050300086,530.915850900114,530.915850900114,530.915850900114,530.915850900114,530.915850900114,530.915850900114,530.915850900114,530.915850900114,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"99",99,"pulpo","pulpo","0","1","type","['p', 'u', 'l', 'p', 'o']",0.895759999984875,1.15177640016191,1.43956820014864,1.59978450019844,1.77577940002084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",4,1,1,2,"Stim8_Set4",0,"None",534.436815000139,535.49288689997,535.49288689997,535.49288689997,535.49288689997,535.49288689997,535.49288689997,535.49288689997,535.49288689997,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"100",100,"pulpo","pulpo","0","1","type","['p', 'u', 'l', 'p', 'o']",0.81149600003846,1.14746550004929,1.40430660010315,1.51629990013316,1.69231349998154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","gold",1,"T",4,1,1,2,"Stim8_Set4",0,"None",539.014097200008,540.152997400146,540.152997400146,540.152997400146,540.152997400146,540.152997400146,540.152997400146,540.152997400146,540.152997400146,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"101",101,"iglesia","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",1,"F",4,1,1,2,"Stim8_Set3",0,"None",543.674016100122,544.750805400079,544.750805400079,544.750805400079,544.750805400079,544.750805400079,544.750805400079,544.750805400079,544.750805400079,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"102",102,"goma","goma","0","1","type","['g', 'o', 'm', 'a']",0.806759699946269,1.14268460008316,1.35005889995955,1.49406550009735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",4,1,1,2,"Stim6_Set3",0,"None",548.286026400048,549.390460200142,549.390460200142,549.390460200142,549.390460200142,549.390460200142,549.390460200142,549.390460200142,549.390460200142,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"103",103,"columna","columna","0","1","type","['c', 'o', 'l', 'u', 'm', 'n', 'a']",0.861341400071979,1.26133590005338,1.42041570018046,1.59640220017172,1.7575859001372,1.86857250006869,1.98053270019591,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",1,2,1,2,"Extra6",0,"None",555.821634800173,556.968103900086,556.968103900086,556.968103900086,556.968103900086,556.968103900086,556.968103900086,556.968103900086,556.968103900086,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"104",104,"muneca","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",1,2,1,2,"Stim4_Set1",1,"switch",560.495968500152,561.614186899969,561.614186899969,561.614186899969,561.614186899969,561.614186899969,561.614186899969,561.614186899969,561.614186899969,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"105",105,"muneca","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","darkblue",2,"T",1,2,1,2,"Stim4_Set1",0,"None",565.135260900017,566.281392100034,566.281392100034,566.281392100034,566.281392100034,566.281392100034,566.281392100034,566.281392100034,566.281392100034,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"106",106,"pierna","pierna","0","1","type","['p', 'i', 'e', 'r', 'n', 'a']",0.931209899950773,1.15503829997033,1.794651000062,1.97068090015091,2.11464420007542,2.25863620010205,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",1,2,1,2,"Stim3_Set4",0,"None",569.802665000083,570.913928900147,570.913928900147,570.913928900147,570.913928900147,570.913928900147,570.913928900147,570.913928900147,570.913928900147,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"107",107,"traje","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",1,2,1,2,"Stim3_Set1",1,"switch",574.43526920001,575.671528400155,575.671528400155,575.671528400155,575.671528400155,575.671528400155,575.671528400155,575.671528400155,575.671528400155,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"108",108,"traje","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","darkblue",2,"T",1,2,1,2,"Stim3_Set1",0,"None",579.19286020007,580.311033400008,580.311033400008,580.311033400008,580.311033400008,580.311033400008,580.311033400008,580.311033400008,580.311033400008,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"109",109,"tenedor","tenedor","1","0","type","['t', 'e', 'n', 'e', 'd', 'r', 'backspace', 'o', 'r']",0.840908600017428,0.936208799947053,1.06420719996095,1.11224009981379,1.35224579996429,1.7042208998464,2.18425459996797,2.52023649984039,2.64870729995891,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",1,2,1,2,"Extra5",0,"None",583.832025300013,584.860311100027,584.860311100027,584.860311100027,584.860311100027,584.860311100027,584.860311100027,584.860311100027,584.860311100027,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"110",110,"pulpo","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",1,2,1,2,"Stim8_Set4",0,"None",588.381660799962,589.492651500041,589.492651500041,589.492651500041,589.492651500041,589.492651500041,589.492651500041,589.492651500041,589.492651500041,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"111",111,"cazador","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",1,2,1,2,"Stim6_Set1",1,"repeat",593.01409219997,594.132250200026,594.132250200026,594.132250200026,594.132250200026,594.132250200026,594.132250200026,594.132250200026,594.132250200026,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"112",112,"cazador","cazador","0","1","type","['c', 'a', 'z', 'a', 'd', 'o', 'r']",0.915768200065941,1.04408290004358,1.21934020007029,1.34815990016796,1.60417070006952,1.73215529997833,1.87616300000809,NA,NA,NA,NA,NA,NA,NA,NA,"switch","gold",1,"T",1,2,1,2,"Stim6_Set1",0,"None",597.667631100165,598.737078000093,598.737078000093,598.737078000093,598.737078000093,598.737078000093,598.737078000093,598.737078000093,598.737078000093,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"113",113,"taza","taza","0","1","type","['t', 'a', 'z', 'a']",0.815997699974105,0.895996100036427,1.03999629989266,1.12042369996198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","gold",1,"F",1,2,1,2,"Stim4_Set4",1,"repeat",602.272232500138,603.349011000013,603.349011000013,603.349011000013,603.349011000013,603.349011000013,603.349011000013,603.349011000013,603.349011000013,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"114",114,"fresa","fresa","0","1","type","['f', 'r', 'e', 's', 'a']",1.10130110010505,1.1812986000441,1.35728810005821,1.45328360004351,1.62886020005681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",1,2,1,2,"Stim2_Set1",1,"repeat",606.883774599992,607.912007200066,607.912007200066,607.912007200066,607.912007200066,607.912007200066,607.912007200066,607.912007200066,607.912007200066,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"115",115,"fresa","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"switch","darkblue",2,"T",1,2,1,2,"Stim2_Set1",0,"None",611.446252400056,612.482050599996,612.482050599996,612.482050599996,612.482050599996,612.482050599996,612.482050599996,612.482050599996,612.482050599996,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"116",116,"puente","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nontarget","darkblue",2,"NT",1,2,1,2,"Stim1_Set1",0,"None",616.017082000151,617.149149300065,617.149149300065,617.149149300065,617.149149300065,617.149149300065,617.149149300065,617.149149300065,617.149149300065,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"117",117,"puente","puente","0","1","type","['p', 'u', 'e', 'n', 't', 'e']",0.972104000160471,1.22809630003758,1.49964940012433,1.56368770007975,1.77168540004641,1.83568769996054,NA,NA,NA,NA,NA,NA,NA,NA,NA,"switch","gold",1,"T",1,2,1,2,"Stim1_Set1",0,"None",620.684354600031,621.865064400015,621.865064400015,621.865064400015,621.865064400015,621.865064400015,621.865064400015,621.865064400015,621.865064400015,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"118",118,"bano","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",1,2,1,2,"Stim2_Set4",0,"None",625.386590100126,626.545901700156,626.545901700156,626.545901700156,626.545901700156,626.545901700156,626.545901700156,626.545901700156,626.545901700156,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"119",119,"espalda","espalda","1","0","type","['e', 's', 'a', 'backspace', 'p', 'a', 'l', 'd', 'a']",0.940708299865946,1.13223029999062,1.35589149990119,1.85174529999495,2.09210689994507,2.1720966999419,2.26805020007305,2.36409220006317,2.57209159992635,NA,NA,NA,NA,NA,NA,"nontarget","gold",1,"NT",1,2,1,2,"Stim8_Set1",1,"switch",630.067542799981,631.19263350009,631.19263350009,631.19263350009,631.19263350009,631.19263350009,631.19263350009,631.19263350009,631.19263350009,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"120",120,"espalda","espalda","0","1","type","['e', 's', 'p', 'a', 'l', 'd', 'a']",0.968586599919945,1.14458129997365,1.27258109999821,1.36859049997292,1.46564539987594,1.56083949981257,1.78478539991193,NA,NA,NA,NA,NA,NA,NA,NA,"repeat","gold",1,"T",1,2,1,2,"Stim8_Set1",0,"None",634.713787100045,635.804417700041,635.804417700041,635.804417700041,635.804417700041,635.804417700041,635.804417700041,635.804417700041,635.804417700041,201,1,"2023-10-06_09h41.18.571","2022.2.4"
"121",121,"bombero","","0","0","speak","None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"filler","darkblue",2,"F",1,2,1,2,"Stim7_Set4",1,"switch",639.32579160016,640.39528060006,640.39528060006,640.39528060006,640.39528060006,640.39528060006,640.39528060006,640.39528060006,640.39528060006,201,1,"2023-10-06_09h41.18.571","2022.2.4"
