Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1;Column2
recording_V2L3_p060203_tr47_type_espalda;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr48_speak_vaso;vaso;953.528;378.375;;;;;;;
recording_V2L3_p060203_tr49_speak_manzana;manzana;913.829;478.861;;;;;;;
recording_V2L3_p060203_tr4_type_pierna;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr50_type_manzana;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr51_speak_escoba;escoba;839.395;488.605;;;;;;;
recording_V2L3_p060203_tr52_type_manzana;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr53_type_goma;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr54_speak_goma;goma;911.348;382.096;;;;swallows;;;
recording_V2L3_p060203_tr55_speak_granja;granja;1166.906;471.418;;;;;;;
recording_V2L3_p060203_tr56_speak_aguja;aguja;858.003;485.997;;;;;;;
recording_V2L3_p060203_tr57_type_aguja;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr58_type_cadena;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr59_type_iglesia;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr5_speak_traje;traje;1204.123;339.877;;;;;;;
recording_V2L3_p060203_tr60_speak_iglesia;iglesia;1005.632;599.197;;;;;;;
recording_V2L3_p060203_tr61_type_pintor;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr62_speak_conejo;conejo;853.041;458.959;;;;;;;
recording_V2L3_p060203_tr63_speak_conejo;conejo;869.169;466.831;;;;tongue;;;
recording_V2L3_p060203_tr64_speak_cerdo;cerdo;892.74;425.517;;;;;;;
recording_V2L3_p060203_tr65_type_caracol;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr66_speak_guante;guante;1014.316;424.276;;;;tongue;;;
recording_V2L3_p060203_tr67_speak_guante;guante;784;420.123;;;;tongue;;;
recording_V2L3_p060203_tr68_speak_cartero;cartero;843.117;467.696;;;;tongue;;;
recording_V2L3_p060203_tr69_type_cartero;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr6_speak_traje;traje;685.357;393.262;;;;tongue;;;
recording_V2L3_p060203_tr70_speak_cuerda;cuerda;924.994;379.006;;;;;;;
recording_V2L3_p060203_tr71_type_tronco;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr72_type_oreja;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr73_type_oreja;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr74_speak_falda;falda;781.708;459.012;;;;;;;
recording_V2L3_p060203_tr75_type_miel;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr76_type_miel;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr77_type_mano;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr78_speak_goma;goma;936;316.506;;;;;;;
recording_V2L3_p060203_tr79_type_pierna;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr7_type_tenedor;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr80_type_pierna;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr81_type_pulpo;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr82_speak_pulpo;pulpo;999.429;362.247;;;;tongue;;;
recording_V2L3_p060203_tr83_type_aguja;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr84_speak_taza;taza;821.489;366.506;;;;;;;
recording_V2L3_p060203_tr85_speak_taza;taza;1072;345.502;;;;tongue;;;
recording_V2L3_p060203_tr86_speak_baño;baño;850.56;382.096;;;;;;;
recording_V2L3_p060203_tr87_type_baño;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr88_speak_iglesia;iglesia;1452.238;607.452;;;;;;;
recording_V2L3_p060203_tr89_type_bombero;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr8_speak_pulpo;pulpo;1142.095;378.375;;;;;;;
recording_V2L3_p060203_tr90_speak_bombero;bombero;724.949;537.481;;;;;;;
recording_V2L3_p060203_tr91_type_guante;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr92_speak_conejo;conejo;851.801;460.199;;;;;;;
recording_V2L3_p060203_tr93_speak_vaca;vaca;1317.015;367.21;;;;;;;
recording_V2L3_p060203_tr94_speak_vaca;vaca;856.763;383.237;;;;;;;
recording_V2L3_p060203_tr95_type_cartero;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr96_speak_oreja;oreja;1104;463.611;;;;;;;
recording_V2L3_p060203_tr97_speak_regalo;regalo;781.708;522.292;;;;;;;
recording_V2L3_p060203_tr98_type_regalo;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr99_type_camisa;[type];0;3000;;;;;;;
recording_V2L3_p060203_tr9_speak_cazador;cazador;804.659;499.951;;;;;;;
