Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L3_p370103_tr100_type_camisa;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr101_speak_espejo;espejo;792.000;421.664;;;;;;
recording_V1L3_p370103_tr102_type_miel;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr103_type_pierna;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr104_speak_taza;taza;640.000;270.930;;;;;;
recording_V1L3_p370103_tr105_speak_pavo;pavo;688.000;298.614;;;;;;
recording_V1L3_p370103_tr106_speak_pavo;pavo;664.000;287.295;;;;;;
recording_V1L3_p370103_tr107_type_vaca;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr108_speak_espalda;espalda;704.000;456.000;;;;;;
recording_V1L3_p370103_tr109_speak_espalda;espalda;600.000;488.000;;;;;;
recording_V1L3_p370103_tr10_type_cazador;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr110_type_pulpo;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr111_speak_vaso;vaso;1458.374;446.533;;;;;;
recording_V1L3_p370103_tr112_type_vaso;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr113_type_regalo;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr114_type_traje;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr115_speak_traje;traje;720.000;327.160;;;;;;
recording_V1L3_p370103_tr116_speak_fresa;fresa;714.153;381.847;;;;;;
recording_V1L3_p370103_tr117_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr118_type_bombero;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr119_speak_camisa;camisa;840.000;368.000;;;;;;
recording_V1L3_p370103_tr11_type_taza;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr120_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr121_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr122_speak_baño;baño;960.000;360.000;;;;;;
recording_V1L3_p370103_tr123_type_puente;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr124_type_puente;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr125_type_cazador;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr126_speak_cazador;cazador;633.424;494.466;;;;;;
recording_V1L3_p370103_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr128_type_falda;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr129_type_falda;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr12_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr130_speak_puente;puente;640.000;379.410;;;;;;
recording_V1L3_p370103_tr131_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr132_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr133_type_espalda;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr134_speak_tenedor;tenedor;776.000;392.254;;;;;;
recording_V1L3_p370103_tr135_type_vaso;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr136_type_manzana;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr137_speak_manzana;fresa;769.654;350.667;1;0;;said the wrong word;1;
recording_V1L3_p370103_tr138_speak_traje;traje;600.000;283.179;;;;;;
recording_V1L3_p370103_tr139_speak_caracol;caracol;588.014;403.986;;;;;;
recording_V1L3_p370103_tr13_speak_fresa;fresa;630.901;438.964;;;;;;
recording_V1L3_p370103_tr140_type_caracol;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr141_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr142_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr143_speak_cerdo;cerdo;471.966;408.691;;;;;;
recording_V1L3_p370103_tr144_speak_mano;mano;600.000;280.000;;;;;;
recording_V1L3_p370103_tr145_speak_mano;mano;544.000;328.000;;;;;;
recording_V1L3_p370103_tr146_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr147_speak_granja;granja;640.000;560.000;;;;;;
recording_V1L3_p370103_tr148_speak_granja;granja;624.000;546.777;;;;;;
recording_V1L3_p370103_tr149_type_tronco;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr14_speak_puente;puente;840.000;323.208;;;;;;
recording_V1L3_p370103_tr150_speak_cazador;cazador;618.287;464.192;;;;;;
recording_V1L3_p370103_tr151_speak_pintor;pintor;704.000;426.412;;;;;;
recording_V1L3_p370103_tr152_type_pintor;[type];0;3000.000;;;;;;
recording_V1L3_p370103_tr153_speak_columna;columna;968.000;442.441;;;;;;
recording_V1L3_p370103_tr154_type_oreja;[type];0;3000.000;;;;;;
