Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V2L1p260201_tr100_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr101_speak_iglesia;iglesia;1408.000;560.000;;;;;;
recording_V2L1p260201_tr102_type_goma;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr103_type_columna;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr104_speak_muñeca;muñeca;920.000;479.158;;;;;;
recording_V2L1p260201_tr105_speak_muñeca;muñeca;688.000;413.803;;;;;;
recording_V2L1p260201_tr106_type_pierna;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr107_speak_traje;traje;1304.000;333.042;;;;;;
recording_V2L1p260201_tr108_speak_traje;traje;568.000;378.396;;;;;;
recording_V2L1p260201_tr109_type_tenedor;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr10_type_traje;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr110_speak_pulpo;pulpo;1035.867;319.334;;;;;;
recording_V2L1p260201_tr111_speak_cazador;cazador;845.818;553.339;;;;tongue;;
recording_V2L1p260201_tr112_type_cazador;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr113_type_taza;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr114_type_fresa;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr115_speak_fresa;fresa;988.032;439.569;;;;;;
recording_V2L1p260201_tr116_speak_puente;puente;1280.000;331.185;;;;;;
recording_V2L1p260201_tr117_type_puente;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr118_speak_baño;baño;1408.000;335.056;;;;;;
recording_V2L1p260201_tr119_type_espalda;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr11_speak_camisa;camisa;1200.000;491.342;;;;tongue;;
recording_V2L1p260201_tr120_type_espalda;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr121_speak_bombero;bombero;845.818;475.768;;;;;;
recording_V2L1p260201_tr122_type_pavo;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr123_type_pavo;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr124_speak_vaca;vaca;1169.031;356.826;;;;;;
recording_V2L1p260201_tr125_type_regalo;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr126_type_vaso;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr127_speak_vaso;vaso;776.000;354.245;;;;;;
recording_V2L1p260201_tr128_type_camisa;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr129_type_granja;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr12_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr130_type_granja;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr131_speak_muñeca;muñeca;1128.000;456.000;;;;;;
recording_V2L1p260201_tr132_type_mano;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr133_type_mano;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr134_type_pintor;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr135_speak_pintor;pintor;874.261;426.640;;;;;;
recording_V2L1p260201_tr136_speak_traje;traje;1459.922;340.019;;;;;;
recording_V2L1p260201_tr137_speak_cerdo;cerdo;1068.188;416.297;;;;;;
recording_V2L1p260201_tr138_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr139_type_caracol;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr13_speak_muñeca;muñeca;1296.000;483.255;;;;;;
recording_V2L1p260201_tr140_speak_caracol;caracol;706.191;447.326;;;;tongue;;
recording_V2L1p260201_tr141_type_cazador;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr142_speak_fresa;fresa;1138.002;416.297;;;;;;
recording_V2L1p260201_tr143_type_pavo;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr144_speak_cuerda;cuerda;1143.174;325.798;;;;tongue;;
recording_V2L1p260201_tr145_speak_cuerda;cuerda;988.032;364.583;;;;tongue;;
recording_V2L1p260201_tr146_type_puente;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr147_speak_falda;falda;574.320;483.525;;;;tongue;;
recording_V2L1p260201_tr148_speak_falda;falda;514.849;444.740;;;;;;
recording_V2L1p260201_tr149_type_espalda;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr14_speak_pierna;pierna;1370.715;382.683;;;;;;
recording_V2L1p260201_tr150_speak_vaso;vaso;1238.845;328.384;;;;;;
recording_V2L1p260201_tr151_speak_manzana;manzana;657.063;494.937;;;;;;
recording_V2L1p260201_tr152_type_manzana;[/ma/, type];872.000;160.000;0;;;spoke first, then typed;1;
recording_V2L1p260201_tr153_speak_escoba;escoba;1208.000;464.000;;;;tongue;;
recording_V2L1p260201_tr154_type_manzana;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr155_type_goma;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr156_speak_goma;goma;915.632;340.368;;;;tongue;;
recording_V2L1p260201_tr157_speak_granja;granja;1228.502;447.326;;;;tongue;;
recording_V2L1p260201_tr158_speak_aguja;aguja;888.000;472.000;;;;;;
recording_V2L1p260201_tr159_type_aguja;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr15_speak_pavo;pavo;896.000;291.131;;;;;;
recording_V2L1p260201_tr160_type_cadena;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr161_type_iglesia;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr162_speak_iglesia;iglesia;771.946;476.054;;;;;;
recording_V2L1p260201_tr163_type_pintor;[type];0;3000.000;;;;;;
recording_V2L1p260201_tr164_speak_conejo;conejo;747.562;462.840;;;;tongue;;
recording_V2L1p260201_tr165_speak_conejo;conejo;1003.546;436.983;;;;tongue;;
recording_V2L1p260201_tr166_speak_cerdo;cerdo;791.519;376.481;;;;;;
