image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;block;list;exp_version;stimulus;baseline;baseline_condition;trial_no;psychopy_trial;Column1;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micRespv1l1.started;keyResp.keys;keyResp.corr;keyResp.rt;subjResponse;micRespv1l1.clip;textBlankLoop.started;textBlankLoop.stopped;keyPause.keys;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;textboxPause.started;keyPause.started;keyPause.rt;textboxGoodbye.started;textboxGoodbye.stopped;participant;session;date;expName;psychopyVersion;frameRate
REPSWITCH1/PICTURE_35.png;oreja;speak;gold;repeat;2;T;3;1;1;1;Stim5_Set3;0;None;67;66;67;0;66;66;66;;;;;;;;;;;;;;;;;;;;;;;330.2315582;331.3914573;331.3914573;331.3914573;331.3914573;331.3914573;331.3914573;331.3914573;331.3914573;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.26.777.wav;334.4195986;;None;334.4195986;334.4195986;334.4195986;334.4195986;334.4195986;334.4195986;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_673.png;tenedor;type;darkblue;filler;1;F;3;1;1;1;Extra5;0;None;68;67;68;0;67;67;67;;;;;;;;;;;;;;;;;;;;;;;334.9197709;336.0379188;336.0379188;336.0379188;336.0379188;336.0379188;336.0379188;336.0379188;336.0379188;['t', 'e', 'n', 'e', 'd', 'o', 'r'];0;[0.814688199898228, 0.8744536000303924, 0.9960789999458939, 1.0920225998852402, 1.2893650999758393, 1.3202626998536289, 1.421242899959907];tenedor;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.31.422.wav;339.059119;339.5591949;None;339.059119;339.059119;339.059119;339.059119;339.059119;339.059119;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_464.png;goma;speak;gold;nontarget;2;NT;3;1;1;1;Stim6_Set3;0;None;69;68;69;0;68;68;68;;;;;;;;;;;;;;;;;;;;;;;339.5591949;340.6426957;340.6426957;340.6426957;340.6426957;340.6426957;340.6426957;340.6426957;340.6426957;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.36.027.wav;343.6638792;344.1639697;None;343.6638792;343.6638792;343.6638792;343.6638792;343.6638792;343.6638792;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_464.png;goma;type;darkblue;switch;1;T;3;1;1;1;Stim6_Set3;0;None;70;69;70;0;69;69;69;;;;;;;;;;;;;;;;;;;;;;;344.1639697;345.1849211;345.1849211;345.1849211;345.1849211;345.1849211;345.1849211;345.1849211;345.1849211;['g', 'o', 'm', 'a'];0;[0.7404706999659538, 0.8446427001617849, 1.013578200014308, 1.140164399985224];goma;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.40.569.wav;348.2061274;348.7062334;None;348.2061274;348.2061274;348.2061274;348.2061274;348.2061274;348.2061274;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_264.png;mano;speak;gold;filler;2;F;3;1;1;1;Stim3_Set2;0;None;71;70;71;0;70;70;70;;;;;;;;;;;;;;;;;;;;;;;348.7062334;349.8869628;349.8869628;349.8869628;349.8869628;349.8869628;349.8869628;349.8869628;349.8869628;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.45.272.wav;352.9082256;353.4082349;None;352.9082256;352.9082256;352.9082256;352.9082256;352.9082256;352.9082256;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_271.png;conejo;type;darkblue;nontarget;1;NT;3;1;1;1;Stim7_Set3;1;switch;72;71;72;0;71;71;71;;;;;;;;;;;;;;;;;;;;;;;353.4082349;354.4709057;354.4709057;354.4709057;354.4709057;354.4709057;354.4709057;354.4709057;354.4709057;['o', 'c', 'v', 'backspace', 'backspace', 'c', 'o', 'n', 'e', 'j', 'o'];0;[1.0454103001393378, 1.070385100087151, 1.0713756000623107, 1.5209164000116289, 1.6494898002129048, 1.8289327002130449, 1.9484871001914144, 2.1647483000997454, 2.3173068000469357, 2.495668100193143, 2.6654236000031233];conejo;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.49.856.wav;357.4920727;357.9921743;None;357.4920727;357.4920727;357.4920727;357.4920727;357.4920727;357.4920727;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_271.png;conejo;type;darkblue;repeat;1;T;3;1;1;1;Stim7_Set3;0;None;73;72;73;0;72;72;72;;;;;;;;;;;;;;;;;;;;;;;357.9921743;359.0547878;359.0547878;359.0547878;359.0547878;359.0547878;359.0547878;359.0547878;359.0547878;['c', 'o', 'n', 'e', 'j', 'o'];0;[0.4721853998489678, 0.5250142998993397, 0.7264026999473572, 0.96096789999865, 1.086521300021559, 1.201169699896127];conejo;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.54.439.wav;362.0830258;;None;362.0830258;362.0830258;362.0830258;362.0830258;362.0830258;362.0830258;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_446.png;cerdo;speak;gold;filler;2;F;3;1;1;1;Stim7_Set2;0;None;74;73;74;0;73;73;73;;;;;;;;;;;;;;;;;;;;;;;362.5830458;363.6665455;363.6665455;363.6665455;363.6665455;363.6665455;363.6665455;363.6665455;363.6665455;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h50.59.052.wav;366.6947511;;None;366.6947511;366.6947511;366.6947511;366.6947511;366.6947511;366.6947511;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_199.png;falda;type;darkblue;filler;1;F;3;1;1;1;Stim8_Set2;1;switch;75;74;75;0;74;74;74;;;;;;;;;;;;;;;;;;;;;;;367.1947637;368.326904;368.326904;368.326904;368.326904;368.326904;368.326904;368.326904;368.326904;['f', 'a', 'l', 'd', 'a'];0;[0.6749437001999468, 0.7865656001958996, 0.8404691000469029, 0.9530023999977857, 1.025762700010091];falda;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.03.711.wav;371.3481677;371.8482199;None;371.3481677;371.3481677;371.3481677;371.3481677;371.3481677;371.3481677;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_320.png;iglesia;type;darkblue;nontarget;1;NT;3;1;1;1;Stim8_Set3;1;repeat;76;75;76;0;75;75;75;;;;;;;;;;;;;;;;;;;;;;;371.8482199;372.9663378;372.9663378;372.9663378;372.9663378;372.9663378;372.9663378;372.9663378;372.9663378;['i', 'g', 'l', 'e', 's', 'i', 'a'];0;[0.8666409999132156, 1.056625499855727, 1.194991499884054, 1.27475899993442, 1.3804120998829603, 1.4491371000185609, 1.5903976999688894];iglesia;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.08.351.wav;375.98755;376.487625;None;375.98755;375.98755;375.98755;375.98755;375.98755;375.98755;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_320.png;iglesia;type;darkblue;repeat;1;T;3;1;1;1;Stim8_Set3;0;None;77;76;77;0;76;76;76;;;;;;;;;;;;;;;;;;;;;;;376.487625;377.605834;377.605834;377.605834;377.605834;377.605834;377.605834;377.605834;377.605834;['i', 'g', 'l', 'e', 's', 'i', 'a'];0;[0.9240784000139683, 1.1403775000944734, 1.3190997000783682, 1.3985800000373274, 1.4892629999667406, 1.5550300001632422, 1.6875905999913812];iglesia;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.12.991.wav;380.6340507;;None;380.6340507;380.6340507;380.6340507;380.6340507;380.6340507;380.6340507;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_576.png;guante;speak;gold;filler;2;F;4;1;1;1;Stim1_Set3;0;None;78;77;78;0;77;77;77;;;;;;;;;;;;;;;;;;;;;;;381.1340942;382.2314443;382.2314443;382.2314443;382.2314443;382.2314443;382.2314443;382.2314443;382.2314443;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.17.616.wav;385.2526551;385.7527439;None;385.2526551;385.2526551;385.2526551;385.2526551;385.2526551;385.2526551;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_319.png;vaca;type;darkblue;nontarget;1;NT;4;1;1;1;Stim1_Set4;1;switch;79;78;79;0;78;78;78;;;;;;;;;;;;;;;;;;;;;;;385.7527439;386.8779116;386.8779116;386.8779116;386.8779116;386.8779116;386.8779116;386.8779116;386.8779116;['v', 'a', 'c', 'a'];0;[0.969552299939096, 1.0682286999654025, 1.245636599836871, 1.3223761999979615];vaca;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.22.262.wav;389.8992016;390.3992663;None;389.8992016;389.8992016;389.8992016;389.8992016;389.8992016;389.8992016;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_319.png;vaca;type;darkblue;repeat;1;T;4;1;1;1;Stim1_Set4;0;None;80;79;80;0;79;79;79;;;;;;;;;;;;;;;;;;;;;;;390.3992663;391.427125;391.427125;391.427125;391.427125;391.427125;391.427125;391.427125;391.427125;['v', 'a', 'c', 'a'];0;[0.7926036999560893, 0.904112100135535, 0.9947741001378745, 1.0864723999984562];vaca;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.26.812.wav;394.4552836;;None;394.4552836;394.4552836;394.4552836;394.4552836;394.4552836;394.4552836;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_719.png;baño;type;darkblue;nontarget;1;NT;4;1;1;1;Stim2_Set4;0;None;81;80;81;0;80;80;80;;;;;;;;;;;;;;;;;;;;;;;394.9553576;396.0457711;396.0457711;396.0457711;396.0457711;396.0457711;396.0457711;396.0457711;396.0457711;['b', 'a', 'ñ', 'o'];0;[1.180515900021419, 1.2452980999369174, 1.655961100012064, 2.186893400037661];baño;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.31.430.wav;399.0669702;399.5670726;None;399.0669702;399.0669702;399.0669702;399.0669702;399.0669702;399.0669702;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_719.png;baño;speak;gold;switch;2;T;4;1;1;1;Stim2_Set4;0;None;82;81;82;0;81;81;81;;;;;;;;;;;;;;;;;;;;;;;399.5670726;400.6436091;400.6436091;400.6436091;400.6436091;400.6436091;400.6436091;400.6436091;400.6436091;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.36.029.wav;403.671775;;None;403.671775;403.671775;403.671775;403.671775;403.671775;403.671775;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_242.png;cartero;speak;gold;filler;2;F;4;1;1;1;Stim3_Set3;1;repeat;83;82;83;0;82;82;82;;;;;;;;;;;;;;;;;;;;;;;404.1718401;405.2831084;405.2831084;405.2831084;405.2831084;405.2831084;405.2831084;405.2831084;405.2831084;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.40.667.wav;408.3043681;408.8043672;None;408.3043681;408.3043681;408.3043681;408.3043681;408.3043681;408.3043681;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_610.png;miel;type;darkblue;filler;1;F;4;1;1;1;Stim2_Set3;0;None;84;83;84;0;83;83;83;;;;;;;;;;;;;;;;;;;;;;;408.8043672;409.8670227;409.8670227;409.8670227;409.8670227;409.8670227;409.8670227;409.8670227;409.8670227;['m', 'i', 'e', 'l'];0;[0.770293700043112, 0.9848523000255227, 1.1392991000320762, 1.207094500074163];miel;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.45.252.wav;412.8952028;;None;412.8952028;412.8952028;412.8952028;412.8952028;412.8952028;412.8952028;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_8.png;pierna;speak;gold;nontarget;2;NT;4;1;1;1;Stim3_Set4;1;switch;85;84;85;0;84;84;84;;;;;;;;;;;;;;;;;;;;;;;413.3952705;414.437098;414.437098;414.437098;414.437098;414.437098;414.437098;414.437098;414.437098;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.49.822.wav;417.4582852;417.9583832;None;417.4582852;417.4582852;417.4582852;417.4582852;417.4582852;417.4582852;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_8.png;pierna;speak;gold;repeat;2;T;4;1;1;1;Stim3_Set4;0;None;86;85;86;0;85;85;85;;;;;;;;;;;;;;;;;;;;;;;417.9583832;419.0835011;419.0835011;419.0835011;419.0835011;419.0835011;419.0835011;419.0835011;419.0835011;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.54.468.wav;422.1048234;422.6048559;None;422.1048234;422.1048234;422.1048234;422.1048234;422.1048234;422.1048234;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_498.png;taza;speak;gold;nontarget;2;NT;4;1;1;1;Stim4_Set4;1;repeat;87;86;87;0;86;86;86;;;;;;;;;;;;;;;;;;;;;;;422.6048559;423.7785963;423.7785963;423.7785963;423.7785963;423.7785963;423.7785963;423.7785963;423.7785963;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h51.59.163.wav;426.7998587;427.2998767;None;426.7998587;426.7998587;426.7998587;426.7998587;426.7998587;426.7998587;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_498.png;taza;type;darkblue;switch;1;T;4;1;1;1;Stim4_Set4;0;None;88;87;88;0;87;87;87;;;;;;;;;;;;;;;;;;;;;;;427.2998767;428.4319552;428.4319552;428.4319552;428.4319552;428.4319552;428.4319552;428.4319552;428.4319552;['t', 'z', 'backspace', 'a', 'z', 'a'];0;[0.9354350999929011, 1.2566390000283718, 1.696649300167337, 1.7873434000648558, 1.8976484001614153, 2.040422599995509];taza;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.03.817.wav;431.4532013;431.9532482;None;431.4532013;431.4532013;431.4532013;431.4532013;431.4532013;431.4532013;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_235.png;aguja;speak;gold;filler;2;F;4;1;1;1;Stim4_Set3;0;None;89;88;89;0;88;88;88;;;;;;;;;;;;;;;;;;;;;;;431.9532482;433.0645806;433.0645806;433.0645806;433.0645806;433.0645806;433.0645806;433.0645806;433.0645806;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.08.450.wav;436.0857124;436.5858946;None;436.0857124;436.0857124;436.0857124;436.0857124;436.0857124;436.0857124;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_35.png;oreja;type;darkblue;filler;1;F;4;1;1;1;Stim5_Set3;0;None;90;89;90;0;89;89;89;;;;;;;;;;;;;;;;;;;;;;;436.5858946;437.794368;437.794368;437.794368;437.794368;437.794368;437.794368;437.794368;437.794368;['o', 'r', 'e', 'j', 'a'];0;[0.9897939001675695, 1.1067498000338674, 1.1755187001544982, 1.2612290000542998, 1.376858300063759];oreja;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.13.179.wav;440.8224537;;None;440.8224537;440.8224537;440.8224537;440.8224537;440.8224537;440.8224537;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_687.png;camisa;type;darkblue;nontarget;1;NT;4;1;1;1;Stim5_Set4;1;repeat;91;90;91;0;90;90;90;;;;;;;;;;;;;;;;;;;;;;;441.3225108;442.4199134;442.4199134;442.4199134;442.4199134;442.4199134;442.4199134;442.4199134;442.4199134;['c', 'a', 'm', 's', 'i', 'a', 'backspace', 'backspace', 'i', 's', 'a'];0;[0.8490055999718606, 0.9339001998305321, 1.0274977998342365, 1.2219670999329537, 1.2229104998987168, 1.3627901999279857, 1.9577397999819368, 2.124753199983388, 2.6117036999203265, 2.7014458999037743, 2.7662225998938084];camsisa;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.17.805.wav;445.4411809;445.9412074;None;445.4411809;445.4411809;445.4411809;445.4411809;445.4411809;445.4411809;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_687.png;camisa;speak;gold;switch;2;T;4;1;1;1;Stim5_Set4;0;None;92;91;92;0;91;91;91;;;;;;;;;;;;;;;;;;;;;;;445.9412074;447.045539;447.045539;447.045539;447.045539;447.045539;447.045539;447.045539;447.045539;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.22.430.wav;450.0667137;450.566816;None;450.0667137;450.0667137;450.0667137;450.0667137;450.0667137;450.0667137;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_338.png;regalo;speak;gold;nontarget;2;NT;4;1;1;1;Stim6_Set4;0;None;93;92;93;0;92;92;92;;;;;;;;;;;;;;;;;;;;;;;450.566816;451.7683587;451.7683587;451.7683587;451.7683587;451.7683587;451.7683587;451.7683587;451.7683587;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.27.152.wav;454.7896354;455.2896591;None;454.7896354;454.7896354;454.7896354;454.7896354;454.7896354;454.7896354;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_338.png;regalo;speak;gold;repeat;2;T;4;1;1;1;Stim6_Set4;0;None;94;93;94;0;93;93;93;;;;;;;;;;;;;;;;;;;;;;;455.2896591;456.4982238;456.4982238;456.4982238;456.4982238;456.4982238;456.4982238;456.4982238;456.4982238;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.31.883.wav;459.5193447;460.0194065;None;459.5193447;459.5193447;459.5193447;459.5193447;459.5193447;459.5193447;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_663.png;columna;type;darkblue;filler;1;F;4;1;1;1;Extra6;0;None;95;94;95;0;94;94;94;;;;;;;;;;;;;;;;;;;;;;;460.0194065;461.0543218;461.0543218;461.0543218;461.0543218;461.0543218;461.0543218;461.0543218;461.0543218;['c', 'o', 'l', 'l', 'backspace', 'u', 'm', 'n', 'a'];0;[0.9041285999119282, 0.9600839000195265, 1.3104644999839365, 1.35132239991799, 1.7607493998948485, 2.31827410007827, 2.5412173999939114, 2.6976896999403834, 2.797418700065464];columna;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.36.439.wav;464.0755126;464.5755595;None;464.0755126;464.0755126;464.0755126;464.0755126;464.0755126;464.0755126;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_271.png;conejo;speak;gold;filler;2;F;4;1;1;1;Stim7_Set3;0;None;96;95;96;0;95;95;95;;;;;;;;;;;;;;;;;;;;;;;464.5755595;465.631372;465.631372;465.631372;465.631372;465.631372;465.631372;465.631372;465.631372;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.41.017.wav;468.6595151;;None;468.6595151;468.6595151;468.6595151;468.6595151;468.6595151;468.6595151;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_48.png;bombero;speak;gold;nontarget;2;NT;4;1;1;1;Stim7_Set4;0;None;97;96;97;0;96;96;96;;;;;;;;;;;;;;;;;;;;;;;469.1595793;470.2985521;470.2985521;470.2985521;470.2985521;470.2985521;470.2985521;470.2985521;470.2985521;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.45.683.wav;473.3198233;473.8198484;None;473.3198233;473.3198233;473.3198233;473.3198233;473.3198233;473.3198233;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
REPSWITCH1/PICTURE_48.png;bombero;type;darkblue;switch;1;T;4;1;1;1;Stim7_Set4;0;None;98;97;98;0;97;97;97;;;;;;;;;;;;;;;;;;;;;;;473.8198484;474.9658906;474.9658906;474.9658906;474.9658906;474.9658906;474.9658906;474.9658906;474.9658906;['v', 'o', 'backspace', 'backspace', 'b', 'o', 'm', 'b', 'e', 'r', 'o'];0;[0.6313038999214768, 0.7180000999942422, 1.1154936999082565, 1.2430698000825942, 1.389246900100261, 1.4620254000183195, 1.6676300999242812, 1.7735206000506878, 1.8442756000440568, 2.0117130000144243, 2.0415850998833776];bombero;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/090101_REPSWITCH1_version1_list1_2023-11-22_13h45.01.739_micRespv1l1_recorded\recording_micRespv1l1_2023-11-22_13h52.50.351.wav;477.9940467;;None;477.9940467;477.9940467;477.9940467;477.9940467;477.9940467;477.9940467;;;;;;90101;1;2023-11-22_13h45.01.739;REPSWITCH1_version1_list1;2022.2.4;143.9942862
