image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;block;list;exp_version;stimulus;baseline;baseline_condition;trial_no;psychopy_trial;Column1;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micRespv2l2.started;keyResp.keys;keyResp.corr;subjResponse;micRespv2l2.clip;textBlankLoop.started;textBlankLoop.stopped;keyPause.keys;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;keyResp.rt;textboxPause.started;keyPause.started;keyPause.rt;textboxGoodbye.started;textboxGoodbye.stopped;participant;session;date;expName;psychopyVersion;frameRate;Column2
;;;;;;;;;;;;;;;;;;;;;7.3994803;9.8964103;9.8964103;9.8964103;9.8964103;space;8.6445338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;18.5572728;space;2.814172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_646.png;tronco;speak;darkblue;filler;2;F;1;3;2;2;Extra4;0;None;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;21.467336;22.5161503;22.5161503;22.5161503;22.5161503;22.5161503;22.5161503;22.5161503;22.5161503;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h48.39.715.wav;25.5373556;26.0374186;None;;;;;;;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_340.png;espejo;type;gold;filler;1;F;1;3;2;2;Extra1;0;None;2;1;2;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;26.0374186;27.2389812;27.2389812;27.2389812;27.2389812;27.2389812;27.2389812;27.2389812;27.2389812;['e', 's', 'p', 'e', 'j', 'o'];0;espejo;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h48.44.442.wav;30.2671323;;None;30.2671323;30.2671323;30.2671323;30.2671323;30.2671323;30.2671323;[0.7566633000969887, 0.9386236001737416, 1.0962534002028406, 1.1999013000167906, 1.397156700026244, 1.590871499851346];;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_338.png;regalo;speak;darkblue;filler;2;F;1;3;2;2;Stim6_Set4;0;None;3;2;3;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;30.7672103;31.9410394;31.9410394;31.9410394;31.9410394;31.9410394;31.9410394;31.9410394;31.9410394;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h48.49.144.wav;34.9621817;35.4622768;None;34.9621817;34.9621817;34.9621817;34.9621817;34.9621817;34.9621817;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_142.png;vaso;speak;darkblue;nontarget;2;NT;1;3;2;2;Stim7_Set1;1;repeat;4;3;4;0;3;3;3;;;;;;;;;;;;;;;;;;;;;;;35.4622768;36.5249607;36.5249607;36.5249607;36.5249607;36.5249607;36.5249607;36.5249607;36.5249607;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h48.53.728.wav;39.55307;;None;39.55307;39.55307;39.55307;39.55307;39.55307;39.55307;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_142.png;vaso;speak;darkblue;repeat;2;T;1;3;2;2;Stim7_Set1;0;None;5;4;5;0;4;4;4;;;;;;;;;;;;;;;;;;;;;;;40.0531355;41.240801;41.240801;41.240801;41.240801;41.240801;41.240801;41.240801;41.240801;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h48.58.443.wav;44.262075;44.7620752;None;44.262075;44.262075;44.262075;44.262075;44.262075;44.262075;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_498.png;taza;type;gold;filler;1;F;1;3;2;2;Stim4_Set4;0;None;6;5;6;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;44.7620752;45.8455488;45.8455488;45.8455488;45.8455488;45.8455488;45.8455488;45.8455488;45.8455488;['t', 'a', 'z', 'a'];0;taza;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h49.03.048.wav;48.866813;49.3668648;None;48.866813;48.866813;48.866813;48.866813;48.866813;48.866813;[0.9357655998319387, 1.0164922000840306, 1.205110200215131, 1.3845374998636544];;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_16.png;cazador;speak;darkblue;nontarget;2;NT;1;3;2;2;Stim6_Set1;1;switch;7;6;7;0;6;6;6;;;;;;;;;;;;;;;;;;;;;;;49.3668648;50.5059074;50.5059074;50.5059074;50.5059074;50.5059074;50.5059074;50.5059074;50.5059074;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h49.07.709.wav;53.5270915;54.0271893;None;53.5270915;53.5270915;53.5270915;53.5270915;53.5270915;53.5270915;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
REPSWITCH1/PICTURE_16.png;cazador;speak;darkblue;repeat;2;T;1;3;2;2;Stim6_Set1;0;None;8;7;8;0;7;7;7;;;;;;;;;;;;;;;;;;;;;;;54.0271893;55.1454087;55.1454087;55.1454087;55.1454087;55.1454087;55.1454087;55.1454087;55.1454087;None;0;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/360202_REPSWITCH1_version2_list2_2023-12-12_17h48.19.720_micRespv2l2_recorded\recording_micRespv2l2_2023-12-12_17h49.12.348.wav;58.1666328;58.6667213;None;58.1666328;58.1666328;58.1666328;58.1666328;58.1666328;58.1666328;;;;;;;360202;1;2023-12-12_17h48.19.720;REPSWITCH1_version2_list2;2022.2.4;143.9290028;
