order;psychopy_order;image;correctAns;respModal;keyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;correct;incorrect_correct;subjResponse;frameColor;repSwitch;sequence;target;set;stimulus;keyResp.started;micResp.started;micResp.clip;keyResp.stopped;participant;session;date;expName;psychopyVersion;str_sub(keyResp_rt, start = 1, end = -1)
74;73;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];8,48819E+15;1,12006E+16;1.3440748993307352;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,48819E+15;;;vaca;darkblue;nontarget;1;NT;4;Stim1_Set4;3,87E+16;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h33.57.842.wav;3,9E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8488188991323113, 1.1200592992827296, 1.3440748993307352, 1.552181899547577]
75;74;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];8,79441E+15;1,1036E+15;1.3275201991200447;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,79441E+15;;;vaca;darkblue;repeat;1;T;4;Stim1_Set4;3,92E+16;1,28E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h34.02.569.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8794405991211534, 1.103597299195826, 1.3275201991200447, 1.5202298993244767]
76;75;REPSWITCH1/PICTURE_719.png;baño;type;['b', 'a', 'ñ', 'o'];1,06229E+15;1,19012E+16;1.8297070991247892;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,06229E+15;;;baño;darkblue;nontarget;1;NT;4;Stim2_Set4;3,97E+14;1,61E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h34.07.308.wav;4E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.062292299233377, 1.1901178993284702, 1.8297070991247892, 2.086159098893404]
78;77;REPSWITCH1/PICTURE_610.png;miel;type;['m', 'i', 'e', 'l'];9,81528E+15;1,14142E+16;1.2544582998380065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,81528E+15;;;miel;darkblue;filler;1;F;4;Stim2_Set3;4,06E+15;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h34.16.515.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9815279990434647, 1.1414239993318915, 1.2544582998380065, 1.3654226996004581]
79;78;REPSWITCH1/PICTURE_242.png;cartero;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];8,27003E+15;1,0354E+16;1.243427800014615;1.41906030010432;1.578928799368441;1.7239908995106816;NA;NA;NA;NA;NA;NA;NA;NA;8,27003E+15;;;cartero;darkblue;filler;1;F;4;Stim3_Set3;4,11E+15;1,37E+14;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h34.21.143.wav;4,14E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8270030999556184, 1.0354010993614793, 1.243427800014615, 1.41906030010432, 1.578928799368441, 1.7239908995106816, 1.8352455999702215]
83;82;REPSWITCH1/PICTURE_498.png;taza;type;['t', 'a', 'z', 'a'];1,21098E+16;1,35497E+16;1.4989665988832712;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,21098E+16;;;taza;darkblue;switch;1;T;4;Stim4_Set4;4,29E+16;1,22E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h34.39.734.wav;4,32E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2109754988923669, 1.3549704989418387, 1.4989665988832712, 1.6588461995124817]
85;84;REPSWITCH1/PICTURE_687.png;camisa;type;['c', 'a', 'm', 'i', 's', 'a'];1,18334E+16;1,39133E+16;1.4873308995738626;1.632268499583006;1.7269034991040826;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,18334E+16;;;camisa;darkblue;nontarget;1;NT;4;Stim5_Set4;4,38E+16;1,26E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h34.48.930.wav;4,41E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1833383990451694, 1.3913323991000652, 1.4873308995738626, 1.632268499583006, 1.7269034991040826, 1.8706464990973473]
89;88;REPSWITCH1/PICTURE_35.png;oreja;type;['o', 'r', 'e', 'j', 'a'];1,14366E+16;1,25567E+16;1.3996660001575947;1.5916753001511097;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14366E+16;;;oreja;darkblue;filler;1;F;4;Stim5_Set3;4,57E+16;1,33E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h35.07.531.wav;4,6E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1436559995636344, 1.2556659001857042, 1.3996660001575947, 1.5916753001511097, 1.720664999447763]
91;90;REPSWITCH1/PICTURE_271.png;conejo;type;['c', 'o', 'n', 'e', 'j', 'o'];9,18507E+15;1,0315E+15;1.2548788990825415;1.3683353997766972;1.5425271997228265;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,18507E+15;;;conejo;darkblue;filler;1;F;4;Stim7_Set3;4,66E+16;1,6E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h35.16.795.wav;4,69E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9185066996142268, 1.031500899232924, 1.2548788990825415, 1.3683353997766972, 1.5425271997228265, 1.7025253996253014]
93;92;REPSWITCH1/PICTURE_48.png;bombero;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];1,26789E+16;1,34788E+16;1.491805199533701;1.7158097000792623;1.908479600213468;2.0685658995062113;NA;NA;NA;NA;NA;NA;NA;NA;1,26789E+16;;;bombero;darkblue;switch;1;T;4;Stim7_Set4;4,75E+15;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h35.25.987.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2678869003430009, 1.3478798996657133, 1.491805199533701, 1.7158097000792623, 1.908479600213468, 2.0685658995062113, 2.148310899734497]
95;94;REPSWITCH1/PICTURE_728.png;pulpo;type;['p', 'u', 'l', 'o', 'p', 'backspace', 'backspace'];1,2207E+16;1,4606E+16;1.7165944995358586;1.9885973995551467;2.228595199994743;2.693320400081575;2.837041400372982;NA;NA;NA;NA;NA;NA;NA;1,2207E+16;;;pulp;darkblue;nontarget;1;NT;4;Stim8_Set4;4,85E+15;1,34E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h35.35.314.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2207011003047228, 1.4605962000787258, 1.7165944995358586, 1.9885973995551467, 2.228595199994743, 2.693320400081575, 2.837041400372982, 2.9805770004168153]
96;95;REPSWITCH1/PICTURE_728.png;pulpo;type;['p', 'u', 'l', 'p', 'o'];1,12071E+16;1,42524E+15;1.665684498846531;1.8403310989961028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,12071E+16;;;pulpo;darkblue;repeat;1;T;4;Stim8_Set4;4,89E+15;1,31E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h35.39.975.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1207105992361903, 1.425242398865521, 1.665684498846531, 1.8403310989961028, 2.0163210993632674]
99;98;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'i', 'e', 'r', 'n', 'a'];9,14682E+15;1,10667E+16;1.2513821991160512;1.4113813992589712;1.5233797989785671;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,14682E+15;;;pierna;darkblue;filler;1;F;1;Stim3_Set4;5,8E+15;1,16E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h37.10.597.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9146819990128279, 1.1066727992147207, 1.2513821991160512, 1.4113813992589712, 1.5233797989785671, 1.6674234988167882]
100;99;REPSWITCH1/PICTURE_728.png;pulpo;type;['p', 'u', 'l', 'p', 'o'];9,40937E+15;1,18131E+16;1.6131965992972255;1.789656599983573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,40937E+15;;;pulpo;darkblue;filler;1;F;1;Stim8_Set4;5,85E+15;1,43E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h37.15.194.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9409371996298432, 1.1813113000243902, 1.6131965992972255, 1.789656599983573, 1.9175812993198633]
104;103;REPSWITCH1/PICTURE_16.png;cazador;type;['c', 'a', 'x', 'a', 'd', 'o', 'r'];8,79053E+15;1,15108E+14;1.4550490994006395;1.6638020994141698;2.303173399530351;2.39913069922477;NA;NA;NA;NA;NA;NA;NA;NA;8,79053E+15;;;caxador;darkblue;switch;1;T;1;Stim6_Set1;6,03E+15;1,58E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h37.33.603.wav;6,06E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8790526995435357, 1.15107879973948, 1.4550490994006395, 1.6638020994141698, 2.303173399530351, 2.39913069922477, 2.527152099646628]
106;105;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];9,24093E+15;1,13206E+16;1.292090899311006;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,24093E+15;;;vaso;darkblue;nontarget;1;NT;1;Stim2_Set1;6,12E+15;1,29E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h37.42.843.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9240929000079632, 1.1320596998557448, 1.292090899311006, 1.3560977997258306]
109;108;REPSWITCH1/PICTURE_178.png;puente;type;['p', 'u', 'e', 'n', 't', 'e'];1,41543E+16;1,71884E+15;1.8794171996414661;1.9753305995836854;2.1026728991419077;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,41543E+16;;;puente;darkblue;switch;1;T;1;Stim1_Set1;6,26E+14;1,32E+14;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h37.56.778.wav;6,29E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.4154268996790051, 1.718835199251771, 1.8794171996414661, 1.9753305995836854, 2.1026728991419077, 2.262638899497688]
111;110;REPSWITCH1/PICTURE_169.png;espalda;type;['e', 's', 'p', 'a', 'l', 'a', 'backspace', 'd', 'a'];1,10984E+16;1,28583E+16;1.3818093994632363;1.4777973992750049;1.6058279993012547;1.6858431994915009;2.1026145992800593;2.198675399646163;NA;NA;NA;NA;NA;NA;1,10984E+16;;;espalda;darkblue;nontarget;1;NT;1;Stim8_Set1;6,35E+15;1,31E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.06.043.wav;6,39E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1098361993208528, 1.2858343990519643, 1.3818093994632363, 1.4777973992750049, 1.6058279993012547, 1.6858431994915009, 2.1026145992800593, 2.198675399646163, 2.3576635997742414]
112;111;REPSWITCH1/PICTURE_169.png;espalda;type;['e', 'l', 'p', 'a', 'l', 'd', 'a'];7,99291E+14;8,95482E+15;1.0717400992289186;1.2477356987074018;1.7757931994274259;1.9033391987904906;NA;NA;NA;NA;NA;NA;NA;NA;7,99291E+14;;;elpalda;darkblue;repeat;1;T;1;Stim8_Set1;6,4E+15;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.10.680.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.799291399307549, 0.8954816991463304, 1.0717400992289186, 1.2477356987074018, 1.7757931994274259, 1.9033391987904906, 2.0473006991669536]
114;113;REPSWITCH1/PICTURE_19.png;pavo;type;['a', 'backspace', 'a', 'backspace', 'p', 'a', 'v', 'o'];1,08917E+16;1,4414E+16;1.7130283992737532;2.1292000990360975;2.593074799515307;2.6742686992511153;2.8654898991808295;NA;NA;NA;NA;NA;NA;NA;1,08917E+16;;;pavo;darkblue;nontarget;1;NT;1;Stim5_Set1;6,49E+15;1,68E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.19.921.wav;6,52E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0891717988997698, 1.4413969991728663, 1.7130283992737532, 2.1292000990360975, 2.593074799515307, 2.6742686992511153, 2.8654898991808295, 2.8814692990854383]
115;114;REPSWITCH1/PICTURE_19.png;pavo;type;['p', 'a', 'v', 'o'];8,66868E+15;9,94172E+15;1.218172200024128;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,66868E+15;;;pavo;darkblue;repeat;1;T;1;Stim5_Set1;6,54E+15;1,67E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.24.511.wav;6,57E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8668681001290679, 0.9941720003262162, 1.218172200024128, 1.3141713002696633]
116;115;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];9,62061E+15;1,15401E+16;1.3616864997893572;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,62061E+15;;;vaca;darkblue;filler;1;F;1;Stim1_Set4;6,59E+15;1,24E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.29.133.wav;6,62E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9620607001706958, 1.1540074003860354, 1.3616864997893572, 1.5216717002913356]
118;117;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];8,43293E+15;1,06788E+16;1.2277536997571588;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,43293E+15;;;vaso;darkblue;nontarget;1;NT;1;Stim7_Set1;6,68E+15;1,31E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.38.307.wav;6,71E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8432925995439291, 1.0678782993927598, 1.2277536997571588, 1.3238820992410183]
120;119;REPSWITCH1/PICTURE_687.png;camisa;type;['c', 'a', 'i', 'backspace', 'm', 'i', 's', 'a'];1,00592E+14;1,19794E+15;1.4539353996515274;1.7418799996376038;1.9499074993655086;2.045908799394965;2.1898727994412184;NA;NA;NA;NA;NA;NA;NA;1,00592E+14;;;camisa;darkblue;filler;1;F;1;Stim5_Set4;6,77E+15;1,26E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.47.555.wav;6,8E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.00592349935323, 1.197936199605465, 1.4539353996515274, 1.7418799996376038, 1.9499074993655086, 2.045908799394965, 2.1898727994412184, 2.3338417997583747]
121;120;REPSWITCH1/PICTURE_30.png;granja;type;['g', 'r', 'a', 'n', 'j', 'a'];9,8846E+15;1,14815E+16;1.340603600256145;1.4525976004078984;1.788692300207913;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,8846E+15;;;granja;darkblue;nontarget;1;NT;2;Stim5_Set2;6,82E+15;1,97E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.52.115.wav;6,85E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9884601002559066, 1.1481542997062206, 1.340603600256145, 1.4525976004078984, 1.788692300207913, 1.883916700258851]
122;121;REPSWITCH1/PICTURE_30.png;granja;type;['g', 'r', 'a', 'n', 'backspace', 'n', 'backspace', 'n'];8,8045E+15;1,05644E+15;1.24991209898144;1.328460599295795;1.8245965987443924;2.2886371994391084;2.6082575991749763;NA;NA;NA;NA;NA;NA;NA;8,8045E+15;;;gran;darkblue;repeat;1;T;2;Stim5_Set2;6,86E+14;1,94E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h38.56.671.wav;6,89E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8804497988894582, 1.056441099382937, 1.24991209898144, 1.328460599295795, 1.8245965987443924, 2.2886371994391084, 2.6082575991749763, 2.9602533988654613]
124;123;REPSWITCH1/PICTURE_264.png;mano;type;['m', 'a', 'n', 'o'];1,2875E+16;1,44759E+16;1.5435333997011185;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,2875E+16;;;mano;darkblue;nontarget;1;NT;2;Stim3_Set2;6,95E+15;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h39.05.946.wav;6,98E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.2875030990689993, 1.4475906994193792, 1.5435333997011185, 1.9109489992260933]
125;124;REPSWITCH1/PICTURE_264.png;mano;type;['m', 'a', 'n', 'o'];8,54917E+13;9,8287E+15;1.0468642991036177;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,54917E+13;;;mano;darkblue;repeat;1;T;2;Stim3_Set2;7E+15;1,37E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h39.10.567.wav;7,03E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.85491699911654, 0.9828696986660361, 1.0468642991036177, 1.1428691986948252]
126;125;REPSWITCH1/PICTURE_175.png;pintor;type;['p', 'i', 'n', 't', 'o', 'r'];1,02383E+16;1,24851E+16;1.359727798961103;1.5199112994596362;1.6168692987412214;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,02383E+16;;;pintor;darkblue;nontarget;1;NT;2;Stim1_Set2;7,05E+15;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h39.15.170.wav;7,08E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0238270992413163, 1.2485092990100384, 1.359727798961103, 1.5199112994596362, 1.6168692987412214, 1.96808709949255]
130;129;REPSWITCH1/PICTURE_446.png;cerdo;type;['c', 'e', 'r', 'd', 'o'];9,64033E+15;1,15602E+16;1.3159868996590376;1.459990699775517;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,64033E+15;;;cerdo;darkblue;switch;1;T;2;Stim7_Set2;7,23E+15;1,38E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h39.33.741.wav;7,26E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9640328995883465, 1.1560188997536898, 1.3159868996590376, 1.459990699775517, 1.5239808997139335]
131;130;REPSWITCH1/PICTURE_152.png;caracol;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];9,32248E+15;1,17176E+16;1.39527059905231;1.555601299740374;1.7478922996670008;1.8278893996030092;NA;NA;NA;NA;NA;NA;NA;NA;9,32248E+15;;;caracol;darkblue;nontarget;1;NT;2;Stim2_Set2;7,28E+15;1,54E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h39.38.469.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9322478994727135, 1.1717647993937135, 1.39527059905231, 1.555601299740374, 1.7478922996670008, 1.8278893996030092, 1.971451299265027]
133;132;REPSWITCH1/PICTURE_16.png;cazador;type;['c', 'a', 'z', 'a', 'd', 'o', 'r'];9,03412E+15;1,14286E+16;1.3668432999402285;1.5268489001318812;1.7824489995837212;1.9741952000185847;NA;NA;NA;NA;NA;NA;NA;NA;9,03412E+15;;;cazador;darkblue;filler;1;F;2;Stim6_Set1;7,37E+15;1,49E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h39.47.601.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9034115998074412, 1.1428578002378345, 1.3668432999402285, 1.5268489001318812, 1.7824489995837212, 1.9741952000185847, 2.1511913994327188]
134;133;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];9,19591E+15;1,12767E+16;1.3033351991325617;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,19591E+15;;;vaso;darkblue;filler;1;F;2;Stim2_Set1;7,42E+15;1,22E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h39.52.251.wav;7,45E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9195909993723035, 1.1276714988052845, 1.3033351991325617, 1.3835334992036223]
137;136;REPSWITCH1/PICTURE_178.png;puente;type;['p', 'u', 'n', 't', 'e'];8,98152E+15;1,10593E+16;1.233924999833107;1.3789045996963978;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,98152E+15;;;punte;darkblue;filler;1;F;2;Stim1_Set1;7,55E+15;1,32E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h40.06.016.wav;7,58E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8981515998020768, 1.1059293998405337, 1.233924999833107, 1.3789045996963978, 1.537911699153483]
141;140;REPSWITCH1/PICTURE_19.png;pavo;type;['p', 'a', 'v', 'o'];9,08378E+15;9,886E+15;1.259680399671197;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,08378E+15;;;pavo;darkblue;filler;1;F;2;Stim5_Set1;7,74E+15;1,76E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h40.24.678.wav;7,77E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9083779994398355, 0.9886004002764821, 1.259680399671197, 1.371676200069487]
144;143;REPSWITCH1/PICTURE_552.png;manzana;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];9,45E+15;1,05699E+15;1.1529793990775943;1.2649781992658973;1.4251083992421627;1.5848669996485114;NA;NA;NA;NA;NA;NA;NA;NA;9,45E+15;;;manzana;darkblue;switch;1;T;2;Stim6_Set2;7,88E+15;1,48E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h40.38.513.wav;7,91E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9450004994869232, 1.056988699361682, 1.1529793990775943, 1.2649781992658973, 1.4251083992421627, 1.5848669996485114, 1.6487880991771817]
146;145;REPSWITCH1/PICTURE_464.png;goma;type;['g', 'o', 'm', 'a'];1,34275E+16;1,46972E+16;1.533713499084115;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,34275E+16;;;goma;darkblue;nontarget;1;NT;3;Stim6_Set3;7,97E+15;1,19E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h40.47.649.wav;8E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3427527993917465, 1.4697183994576335, 1.533713499084115, 1.6617351993918419]
150;149;REPSWITCH1/PICTURE_235.png;aguja;type;['a', 'g', 'u', 'j', 'a'];1,05217E+16;1,51641E+16;1.7077936995774508;2.0445278994739056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,05217E+16;;;aguja;darkblue;switch;1;T;3;Stim4_Set3;8,16E+15;1,23E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h41.06.295.wav;8,19E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0521737998351455, 1.5164067996665835, 1.7077936995774508, 2.0445278994739056, 2.268407599069178]
