order;psychopy_order;image;correctAns;respModal;keyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;correct;incorrect_correct;subjResponse;frameColor;repSwitch;sequence;target;set;stimulus;keyResp.started;micResp.started;micResp.clip;keyResp.stopped;participant;session;date;expName;psychopyVersion;str_sub(keyResp_rt, start = 1, end = -1)
151;150;REPSWITCH1/PICTURE_320.png;iglesia;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];1,14715E+16;1,4668E+16;1.563744899816811;1.7388172997161746;1.9150095991790295;1.9790114993229508;NA;NA;NA;NA;NA;NA;NA;NA;1,14715E+16;;;iglesia;darkblue;nontarget;1;NT;3;Stim8_Set3;8,2E+15;1,52E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h41.10.871.wav;8,23E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1471536997705698, 1.4668032992631197, 1.563744899816811, 1.7388172997161746, 1.9150095991790295, 1.9790114993229508, 2.0750652998685837]
153;152;REPSWITCH1/PICTURE_175.png;pintor;type;['p', 'i', 'n', 't', 'o', 'r'];1,31837E+16;1,54204E+16;1.638553999364376;1.7824075995013118;1.894676499068737;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,31837E+16;;;pintor;darkblue;filler;1;F;3;Stim1_Set2;8,3E+15;1,41E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h41.20.059.wav;8,33E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3183651994913816, 1.5420413995161653, 1.638553999364376, 1.7824075995013118, 1.894676499068737, 1.9747324995696545]
156;155;REPSWITCH1/PICTURE_446.png;cerdo;type;['v', 'backspace', 'c', 'e', 'r', 'd', 'o'];1,10149E+16;1,64579E+16;1.7733556991443038;1.9498116988688707;2.079180099070072;2.237736599519849;NA;NA;NA;NA;NA;NA;NA;NA;1,10149E+16;;;cerdo;darkblue;filler;1;F;3;Stim7_Set2;8,43E+15;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h41.33.908.wav;8,46E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1014934992417693, 1.6457853997126222, 1.7733556991443038, 1.9498116988688707, 2.079180099070072, 2.237736599519849, 2.3172280993312597]
157;156;REPSWITCH1/PICTURE_152.png;caracol;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];8,95743E+15;1,08746E+16;1.311452099122107;1.471879999153316;1.6478167995810509;1.7598114991560578;NA;NA;NA;NA;NA;NA;NA;NA;8,95743E+15;;;caracol;darkblue;filler;1;F;3;Stim2_Set2;8,48E+14;1,5E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h41.38.496.wav;8,51E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8957428997382522, 1.0874557998031378, 1.311452099122107, 1.471879999153316, 1.6478167995810509, 1.7598114991560578, 1.8881663996726274]
161;160;REPSWITCH1/PICTURE_242.png;cartero;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];8,85674E+15;1,09368E+16;1.3329370990395546;1.4930283995345235;1.6529270997270942;1.813273198902607;NA;NA;NA;NA;NA;NA;NA;NA;8,85674E+15;;;cartero;darkblue;switch;1;T;3;Stim3_Set3;8,67E+14;1,39E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h41.57.084.wav;8,7E+14;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8856735993176699, 1.0936750993132591, 1.3329370990395546, 1.4930283995345235, 1.6529270997270942, 1.813273198902607, 1.877587298862636]
163;162;REPSWITCH1/PICTURE_35.png;oreja;type;['o', 'r', 'e', 'j', 'a'];1,39014E+16;1,50214E+16;1.6461348002776504;1.8540989002212882;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,39014E+16;;;oreja;darkblue;nontarget;1;NT;3;Stim5_Set3;8,76E+15;1,35E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.06.307.wav;8,79E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3901394996792078, 1.5021428996697068, 1.6461348002776504, 1.8540989002212882, 1.9661328997462988]
164;163;REPSWITCH1/PICTURE_35.png;oreja;type;['i', 'backspace', 'o', 'r', 'e', 'j', 'a'];9,84743E+15;1,28886E+15;1.4809515001252294;1.5768657997250557;1.7208615997806191;2.1368626998737454;NA;NA;NA;NA;NA;NA;NA;NA;9,84743E+15;;;oreja;darkblue;repeat;1;T;3;Stim5_Set3;8,8E+15;1,34E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.11.016.wav;8,83E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9847430000081658, 1.288863799534738, 1.4809515001252294, 1.5768657997250557, 1.7208615997806191, 2.1368626998737454, 2.2328972993418574]
166;165;REPSWITCH1/PICTURE_610.png;miel;type;['m', 'i', 'e', 'l'];1,05926E+16;1,21895E+16;1.347833899781108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,05926E+16;;;miel;darkblue;nontarget;1;NT;3;Stim2_Set3;8,9E+15;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.20.302.wav;8,93E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0592565992847085, 1.2189539996907115, 1.347833899781108, 1.4598856000229716]
167;166;REPSWITCH1/PICTURE_610.png;miel;type;['m', 'i', 'e', 'l'];1,08362E+15;1,21054E+16;1.3225085996091366;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,08362E+15;;;miel;darkblue;repeat;1;T;3;Stim2_Set3;8,94E+15;1,37E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.24.925.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.083616099320352, 1.2105366988107562, 1.3225085996091366, 1.4185090996325016]
168;167;REPSWITCH1/PICTURE_552.png;manzana;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];9,66671E+15;1,07895E+15;1.1901813000440598;1.3198902001604438;1.494893199764192;1.6062626000493765;NA;NA;NA;NA;NA;NA;NA;NA;9,66671E+15;;;manzana;darkblue;filler;1;F;3;Stim6_Set2;8,99E+15;1,5E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.29.595.wav;9,02E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9666713001206517, 1.078948799520731, 1.1901813000440598, 1.3198902001604438, 1.494893199764192, 1.6062626000493765, 1.6702629998326302]
170;169;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'i', 'e', 'r', 'n', 'a'];8,97171E+15;1,10517E+16;1.2491657994687557;1.4091275995597243;1.5211667995899916;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,97171E+15;;;pierna;darkblue;nontarget;1;NT;4;Stim3_Set4;9,08E+15;1,15E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.38.880.wav;9,11E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8971710996702313, 1.1051663998514414, 1.2491657994687557, 1.4091275995597243, 1.5211667995899916, 1.6651615994051099]
171;170;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'i', 'e', 'r', 'n', 'a'];7,96063E+15;9,72021E+15;1.0996470991522074;1.2438664995133877;1.3078649993985891;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,96063E+15;;;pierna;darkblue;repeat;1;T;4;Stim3_Set4;9,13E+15;1,17E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.43.475.wav;9,16E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7960628997534513, 0.9720205990597606, 1.0996470991522074, 1.2438664995133877, 1.3078649993985891, 1.4681393997743726]
172;171;REPSWITCH1/PICTURE_728.png;pulpo;type;['p', 'u', 'l', 'p', 'o'];7,92575E+14;9,99721E+15;1.2237218990921974;1.4957180991768837;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,92575E+14;;;pulpo;darkblue;nontarget;1;NT;4;Stim8_Set4;9,17E+15;1,31E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.48.032.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.792574998922646, 0.9997206991538405, 1.2237218990921974, 1.4957180991768837, 1.6557166995480657]
174;173;REPSWITCH1/PICTURE_235.png;aguja;type;['a', 'g', 'u', 'j', 'a'];1,09384E+15;1,36585E+16;1.4618322001770139;1.7019493002444506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,09384E+15;;;aguja;darkblue;filler;1;F;4;Stim4_Set3;9,27E+15;1,28E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h42.57.393.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.093836199492216, 1.3658451000228524, 1.4618322001770139, 1.7019493002444506, 1.813875099644065]
178;177;REPSWITCH1/PICTURE_719.png;baño;type;['b', 'a', 'ñ', 'o'];1,14059E+16;1,39696E+16;2.180197099223733;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14059E+16;;;baño;darkblue;switch;1;T;4;Stim2_Set4;9,45E+15;1,55E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h43.15.885.wav;9,48E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1405891990289092, 1.3969557993113995, 2.180197099223733, 2.4364515990018845]
180;179;REPSWITCH1/PICTURE_271.png;conejo;type;['c', 'o', 'n', 'e', 'j', 'o'];8,20046E+15;9,00041E+15;1.0920422999188304;1.2680357992649078;1.3960405997931957;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,20046E+15;;;conejo;darkblue;filler;1;F;4;Stim7_Set3;9,55E+15;1,57E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h43.25.102.wav;9,58E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8200455000624061, 0.9000407997518778, 1.0920422999188304, 1.2680357992649078, 1.3960405997931957, 1.5240431996062398]
182;181;REPSWITCH1/PICTURE_48.png;bombero;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];1,15768E+16;1,2377E+16;1.3496685000136495;1.4456963995471597;1.6537096993997693;1.8137047998607159;NA;NA;NA;NA;NA;NA;NA;NA;1,15768E+16;;;bombero;darkblue;nontarget;1;NT;4;Stim7_Set4;9,64E+15;1,42E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h43.34.321.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1576769994571805, 1.2376955999061465, 1.3496685000136495, 1.4456963995471597, 1.6537096993997693, 1.8137047998607159, 1.8627185998484492]
186;185;REPSWITCH1/PICTURE_242.png;cartero;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];1,12542E+15;1,3339E+15;1.589253899641335;1.7492414992302656;1.9085691990330815;2.05256599932909;NA;NA;NA;NA;NA;NA;NA;NA;1,12542E+15;;;cartero;darkblue;filler;1;F;4;Stim3_Set3;9,82E+15;1,34E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h43.52.605.wav;9,85E+14;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.125421498902142, 1.333900699391961, 1.589253899641335, 1.7492414992302656, 1.9085691990330815, 2.05256599932909, 2.164621399715543]
188;187;REPSWITCH1/PICTURE_338.png;regalo;type;['r', 'e', 'g', 'a', 'l', 'o'];7,93156E+15;9,52881E+15;1.128778699785471;1.336787199601531;1.432783999480307;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,93156E+15;;;regalo;darkblue;switch;1;T;4;Stim6_Set4;9,91E+15;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h44.01.782.wav;9,94E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.7931556990370154, 0.9528808994218707, 1.128778699785471, 1.336787199601531, 1.432783999480307, 1.5607827994972467]
189;188;REPSWITCH1/PICTURE_687.png;camisa;type;['c', 'a', 'm', 'i', 's', 'a'];1,18137E+16;1,37336E+16;1.4533594995737076;1.5493632992729545;1.629764499142766;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,18137E+16;;;camisa;darkblue;nontarget;1;NT;4;Stim5_Set4;9,96E+15;1,25E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h44.06.401.wav;9,99E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1813703989610076, 1.3733608992770314, 1.4533594995737076, 1.5493632992729545, 1.629764499142766, 1.7737535992637277]
190;189;REPSWITCH1/PICTURE_687.png;camisa;type;['c', 'a', 'm', 'i', 's', 'a'];8,33187E+15;1,00933E+16;1.057226199656725;1.1850696001201868;1.2499650996178389;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,33187E+15;;;camisa;darkblue;repeat;1;T;4;Stim5_Set4;1E+16;1,27E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h44.11.072.wav;1E+14;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8331865994259715, 1.0093255992978811, 1.057226199656725, 1.1850696001201868, 1.2499650996178389, 1.377220599912107]
192;191;REPSWITCH1/PICTURE_610.png;miel;type;['m', 'i', 'e', 'l'];8,99818E+14;1,02721E+16;1.1242660991847515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,99818E+14;;;miel;darkblue;filler;1;F;4;Stim2_Set3;1,01E+16;1,37E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h44.20.301.wav;1,01E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.899817799217999, 1.0272142998874187, 1.1242660991847515, 1.2355366991832852]
196;195;REPSWITCH1/PICTURE_338.png;regalo;type;['r', 'e', 'g', 'a', 'l', 'o'];8,2114E+15;9,96739E+15;1.1727210991084576;1.5567317996174097;1.7007635990157723;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,2114E+15;;;regalo;darkblue;filler;1;F;1;Stim6_Set4;1,1E+16;1,46E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h45.53.341.wav;1,11E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8211396997794509, 0.9967385996133089, 1.1727210991084576, 1.5567317996174097, 1.7007635990157723, 1.7967299995943904]
197;196;REPSWITCH1/PICTURE_719.png;baño;type;['b', 'a', 'ñ', 'p', 'backspace', 'o'];1,16006E+16;1,44826E+16;1.8962979996576905;2.0562820993363857;2.375826499424875;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16006E+16;;;baño;darkblue;filler;1;F;1;Stim2_Set4;1,11E+15;1,59E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h45.57.935.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1600629994645715, 1.4482554998248816, 1.8962979996576905, 2.0562820993363857, 2.375826499424875, 2.6004815995693207]
201;200;REPSWITCH1/PICTURE_169.png;espalda;type;['e', 's', 'p', 'l', 'a', 'd', 'a', 'backspace'];9,82193E+15;1,15818E+16;1.3341890992596745;1.6698519997298717;2.1979418992996216;2.40640729945153;2.581898399628699;NA;NA;NA;NA;NA;NA;NA;9,82193E+15;;;esplad;darkblue;switch;1;T;1;Stim8_Set1;1,13E+16;1,24E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h46.16.360.wav;1,13E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9821928991004825, 1.1581845991313457, 1.3341890992596745, 1.6698519997298717, 2.1979418992996216, 2.40640729945153, 2.581898399628699, 2.933733099140227]
203;202;REPSWITCH1/PICTURE_178.png;puente;type;['p', 'u', 'e', 'n', 't', 'e'];1,18998E+14;1,41364E+16;1.5575988991186023;1.6536410991102457;1.7496137991547585;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,18998E+14;;;puente;darkblue;nontarget;1;NT;1;Stim1_Set1;1,13E+15;1,38E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h46.25.531.wav;1,14E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.18998449947685, 1.4136396991088986, 1.5575988991186023, 1.6536410991102457, 1.7496137991547585, 2.101423599757254]
206;205;REPSWITCH1/PICTURE_128.png;muñeca;type;['m', 'u', 'ñ', 'c', 'backspace', 'e', 'c'];1,09246E+16;1,25248E+15;1.9404804995283484;2.308533299714327;2.564956800080836;2.6444597002118826;2.820883000269532;NA;NA;NA;NA;NA;NA;NA;1,09246E+16;;;muñeca;darkblue;switch;1;T;1;Stim4_Set1;1,15E+16;1,43E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h46.39.484.wav;1,15E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0924570001661777, 1.252480300143361, 1.9404804995283484, 2.308533299714327, 2.564956800080836, 2.6444597002118826, 2.820883000269532, 2.9808956999331713]
207;206;REPSWITCH1/PICTURE_319.png;vaca;type;['v', 'a', 'c', 'a'];9,13174E+15;1,18474E+16;1.4892259994521737;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,13174E+15;;;vaca;darkblue;filler;1;F;1;Stim1_Set4;1,15E+16;1,32E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h46.44.086.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9131743991747499, 1.1847376991063356, 1.4892259994521737, 1.6652504997327924]
209;208;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];9,46144E+15;1,21876E+15;1.3940613996237516;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,46144E+15;;;vaso;darkblue;nontarget;1;NT;1;Stim2_Set1;1,16E+16;1,24E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h46.53.215.wav;1,17E+15;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9461444988846779, 1.218755398876965, 1.3940613996237516, 1.4580326993018389]
210;209;REPSWITCH1/PICTURE_142.png;vaso;type;['v', 'a', 's', 'o'];7,83259E+14;9,75759E+15;1.119772999547422;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,83259E+14;;;vaso;darkblue;repeat;1;T;1;Stim2_Set1;1,17E+16;1,23E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h46.57.775.wav;1,17E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.783259498886764, 0.9757585991173983, 1.119772999547422, 1.1837726989760995]
211;210;REPSWITCH1/PICTURE_8.png;pierna;type;['p', 'i', 'e', 'r', 'n', 'a'];1,11523E+16;1,30698E+14;1.3549774000421166;1.5148806003853679;1.6268830997869372;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,11523E+16;;;pierna;darkblue;filler;1;F;1;Stim3_Set4;1,17E+16;1,31E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.02.389.wav;1,17E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1152290999889374, 1.30697609949857, 1.3549774000421166, 1.5148806003853679, 1.6268830997869372, 2.0593143003061414]
213;212;REPSWITCH1/PICTURE_135.png;traje;type;['t', 'r', 'a', 'k', 'backspace', 'j', 'e'];1,3132E+16;1,45735E+15;1.6653486993163824;1.7609479995444417;2.0966670997440815;2.624945499934256;NA;NA;NA;NA;NA;NA;NA;NA;1,3132E+16;;;traje;darkblue;nontarget;1;NT;1;Stim3_Set1;1,18E+16;1,3E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.11.648.wav;1,18E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.3131978996098042, 1.457349899224937, 1.6653486993163824, 1.7609479995444417, 2.0966670997440815, 2.624945499934256, 2.7209530994296074]
214;213;REPSWITCH1/PICTURE_135.png;traje;type;['t', 'r', 'a', 'j', 'e'];8,11958E+15;9,55857E+15;1.164224999025464;1.404217499308288;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,11958E+15;;;traje;darkblue;repeat;1;T;1;Stim3_Set1;1,19E+16;1,28E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.16.347.wav;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8119575995951891, 0.9558570990338922, 1.164224999025464, 1.404217499308288, 1.5162125993520021]
215;214;REPSWITCH1/PICTURE_19.png;pavo;type;['p', 'a', 'v', 'o'];1,14811E+16;1,22806E+16;1.4516728995367885;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,14811E+16;;;pavo;darkblue;nontarget;1;NT;1;Stim5_Set1;1,19E+16;1,73E+15;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.20.886.wav;1,19E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.1481116991490126, 1.2280639987438917, 1.4516728995367885, 1.5316937994211912]
217;216;REPSWITCH1/PICTURE_446.png;cerdo;type;['v', 'backspace', 'c', 'e', 'r', 'd', 'o'];8,9965E+15;1,37966E+15;1.4756471998989582;1.6676166001707315;1.8276097998023033;1.9715136997401714;NA;NA;NA;NA;NA;NA;NA;NA;8,9965E+15;;;cerdo;darkblue;nontarget;1;NT;2;Stim7_Set2;1,2E+16;1,38E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.30.206.wav;1,2E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.8996502999216318, 1.379657399840653, 1.4756471998989582, 1.6676166001707315, 1.8276097998023033, 1.9715136997401714, 2.0196083998307586]
218;217;REPSWITCH1/PICTURE_446.png;cerdo;type;['c', 'e', 'r', 'd', 'o'];1,01723E+16;1,19391E+16;1.3535853996872902;1.4975635996088386;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,01723E+16;;;cerdo;darkblue;repeat;1;T;2;Stim7_Set2;1,2E+15;1,4E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.34.831.wav;1,21E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.0172338001430035, 1.1939094001427293, 1.3535853996872902, 1.4975635996088386, 1.561558099463582]
221;220;REPSWITCH1/PICTURE_552.png;manzana;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];9,79334E+15;1,12332E+15;1.2043079994618893;1.2824959000572562;1.44248849991709;1.666491899639368;NA;NA;NA;NA;NA;NA;NA;NA;9,79334E+15;;;manzana;darkblue;nontarget;1;NT;2;Stim6_Set2;1,22E+15;1,56E+16;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h47.48.798.wav;1,22E+16;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;0.9793344000354409, 1.123317999765277, 1.2043079994618893, 1.2824959000572562, 1.44248849991709, 1.666491899639368, 1.7464876994490623]
