Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L1_p090101_tr100_type_pulpo;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr101_speak_iglesia;iglesia;832.000;507.346;;;;tongue;;
recording_V1L1_p090101_tr102_type_goma;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr103_type_columna;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr104_speak_muñeca;muñeca;792.000;407.161;;;;tongue;;
recording_V1L1_p090101_tr105_speak_muñeca;muñeca;503.060;431.719;;;;;;
recording_V1L1_p090101_tr106_type_pierna;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr107_speak_traje;traje;639.130;318.827;;;;;;
recording_V1L1_p090101_tr108_speak_traje;traje;496.000;319.130;;;;;;
recording_V1L1_p090101_tr109_type_tenedor;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr10_type_traje;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr110_speak_pulpo;pulpo;800.000;352.019;;;;;;
recording_V1L1_p090101_tr111_speak_cazador;cazador;572.332;467.696;;;;tongue;;
recording_V1L1_p090101_tr112_type_cazador;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr113_type_taza;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr114_type_fresa;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr115_speak_fresa;fresa;623.016;393.781;;;;;;
recording_V1L1_p090101_tr116_speak_puente;puente;729.604;426.757;;;;;;
recording_V1L1_p090101_tr117_type_puente;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr118_speak_baño;baño;640.000;334.617;;;;;;
recording_V1L1_p090101_tr119_type_espalda;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr11_speak_camisa;camisa;975.858;392.142;;;;;;
recording_V1L1_p090101_tr120_type_espalda;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr121_speak_bombero;bombero;551.749;502.432;;;;;;
recording_V1L1_p090101_tr122_type_pavo;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr123_type_pavo;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr124_speak_vaca;vaca;936.000;316.506;;;;;;
recording_V1L1_p090101_tr125_type_regalo;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr126_type_vaso;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr127_speak_vaso;vaso;584.000;327.672;;;;;;
recording_V1L1_p090101_tr128_type_camisa;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr129_type_granja;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr12_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr130_type_granja;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr131_speak_muñeca;muñeca;649.054;417.366;;;;;;
recording_V1L1_p090101_tr132_type_mano;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr133_type_mano;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr134_type_pintor;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr135_speak_pintor;pintor;815.824;441.644;;;;;;
recording_V1L1_p090101_tr136_speak_traje;traje;813.343;306.422;;;;;;
recording_V1L1_p090101_tr137_speak_cerdo;cerdo;613.073;331.233;;;;;;
recording_V1L1_p090101_tr138_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr139_type_caracol;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr13_speak_muñeca;muñeca;772.585;406.727;;;;;;
recording_V1L1_p090101_tr140_speak_caracol;caracol;590.551;454.779;;;;;;
recording_V1L1_p090101_tr141_type_cazador;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr142_speak_fresa;fresa;672.538;367.160;;;;tongue;;
recording_V1L1_p090101_tr143_type_pavo;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr144_speak_cuerda;cuerda;809.001;349.842;;;;tongue;;
recording_V1L1_p090101_tr145_speak_cuerda;cuerda;627.393;348.601;;;;tongue;;
recording_V1L1_p090101_tr146_type_puente;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr147_speak_falda;falda;623.359;326.271;;;;tongue;;
recording_V1L1_p090101_tr148_speak_falda;falda;555.924;387.059;;;;tongue;;
recording_V1L1_p090101_tr149_type_espalda;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr14_speak_pierna;pierna;845.564;327.545;;;;/ts/ sound before speaking;;
recording_V1L1_p090101_tr150_speak_vaso;vaso;672.625;303.940;;;;tongue;;
recording_V1L1_p090101_tr151_speak_manzana;manzana;789.276;413.607;;;;tongue;;
recording_V1L1_p090101_tr152_type_manzana;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr153_speak_escoba;scoba;563.812;396.188;;;;correct or not? ;;
recording_V1L1_p090101_tr154_type_manzana;[type];0;3000.000;;;;;;
recording_V1L1_p090101_tr155_type_goma;[type];0;3000.000;;;;;;
