Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L2_p030102_tr100_type_bombero;[type];0;3000;;;;;;
recording_V1L2_p030102_tr101_speak_cadena;cadena;1197.92;616.565;;;;;;
recording_V1L2_p030102_tr102_type_escoba;[type];0;3000;;;;;;
recording_V1L2_p030102_tr103_type_espejo;[type];0;3000;;;;;;
recording_V1L2_p030102_tr104_speak_cadena;cadena;856;570.186;;;;;;
recording_V1L2_p030102_tr105_speak_puente;puente;1205.364;533.446;;;;;;
recording_V1L2_p030102_tr106_speak_puente;puente;662.613;600.437;;;;;;
recording_V1L2_p030102_tr107_type_vaca;[type];0;3000;;;;;;
recording_V1L2_p030102_tr108_speak_fresa;fresa;866.067;601.058;;;;;;
recording_V1L2_p030102_tr109_speak_fresa;fresa;523.669;689.759;;;;;;
recording_V1L2_p030102_tr10_speak_espalda;espalda;1076.344;679.834;;;;;;
recording_V1L2_p030102_tr110_type_baño;[type];0;3000;;;;;;
recording_V1L2_p030102_tr111_speak_traje;traje;910.108;513.597;;;;;;
recording_V1L2_p030102_tr112_type_traje;[type];0;3000;;;;;;
recording_V1L2_p030102_tr113_speak_camisa;camisa;885.296;678.593;;;;;;
recording_V1L2_p030102_tr114_type_muñeca;[type];0;3000;;;;;;
recording_V1L2_p030102_tr115_speak_muñeca;muñeca;996.948;723.254;;;;;;
recording_V1L2_p030102_tr116_speak_pierna;pierna;967.174;512.357;;;;;;
recording_V1L2_p030102_tr117_speak_pavo;pavo;882.815;393.262;;;;;;
recording_V1L2_p030102_tr118_type_pavo;[type];0;3000;;;;;;
recording_V1L2_p030102_tr119_type_cazador;[type];0;3000;;;;;;
recording_V1L2_p030102_tr11_type_espalda;[type];0;3000;;;;;;
recording_V1L2_p030102_tr120_type_cazador;[type];0;3000;;;;;;
recording_V1L2_p030102_tr121_speak_taza;taza;1168;483.97;;;;;;
recording_V1L2_p030102_tr122_type_bombero;[type];0;3000;;;;;;
recording_V1L2_p030102_tr123_type_vaso;[type];0;3000;;;;;;
recording_V1L2_p030102_tr124_type_vaso;[type];0;3000;;;;;;
recording_V1L2_p030102_tr125_speak_regalo;regalo;1001.91;526.003;;;;;;
recording_V1L2_p030102_tr126_type_pulpo;[type];0;3000;;;;;;
recording_V1L2_p030102_tr127_type_espalda;[type];0;3000;;;;;;
recording_V1L2_p030102_tr128_speak_espalda;espalda;611.092;591.753;;;;;;
recording_V1L2_p030102_tr129_speak_puente;puente;996.948;472.658;;;;;;
recording_V1L2_p030102_tr12_type_camisa;[type];0;3000;;;;;;
recording_V1L2_p030102_tr130_type_pintor;[type];0;3000;;;;;;
recording_V1L2_p030102_tr131_type_pintor;[type];0;3000;;;;;;
recording_V1L2_p030102_tr132_speak_fresa;fresa;972.756;630.211;;;;;;
recording_V1L2_p030102_tr133_type_caracol;[type];0;3000;;;;;;
recording_V1L2_p030102_tr134_type_caracol;[type];0;3000;;;;;;
recording_V1L2_p030102_tr135_speak_muñeca;muñeca;743.678;642.81;;;;;;
recording_V1L2_p030102_tr136_type_mano;[type];0;3000;;;;;;
recording_V1L2_p030102_tr137_speak_mano;mano;761.027;422.973;;;;;;
recording_V1L2_p030102_tr138_speak_cuerda;cuerda;1060.217;459.783;;;;;;
recording_V1L2_p030102_tr139_type_cuerda;[type];0;3000;;;;;;
recording_V1L2_p030102_tr13_type_puente;[type];0;3000;;;;;;
recording_V1L2_p030102_tr140_type_traje;[type];0;3000;;;;;;
recording_V1L2_p030102_tr141_type_granja;[type];0;3000;;;;;;
recording_V1L2_p030102_tr142_speak_granja;granja;799.697;558.258;;;;;;
recording_V1L2_p030102_tr143_type_vaso;[type];0;3000;;;;;;
recording_V1L2_p030102_tr144_speak_pavo;pavo;1128;355.252;;;;;;
recording_V1L2_p030102_tr145_speak_manzana;manzana;797.215;627.73;;;;;;
recording_V1L2_p030102_tr146_speak_manzana;manzana;611.096;722.047;;;;;;
recording_V1L2_p030102_tr147_type_cazador;[type];0;3000;;;;;;
recording_V1L2_p030102_tr148_speak_cerdo;cerdo;902.664;570.664;;;;;;
recording_V1L2_p030102_tr149_speak_cerdo;cerdo;506.301;657.504;;;;;;
recording_V1L2_p030102_tr14_speak_puente;puente;782.329;511.116;;;;;;
recording_V1L2_p030102_tr150_type_escoba;[type];0;3000;;;;;;
recording_V1L2_p030102_tr151_speak_espalda;espalda;882.815;611.603;;;;;;
recording_V1L2_p030102_tr152_speak_falda;falda;968.414;512.357;;;;;;
recording_V1L2_p030102_tr153_type_falda;[type];0;3000;;;;;;
recording_V1L2_p030102_tr154_type_guante;[type];0;3000;;;;;;
recording_V1L2_p030102_tr155_speak_guante;guante;730.799;515.503;;;;;;
recording_V1L2_p030102_tr156_speak_tronco;tronco;752.535;501.192;;;;;;
recording_V1L2_p030102_tr157_speak_miel;miel;723.16;484.685;;;;;;
recording_V1L2_p030102_tr158_type_miel;[type];0;3000;;;;;;
recording_V1L2_p030102_tr159_type_pintor;[type];0;3000;;;;;;
recording_V1L2_p030102_tr15_speak_muñeca;muñeca;988.264;662.466;;;;;;
recording_V1L2_p030102_tr160_type_cartero;[type];0;3000;;;;;;
recording_V1L2_p030102_tr161_speak_cartero;cartero;665.206;563.22;;;;;;
recording_V1L2_p030102_tr162_speak_caracol;caracol;725.81;568.182;;;;;;
recording_V1L2_p030102_tr163_type_cuerda;[type];0;3000;;;;;;
recording_V1L2_p030102_tr164_speak_aguja;aguja;921.273;574.385;;;;;;
recording_V1L2_p030102_tr165_speak_aguja;aguja;489.185;592.994;;;;;;
recording_V1L2_p030102_tr166_type_granja;[type];0;3000;;;;;;
recording_V1L2_p030102_tr167_speak_manzana;manzana;609.035;552.908;;;;;;
recording_V1L2_p030102_tr168_speak_oreja;oreja;688;521.464;;;;;;
recording_V1L2_p030102_tr169_speak_oreja;oreja;532.069;518.223;;;;;;
recording_V1L2_p030102_tr16_type_muñeca;[type];0;3000;;;;;;
recording_V1L2_p030102_tr170_type_tenedor;[/ten/, type];920;184;0;;;spoke first, then typed;0;
recording_V1L2_p030102_tr171_speak_goma;goma;902.664;414.351;;;;;;
