Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V2L4_p320204_tr100_type_aguja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr101_type_baño;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr102_type_baño;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr103_speak_tronco;tronco;1210.704;479.623;;;;;;
recording_V2L4_p320204_tr104_type_espejo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr105_speak_regalo;regalo;944.246;583.754;;;;;;
recording_V2L4_p320204_tr106_speak_vaso;vaso;824.000;465.372;;;;;;
recording_V2L4_p320204_tr107_speak_vaso;vaso;652.412;403.588;;;;;;
recording_V2L4_p320204_tr108_type_taza;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr109_speak_cazador;cazador;1256.382;591.281;;;;tongue;;
recording_V2L4_p320204_tr10_type_vaso;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr110_speak_cazador;cazador;664.000;617.759;;;;;;
recording_V2L4_p320204_tr111_type_baño;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr112_speak_espalda;espalda;840.000;568.000;;;;;;
recording_V2L4_p320204_tr113_type_espalda;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr114_type_camisa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr115_type_puente;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr116_speak_puente;puente;949.322;444.095;;;;;;
recording_V2L4_p320204_tr117_speak_muñeca;muñeca;744.000;512.000;;;;;;
recording_V2L4_p320204_tr118_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr119_speak_vaca;vaca;792.000;424.000;;;;;;
recording_V2L4_p320204_tr11_type_regalo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr120_speak_pulpo;pulpo;637.186;390.804;;;;;;
recording_V2L4_p320204_tr121_type_fresa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr122_type_fresa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr123_speak_pierna;pierna;680.000;448.000;;;;;;
recording_V2L4_p320204_tr124_speak_bombero;bombero;984.000;608.000;;;;;;
recording_V2L4_p320204_tr125_type_traje;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr126_type_traje;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr128_speak_pavo;pavo;852.889;390.804;;;;;;
recording_V2L4_p320204_tr129_speak_vaso;vaso;736.000;472.000;;;;;;
recording_V2L4_p320204_tr12_type_traje;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr130_type_traje;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr131_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr132_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr133_speak_cazador;cazador;1040.000;668.090;;;;;;
recording_V2L4_p320204_tr134_type_manzana;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr135_type_manzana;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr136_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr137_speak_cuerda;cuerda;808.000;440.769;;;;;;
recording_V2L4_p320204_tr138_speak_espalda;espalda;769.146;550.854;;;;;;
recording_V2L4_p320204_tr139_speak_granja;granja;1656.000;448.000;;;;;;
recording_V2L4_p320204_tr13_speak_traje;traje;850.352;416.181;;;;;;
recording_V2L4_p320204_tr140_type_granja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr141_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr142_type_falda;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr143_speak_falda;falda;794.523;461.859;;;;;;
recording_V2L4_p320204_tr144_speak_caracol;caracol;728.543;503.457;;;;;;
recording_V2L4_p320204_tr145_speak_caracol;caracol;693.015;530.377;;;;;;
recording_V2L4_p320204_tr146_type_fresa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr147_speak_pintor;pintor;984.000;541.377;;;;;;
recording_V2L4_p320204_tr148_speak_pintor;pintor;548.367;505.000;;;;;;
recording_V2L4_p320204_tr149_type_puente;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr14_speak_fresa;fresa;791.985;497.387;;;;;;
recording_V2L4_p320204_tr150_speak_pavo;pavo;848.000;360.166;;;;;;
recording_V2L4_p320204_tr151_speak_mano;mano;664.000;424.000;;;;;;
recording_V2L4_p320204_tr152_type_mano;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr153_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr154_type_aguja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr155_speak_aguja;aguja;896.000;544.000;;;;;;
recording_V2L4_p320204_tr156_speak_manzana;manzana;656.000;544.000;;;;;;
recording_V2L4_p320204_tr157_speak_conejo;conejo;715.854;492.146;;;;;;
recording_V2L4_p320204_tr158_type_conejo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr159_type_miel;[miel, type];664.000;328.000;0;;;spoke first, then typed;1;
recording_V2L4_p320204_tr15_type_fresa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr160_speak_miel;[type, miel];1383.266;357.814;0;;;typed first, then spoke;1;
recording_V2L4_p320204_tr161_type_falda;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr162_speak_goma;goma;1024.000;392.000;;;;;;
recording_V2L4_p320204_tr163_speak_goma;goma;1088.894;423.106;;;;;;
recording_V2L4_p320204_tr164_type_caracol;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr165_speak_iglesia;iglesia;1144.000;608.000;;;;;;
recording_V2L4_p320204_tr166_speak_iglesia;iglesia;688.000;568.000;;;;;;
recording_V2L4_p320204_tr167_speak_oreja;oreja;960.000;464.000;;;;;;
recording_V2L4_p320204_tr168_type_oreja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr169_speak_cuerda;cuerda;1071.131;424.869;;;;;;
recording_V2L4_p320204_tr16_type_bombero;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr170_type_granja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr171_type_cartero;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr172_type_cartero;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr173_speak_mano;mano;984.000;368.000;;;;;;
recording_V2L4_p320204_tr174_type_guante;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr175_type_guante;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr176_speak_pintor;pintor;672.000;518.402;;;;;;
recording_V2L4_p320204_tr177_type_taza;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr178_type_taza;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr179_speak_aguja;aguja;976.000;544.000;;;;;;
recording_V2L4_p320204_tr17_speak_camisa;camisa;1472.000;517.774;;;;;;
recording_V2L4_p320204_tr180_type_regalo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr181_speak_regalo;regalo;956.935;515.065;;;;;;
recording_V2L4_p320204_tr182_speak_baño;baño;776.000;424.000;;;;;;
recording_V2L4_p320204_tr183_speak_baño;baño;680.000;440.000;;;;tongue;;
recording_V2L4_p320204_tr184_type_conejo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr185_speak_miel;miel;1000.000;439.095;;;;;;
recording_V2L4_p320204_tr186_speak_camisa;camisa;758.995;489.005;;;;;;
recording_V2L4_p320204_tr187_type_camisa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr188_type_vaca;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr189_speak_vaca;vaca;792.000;400.000;;;;;;
recording_V2L4_p320204_tr18_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr190_type_goma;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr191_speak_pulpo;pulpo;1056.000;376.000;;;;;;
recording_V2L4_p320204_tr192_speak_pulpo;pulpo;640.000;368.000;;;;;;
recording_V2L4_p320204_tr193_type_iglesia;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr194_speak_guante;guante;824.000;488.000;;;;;;
recording_V2L4_p320204_tr195_speak_pierna;pierna;744.000;432.000;;;;;;
recording_V2L4_p320204_tr196_type_pierna;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr197_speak_tenedor;tenedor;728.000;535.995;;;;;;
recording_V2L4_p320204_tr198_type_oreja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr199_speak_columna;columna;1058.442;477.558;;;;;;
recording_V2L4_p320204_tr19_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr1_type_pierna;[type];0;2980.000;;;;;;
recording_V2L4_p320204_tr200_type_cartero;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr201_type_bombero;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr202_type_bombero;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr203_speak_cadena;cadena;960.000;488.000;;;;;;
recording_V2L4_p320204_tr204_type_escoba;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr205_type_columna;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr206_speak_muñeca;muñeca;934.095;505.905;;;;;;
recording_V2L4_p320204_tr207_speak_muñeca;muñeca;1016.000;528.000;;;;;;
recording_V2L4_p320204_tr208_type_pierna;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr209_speak_traje;traje;842.739;405.261;;;;;;
recording_V2L4_p320204_tr20_speak_baño;baño;1192.000;448.000;;;;;;
recording_V2L4_p320204_tr210_speak_traje;traje;619.422;426.332;;;;;;
recording_V2L4_p320204_tr211_type_tenedor;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr212_speak_pulpo;pulpo;664.000;392.000;;;;;;
recording_V2L4_p320204_tr213_speak_cazador;cazador;868.116;634.422;;;;;;
recording_V2L4_p320204_tr214_type_cazador;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr215_type_taza;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr216_type_fresa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr217_speak_fresa;fresa;736.156;461.859;;;;;;
recording_V2L4_p320204_tr218_speak_puente;puente;960.000;410.578;;;;;;
recording_V2L4_p320204_tr219_type_puente;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr21_type_puente;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr220_speak_baño;baño;800.000;352.000;;;;;;
recording_V2L4_p320204_tr221_type_espalda;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr222_type_espalda;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr223_speak_bombero;bombero;832.000;552.000;;;;;;
recording_V2L4_p320204_tr224_type_pavo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr225_type_pavo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr226_speak_vaca;vaca;736.000;408.000;;;;;;
recording_V2L4_p320204_tr227_type_regalo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr228_type_vaso;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr229_speak_vaso;vaso;608.000;392.000;;;;;;
recording_V2L4_p320204_tr22_type_puente;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr230_type_camisa;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr231_type_granja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr232_type_granja;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr233_speak_muñeca;muñeca;1152.000;528.000;;;;;;
recording_V2L4_p320204_tr234_type_mano;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr235_type_mano;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr236_type_pintor;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr237_speak_pintor;pintor;688.000;479.563;;;;;;
recording_V2L4_p320204_tr238_speak_traje;traje;1033.065;382.935;;;;;;
recording_V2L4_p320204_tr239_speak_cerdo;cerdo;619.422;444.578;;;;;;
recording_V2L4_p320204_tr23_type_cazador;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr240_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr241_type_caracol;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr242_speak_caracol;caracol;1352.814;479.186;;;;;;
recording_V2L4_p320204_tr243_type_cazador;[type];0;3000.000;;;;;;
recording_V2L4_p320204_tr244_speak_fresa;fresa;847.814;416.186;;;;;;
