famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textBlank500.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,11.60676830005832,13.603860599920154,14.103793899994344,14.103793899994344,space,0.8082895998377353,,,,,,,,,,51,001,2023-07-03_15h04.40.898,Fam,2022.2.4,59.75789683593065,
,,,,,,,14.93711409997195,,,,,15.568734599975869,15.568734599975869,16.902728599961847,16.902728599961847,16.902728599961847,0.03685660008341074,20.318044899962842,22.8191150999628,D:\GitHub\experiment1\data/51_Fam_2023-07-03_15h04.40.898_micFam_recorded\recording_micFam_2023-07-03_15h04.57.081.wav,,,,,,,
