trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,set,stimulus,textWelcome.started,textBlank500.started,textInstrMain.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.corr,subjResponse,micResp.clip,textPause.started,keyPause.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,12.21145419999084,14.225615099989227,14.709288199999719,14.709288199999719,space,0.772055299996282,,,,,,,,,,,,,,,,,,8,001,2023-06-20_20h00.37.841,REPSWITCH_1,2022.2.5,59.81680504889816,
,,,,,,,,,,,,,,20.257466799987014,,,,,20.757610599990585,16.139722399995662,17.308030299987877,17.308030299987877,17.308030299987877,17.308030299987877,17.308030299987877,17.308030299987877,17.308030299987877,0.005130299992742948,2.0510117999947397,None,0,,D:\GitHub\experiment1\data/8_REPSWITCH_1_2023-06-20_20h00.37.841_micResp_recorded\recording_micResp_2023-06-20_20h00.51.423.wav,20.757610599990585,20.757610599990585,,,,,,,
