image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,block,list,exp_version,stimulus,baseline,baseline_condition,trial_no,psychopy_trial,Column1,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micRespv1l1.started,keyResp.keys,keyResp.corr,keyResp.rt,subjResponse,micRespv1l1.clip,textBlankLoop.started,keyPause.keys,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,textBlankLoop.stopped,textboxPause.started,keyPause.started,keyPause.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,8.258412999974098,10.762140999984695,10.762140999984695,10.762140999984695,10.762140999984695,space,2.1317790999892168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,12.91465639998205,space,3.57843039999716,,,,,,,,,,,,,,,,,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_340.png,espejo,type,darkblue,filler,1,F,1,1,1,1,Extra1,0,None,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,16.59660879999865,17.811943899985636,17.811943899985636,17.811943899985636,17.811943899985636,17.811943899985636,17.811943899985636,17.811943899985636,17.811943899985636,"['e', 'p', 'e', 'j', 'o']",0,"[1.577157600026112, 1.8331526000110898, 2.2812213000142947, 2.505496400000993, 2.633494600013364]",epejo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h48.59.123.wav,20.839881899999455,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_391.png,cadena,speak,gold,filler,2,F,1,1,1,1,Extra2,0,None,2,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,21.339901599974837,22.444174699980067,22.444174699980067,22.444174699980067,22.444174699980067,22.444174699980067,22.444174699980067,22.444174699980067,22.444174699980067,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.03.761.wav,25.47240439997404,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_178.png,puente,speak,gold,nontarget,2,NT,1,1,1,1,Stim1_Set1,1,repeat,3,2,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,25.972448499989696,27.035485000000335,27.035485000000335,27.035485000000335,27.035485000000335,27.035485000000335,27.035485000000335,27.035485000000335,27.035485000000335,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.08.358.wav,30.070257899991702,None,30.070257899991702,30.070257899991702,30.070257899991702,30.070257899991702,30.070257899991702,30.070257899991702,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_178.png,puente,speak,gold,repeat,2,T,1,1,1,1,Stim1_Set1,0,None,4,3,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,30.569966999988537,31.688667199981865,31.688667199981865,31.688667199981865,31.688667199981865,31.688667199981865,31.688667199981865,31.688667199981865,31.688667199981865,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.12.998.wav,34.70969299998251,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_319.png,vaca,type,darkblue,filler,1,F,1,1,1,1,Stim1_Set4,0,None,5,4,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,35.20975919999182,36.265759699977934,36.265759699977934,36.265759699977934,36.265759699977934,36.265759699977934,36.265759699977934,36.265759699977934,36.265759699977934,"['v', 'a', 'c', 'a']",0,"[0.8833335000090301, 0.9632896000111941, 1.1072727999999188, 1.1882514999888372]",vaca,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.17.577.wav,39.28602629998932,None,,,,,,,39.78665439999895,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_381.png,fresa,speak,gold,nontarget,2,NT,1,1,1,1,Stim2_Set1,1,switch,6,5,6,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,39.78665439999895,40.95359659998212,40.95359659998212,40.95359659998212,40.95359659998212,40.95359659998212,40.95359659998212,40.95359659998212,40.95359659998212,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.22.277.wav,43.9884933999856,None,43.9884933999856,43.9884933999856,43.9884933999856,43.9884933999856,43.9884933999856,43.9884933999856,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_381.png,fresa,speak,gold,repeat,2,T,1,1,1,1,Stim2_Set1,0,None,7,6,7,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,44.4887334999803,45.607082899980014,45.607082899980014,45.607082899980014,45.607082899980014,45.607082899980014,45.607082899980014,45.607082899980014,45.607082899980014,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.26.927.wav,48.64187549997587,None,48.64187549997587,48.64187549997587,48.64187549997587,48.64187549997587,48.64187549997587,48.64187549997587,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_719.png,baño,type,darkblue,filler,1,F,1,1,1,1,Stim2_Set4,1,switch,8,7,8,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,49.141819699987536,50.23270379999303,50.23270379999303,50.23270379999303,50.23270379999303,50.23270379999303,50.23270379999303,50.23270379999303,50.23270379999303,"['b', 'a', 'ñ', 'o']",0,"[0.9645765000022948, 1.0775546999939252, 1.7962720000068657, 2.1162351999955717]",baño,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.31.544.wav,53.25356459998875,None,,,,,,,53.75383000000147,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_135.png,traje,speak,gold,nontarget,2,NT,1,1,1,1,Stim3_Set1,0,None,9,8,9,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,53.75383000000147,54.90692409998155,54.90692409998155,54.90692409998155,54.90692409998155,54.90692409998155,54.90692409998155,54.90692409998155,54.90692409998155,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.36.218.wav,57.9279961999855,None,,,,,,,58.42807569997967,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_135.png,traje,type,darkblue,switch,1,T,1,1,1,1,Stim3_Set1,0,None,10,9,10,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,58.42807569997967,59.45592449998367,59.45592449998367,59.45592449998367,59.45592449998367,59.45592449998367,59.45592449998367,59.45592449998367,59.45592449998367,"['t', 'r', 'a', 'j', 'e']",0,"[0.8459724000131246, 1.2129661999933887, 1.309686900000088, 1.7416839000070468, 1.869682799995644]",traje,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.40.764.wav,62.477007099980256,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_687.png,camisa,speak,gold,filler,2,F,1,1,1,1,Stim5_Set4,0,None,11,10,11,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,62.97718950000126,64.01202779999585,64.01202779999585,64.01202779999585,64.01202779999585,64.01202779999585,64.01202779999585,64.01202779999585,64.01202779999585,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.45.324.wav,67.03289770000265,None,,,,,,,67.5333066000021,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_128.png,muñeca,type,darkblue,nontarget,1,NT,1,1,1,1,Stim4_Set1,1,switch,12,11,12,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,67.5333066000021,68.69322789998841,68.69322789998841,68.69322789998841,68.69322789998841,68.69322789998841,68.69322789998841,68.69322789998841,68.69322789998841,"['m', 'u', 'ñ', 'e', 'c', 'a']",0,"[0.9043565999891143, 1.1286371999885887, 1.7843959000019822, 1.9442165999789722, 2.168244300002698, 2.2482462000043597]",muñeca,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.50.015.wav,71.72821249999106,None,71.72821249999106,71.72821249999106,71.72821249999106,71.72821249999106,71.72821249999106,71.72821249999106,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_128.png,muñeca,speak,gold,switch,2,T,1,1,1,1,Stim4_Set1,0,None,13,12,13,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,72.22857690000092,73.36079999999492,73.36079999999492,73.36079999999492,73.36079999999492,73.36079999999492,73.36079999999492,73.36079999999492,73.36079999999492,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.54.670.wav,76.38159289999749,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_8.png,pierna,speak,gold,filler,2,F,1,1,1,1,Stim3_Set4,0,None,14,13,14,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,76.8816595999815,77.96538489998784,77.96538489998784,77.96538489998784,77.96538489998784,77.96538489998784,77.96538489998784,77.96538489998784,77.96538489998784,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h49.59.277.wav,80.98596379999071,None,,,,,,,81.48651359998621,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_19.png,pavo,speak,gold,nontarget,2,NT,1,1,1,1,Stim5_Set1,0,None,15,14,15,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,81.48651359998621,82.54899399998249,82.54899399998249,82.54899399998249,82.54899399998249,82.54899399998249,82.54899399998249,82.54899399998249,82.54899399998249,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.03.863.wav,85.57737459999043,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_19.png,pavo,type,darkblue,switch,1,T,1,1,1,1,Stim5_Set1,0,None,16,15,16,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,86.07760809999309,87.18180679998477,87.18180679998477,87.18180679998477,87.18180679998477,87.18180679998477,87.18180679998477,87.18180679998477,87.18180679998477,"['a', 'p', 'backspace', 'backspace', 'p', 'a', 'v', 'o']",0,"[0.9280087999941316, 0.9599514000001363, 1.4079502999957185, 1.6472451000008732, 2.111691800004337, 2.223723000002792, 2.4311438000004273, 2.479125699988799]",pavo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.08.502.wav,90.21701689998736,None,90.21701689998736,90.21701689998736,90.21701689998736,90.21701689998736,90.21701689998736,90.21701689998736,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_16.png,cazador,type,darkblue,nontarget,1,NT,1,1,1,1,Stim6_Set1,1,switch,17,16,17,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,90.71696619997965,91.85610799997812,91.85610799997812,91.85610799997812,91.85610799997812,91.85610799997812,91.85610799997812,91.85610799997812,91.85610799997812,"['c', 'a', 'z', 'a', 'd', 'o', 'r']",0,"[1.1495590999838896, 1.3568418999784626, 1.7891366999829188, 1.9171346999937668, 2.076918899983866, 2.156889899983071, 2.2848817999765743]",cazador,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.13.162.wav,94.87728159999824,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_16.png,cazador,type,darkblue,repeat,1,T,1,1,1,1,Stim6_Set1,0,None,18,17,18,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,95.37732400000095,96.48151339998003,96.48151339998003,96.48151339998003,96.48151339998003,96.48151339998003,96.48151339998003,96.48151339998003,96.48151339998003,"['c', 'z', 'a', 'd', 'o', 'r']",0,"[0.8440351999888662, 1.3080225999874528, 1.4840177999867592, 1.660087399999611, 1.7880183999950532, 1.9000220999878366]",czador,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.17.790.wav,99.50264399999287,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_498.png,taza,speak,gold,filler,2,F,1,1,1,1,Stim4_Set4,0,None,19,18,19,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,100.00289449997945,101.15586020000046,101.15586020000046,101.15586020000046,101.15586020000046,101.15586020000046,101.15586020000046,101.15586020000046,101.15586020000046,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.22.479.wav,104.1909456999856,None,104.1909456999856,104.1909456999856,104.1909456999856,104.1909456999856,104.1909456999856,104.1909456999856,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_48.png,bombero,type,darkblue,filler,1,F,1,1,1,1,Stim7_Set4,0,None,20,19,20,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,104.69100429999526,105.81637789998786,105.81637789998786,105.81637789998786,105.81637789998786,105.81637789998786,105.81637789998786,105.81637789998786,105.81637789998786,"['b', 'o', 'b', 'm', 'e', 'r', 'o']",0,"[1.140583600004902, 1.2526417000044603, 1.4446338000125252, 1.588718200015137, 1.7809397999953944, 1.876809300010791, 1.94104979999247]",bobmero,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.27.127.wav,108.83740489999764,None,,,,,,,109.33710829998017,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_142.png,vaso,type,darkblue,nontarget,1,NT,1,1,1,1,Stim7_Set1,1,repeat,21,20,21,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,109.33710829998017,110.41399479997926,110.41399479997926,110.41399479997926,110.41399479997926,110.41399479997926,110.41399479997926,110.41399479997926,110.41399479997926,"['v', 'a', 's', 'o']",0,"[1.2794538000016473, 1.3914486000139732, 2.015738299989607, 2.3512706000183243]",vaso,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.31.726.wav,113.43583609999041,None,,,,,,,113.93529139997554,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_142.png,vaso,type,darkblue,repeat,1,T,1,1,1,1,Stim7_Set1,0,None,22,21,22,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,113.93529139997554,114.99791999999434,114.99791999999434,114.99791999999434,114.99791999999434,114.99791999999434,114.99791999999434,114.99791999999434,114.99791999999434,"['v', 'a', 's', 'o']",0,"[0.839223100017989, 1.0152564000163693, 1.1912547000101767, 1.2874845000042114]",vaso,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.36.318.wav,118.032999499992,None,118.032999499992,118.032999499992,118.032999499992,118.032999499992,118.032999499992,118.032999499992,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_338.png,regalo,speak,gold,filler,2,F,1,1,1,1,Stim6_Set4,1,switch,23,22,23,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,118.5329681999865,119.64449659999809,119.64449659999809,119.64449659999809,119.64449659999809,119.64449659999809,119.64449659999809,119.64449659999809,119.64449659999809,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.40.967.wav,122.6796742999868,None,122.6796742999868,122.6796742999868,122.6796742999868,122.6796742999868,122.6796742999868,122.6796742999868,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_728.png,pulpo,type,darkblue,filler,1,F,1,1,1,1,Stim8_Set4,1,switch,24,23,24,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,123.17951839999296,124.25612340000225,124.25612340000225,124.25612340000225,124.25612340000225,124.25612340000225,124.25612340000225,124.25612340000225,124.25612340000225,"['p', 'u', 'l', 'p', 'o']",0,"[1.1822954999806825, 1.5012924999755342, 1.8214254999766126, 1.9328742999932729, 2.0448337999987416]",pulpo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.45.567.wav,127.277056299994,None,,,,,,,127.77728909999132,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_169.png,espalda,type,darkblue,nontarget,1,NT,1,1,1,1,Stim8_Set1,1,repeat,25,24,25,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,127.77728909999132,128.92336079999222,128.92336079999222,128.92336079999222,128.92336079999222,128.92336079999222,128.92336079999222,128.92336079999222,128.92336079999222,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0,"[0.94621249998454, 1.1375507999910042, 1.2344858999713324, 1.36243419998209, 1.4744180999987293, 1.6337408999970648, 1.7134841999795754]",espalda,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.50.246.wav,131.9584469999827,None,131.9584469999827,131.9584469999827,131.9584469999827,131.9584469999827,131.9584469999827,131.9584469999827,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_169.png,espalda,speak,gold,switch,2,T,1,1,1,1,Stim8_Set1,0,None,26,25,26,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,132.45849869999802,133.52809279999929,133.52809279999929,133.52809279999929,133.52809279999929,133.52809279999929,133.52809279999929,133.52809279999929,133.52809279999929,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.54.837.wav,136.54934639998828,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_178.png,puente,speak,gold,filler,2,F,2,1,1,1,Stim1_Set1,0,None,27,26,27,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,137.0493724999833,138.08421219998854,138.08421219998854,138.08421219998854,138.08421219998854,138.08421219998854,138.08421219998854,138.08421219998854,138.08421219998854,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h50.59.393.wav,141.10540400000173,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_175.png,pintor,type,darkblue,nontarget,1,NT,2,1,1,1,Stim1_Set2,1,switch,28,27,28,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,141.60553659999277,142.66138139998657,142.66138139998657,142.66138139998657,142.66138139998657,142.66138139998657,142.66138139998657,142.66138139998657,142.66138139998657,"['p', 'i', 'n', 't', 'o', 'r']",0,"[0.8074445000092965, 1.2074455000110902, 1.4640114000067115, 1.5919578000030015, 1.7038250000041444, 1.7998239000153262]",pintor,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h51.03.983.wav,145.69645669998135,None,145.69645669998135,145.69645669998135,145.69645669998135,145.69645669998135,145.69645669998135,145.69645669998135,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
REPSWITCH1/PICTURE_175.png,pintor,type,darkblue,repeat,1,T,2,1,1,1,Stim1_Set2,0,None,29,28,29,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,146.1964130999986,147.4534594999859,147.4534594999859,147.4534594999859,147.4534594999859,147.4534594999859,147.4534594999859,147.4534594999859,147.4534594999859,"['p', 'i', 'n', 't', 'o', 'r']",0,"[0.7195334999996703, 0.8794982000254095, 1.071494800009532, 1.2154956000158563, 1.5515962000063155, 1.6475315999996383]",pintor,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/2109_REPSWITCH1_version1_list1_2023-09-21_11h48.44.672_micRespv1l1_recorded\recording_micRespv1l1_2023-09-21_11h51.08.762.wav,150.47466749997693,None,,,,,,,,,,,2109,001,2023-09-21_11h48.44.672,REPSWITCH1_version1_list1,2022.2.4,143.66577598949524,
