image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,block,list,exp_version,stimulus,baseline,baseline_condition,trial_no,psychopy_trial,Column1,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,textBlank500.started,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micRespv1l1.started,keyResp.keys,keyResp.corr,keyResp.rt,subjResponse,micRespv1l1.clip,textBlankLoop.started,keyPause.keys,textBlankLoop.stopped,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,textboxPause.started,keyPause.started,participant,session,date,expName,psychopyVersion,frameRate,
REPSWITCH1/PICTURE_175.png,pintor,type,darkblue,repeat,1,T,2,1,1,1,Stim1_Set2,0,None,29,28,29,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,,139.30899709999994,140.43720429999985,140.43720429999985,140.43720429999985,140.43720429999985,140.43720429999985,140.43720429999985,140.43720429999985,0.0015240999996422033,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.40.449.wav,143.45489989999987,None,143.9547394000001,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_381.png,fresa,speak,gold,filler,2,F,2,1,1,1,Stim2_Set1,0,None,30,29,30,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,,143.9547394000001,145.09963209999978,145.09963209999978,145.09963209999978,145.09963209999978,145.09963209999978,145.09963209999978,145.09963209999978,0.0016986000000542845,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.45.111.wav,148.1173017000001,None,148.6171521000001,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_152.png,caracol,type,darkblue,nontarget,1,NT,2,1,1,1,Stim2_Set2,1,switch,31,30,31,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,,148.6171521000001,149.68991610000012,149.68991610000012,149.68991610000012,149.68991610000012,149.68991610000012,149.68991610000012,149.68991610000012,0.005428000000392785,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.49.704.wav,152.71030990000008,None,,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_152.png,caracol,type,darkblue,repeat,1,T,2,1,1,1,Stim2_Set2,0,None,32,31,32,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,153.21012259999998,154.2884786999998,154.2884786999998,154.2884786999998,154.2884786999998,154.2884786999998,154.2884786999998,154.2884786999998,0.0015050000001792796,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.54.300.wav,157.30606970000008,None,157.80587019999984,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_128.png,muñeca,speak,gold,filler,2,F,2,1,1,1,Stim4_Set1,0,None,33,32,33,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,,157.80587019999984,158.86701719999974,158.86701719999974,158.86701719999974,158.86701719999974,158.86701719999974,158.86701719999974,158.86701719999974,0.0014092000001255656,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.58.881.wav,161.8879751999998,None,162.38774879999983,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_264.png,mano,type,darkblue,nontarget,1,NT,2,1,1,1,Stim3_Set2,0,None,34,33,34,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,,162.38774879999983,163.5101824999997,163.5101824999997,163.5101824999997,163.5101824999997,163.5101824999997,163.5101824999997,163.5101824999997,0.005094499999813706,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.03.522.wav,166.5280984000001,None,167.0279357999998,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_264.png,mano,speak,gold,switch,2,T,2,1,1,1,Stim3_Set2,0,None,35,34,35,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,,167.0279357999998,168.0644739999998,168.0644739999998,168.0644739999998,168.0644739999998,168.0644739999998,168.0644739999998,168.0644739999998,0.0014352999996845028,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.08.078.wav,171.08518830000003,None,171.58481669999992,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_517.png,cuerda,speak,gold,nontarget,2,NT,2,1,1,1,Stim4_Set2,1,repeat,36,35,36,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,,171.58481669999992,172.71316829999978,172.71316829999978,172.71316829999978,172.71316829999978,172.71316829999978,172.71316829999978,172.71316829999978,0.005193599999984144,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.12.726.wav,175.73059609999973,None,176.23056080000015,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_517.png,cuerda,type,darkblue,switch,1,T,2,1,1,1,Stim4_Set2,0,None,37,36,37,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,,176.23056080000015,177.2503240000001,177.2503240000001,177.2503240000001,177.2503240000001,177.2503240000001,177.2503240000001,177.2503240000001,0.0014493999997284845,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.17.265.wav,180.27096489999985,None,180.77078979999987,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
REPSWITCH1/PICTURE_135.png,traje,type,darkblue,filler,1,F,2,1,1,1,Stim3_Set1,0,None,38,37,38,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,,180.77078979999987,181.81841940000004,181.81841940000004,181.81841940000004,181.81841940000004,181.81841940000004,181.81841940000004,181.81841940000004,0.0013523000002351182,None,0,,,C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.21.833.wav,184.83894939999982,None,185.3387684999998,,,,,,,,,231845,001,2023-09-15_12h32.21.379,REPSWITCH1_version1_list1,2022.2.4,355.8123730212573,
