trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,set,stimulus,textWelcome.started,textBlank500.started,textInstrMain.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,36.074373399984324,38.088893999985885,38.5897606999788,38.5897606999788,space,3.002330700022867,,,,847466,001,2023-06-21_22h10.26.494,REPSWITCH_1,2022.2.5,60.282253565915305,
,,,,,,,,,,,,,,41.621515000006184,,,,,42.48606649998692,42.48606649998692,,,,,,,,
