image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textBlank500.started,textInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,micFam.stopped,textFam.started,micFam.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,27.27561969999806,29.28564919999917,29.786715599999297,29.786715599999297,space,0.41529520001495257,,,,,,,,,,10,001,2023-06-21_14h09.21.532,REPSWITCH_1_Fam,2022.2.5,58.94749252198184,
REPSWITCH1_Fam/PICTURE_687.png,camisa,0,0,0,21,,39.030712399980985,,,,,30.783329699974274,30.783329699974274,32.35018159999163,32.35018159999163,32.35018159999163,0.1844954999978654,4.36367649998283,36.49942489998648,D:\GitHub\experiment1\data/10_REPSWITCH_1_Fam_2023-06-21_14h09.21.532_micFam_recorded\recording_micFam_2023-06-21_14h09.40.009.wav,10,001,2023-06-21_14h09.21.532,REPSWITCH_1_Fam,2022.2.5,58.94749252198184,
REPSWITCH1_Fam/PICTURE_728.png,pulpo,0,1,1,29,,47.77922749999561,,,,,,39.49855540000135,40.865630599990254,40.865630599990254,40.865630599990254,0.12450959999114275,4.131827300006989,45.247101599990856,D:\GitHub\experiment1\data/10_REPSWITCH_1_Fam_2023-06-21_14h09.21.532_micFam_recorded\recording_micFam_2023-06-21_14h09.48.758.wav,10,001,2023-06-21_14h09.21.532,REPSWITCH_1_Fam,2022.2.5,58.94749252198184,
,,,,,,,,,,,,,48.248122099990724,49.47990839998238,49.47990839998238,49.47990839998238,0.12613560000318103,,,,,,,,,,
