famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.started,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,51.590032099979,55.19827199995052,55.19827199995052,space,1.9468998999800533,,,,,,,,,,,01,001,2023-06-30_09h54.25.750,Fam,2022.2.4,60.872868231424,
,,,,,,,,,,,57.16385260003153,57.979079799959436,57.979079799959436,59.36268060002476,59.36268060002476,59.36268060002476,0.12629319995176047,62.66258579993155,65.16324959998019,D:\GitHub\experiment1\data/01_Fam_2023-06-30_09h54.25.750_micFam_recorded\recording_micFam_2023-06-30_09h54.57.013.wav,,,,,,,
