textboxInstr1.started,textboxInstr1_2.started,textboxInstr1_3.started,textboxInstr1_4.started,textboxInstr1_5.started,textboxInstr1_6.started,textboxInstr1_7.started,textboxInstr1_8.started,textboxInstr1_9.started,textboxInstr1_10.started,keyInstr1.started,keyInstr1.keys,keyInstr1.rt,textboxInstr2.started,keyInstr2.started,keyInstr2.keys,keyInstr2.rt,textboxInstr3.started,keyInstr3.started,keyInstr3.keys,keyInstr3.rt,textboxInstrPractice.started,textboxInstrPractice_2.started,textboxInstrPractice_3.started,textboxInstrPractice_4.started,textboxInstrPractice_5.started,textboxInstrPractice_6.started,textboxInstrPractice_7.started,textboxInstrPractice_8.started,textboxInstrPractice_9.started,textboxInstrPractice_10.started,textboxInstrPractice_11.started,textboxInstrPractice_12.started,textboxInstrPractice_13.started,textboxInstrPractice_14.started,textboxInstrPractice_15.started,textboxInstrPractice_16.started,textboxInstrPractice_17.started,keyInstrPractice.started,participant,session,date,expName,psychopyVersion,frameRate,
11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,11.911087100001168,space,0.5757062000047881,,,,,,,,,,,,,,,,,,,,,,,,,,,969293,001,2023-07-10_11h01.46.038,REPSWITCH1_Practice_v2022.2.4,2022.2.4,59.93550939186639,
,,,,,,,,,,,,,12.508155900002748,12.508155900002748,space,0.2438345000045956,,,,,,,,,,,,,,,,,,,,,,,969293,001,2023-07-10_11h01.46.038,REPSWITCH1_Practice_v2022.2.4,2022.2.4,59.93550939186639,
,,,,,,,,,,,,,,,,,12.774769399999059,12.774769399999059,space,0.18854190000274684,,,,,,,,,,,,,,,,,,,969293,001,2023-07-10_11h01.46.038,REPSWITCH1_Practice_v2022.2.4,2022.2.4,59.93550939186639,
,,,,,,,,,,,,,,,,,,,,,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,13.02348340000026,,,,,,,
