trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,13.091551400022581,15.105431400006637,15.605803999991622,15.605803999991622,space,0.9189409000100568,,,,2,001,2023-06-12_10h07.32.684,REPSWITCH_1_Practice,2022.2.5,59.92990597847085,
,,,,,,,,,,,,,16.55504710000241,,,,,17.070570399984717,17.070570399984717,,,,,,,,
