image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textBlank500.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,25.943959700060077,27.88736729999073,28.4006671999814,28.4006671999814,space,3.9690230999840423,,,,,,,,,,12,001,2023-06-30_10h59.31.593,Fam,2022.2.4,59.54075026767219,
REPSWITCH1_Fam/PICTURE_264.png,mano,0,0,0,12,,40.34775299998,,,,,33.03262040007394,33.03262040007394,34.19986549997702,34.19986549997702,34.19986549997702,0.03229880006983876,37.58402439998463,40.08453320001718,D:\GitHub\experiment1\data/12_Fam_2023-06-30_10h59.31.593_micFam_recorded\recording_micFam_2023-06-30_10h59.54.728.wav,12,001,2023-06-30_10h59.31.593,Fam,2022.2.4,59.54075026767219,
REPSWITCH1_Practice/PICTURE_12.png,sirena,0,1,1,38,,48.112166200065985,,,,,,40.615975900087506,42.131145199993625,42.131145199993625,42.131145199993625,0.2077110999962315,45.41563549998682,47.915085199987516,D:\GitHub\experiment1\data/12_Fam_2023-06-30_10h59.31.593_micFam_recorded\recording_micFam_2023-06-30_11h00.02.540.wav,12,001,2023-06-30_10h59.31.593,Fam,2022.2.4,59.54075026767219,
REPSWITCH1_Fam/PICTURE_446.png,cerdo,0,2,2,20,,55.960512200021185,,,,,,48.43095459998585,49.796277299989015,49.796277299989015,49.796277299989015,0.03897250001318753,53.24681220005732,55.747199399978854,D:\GitHub\experiment1\data/12_Fam_2023-06-30_10h59.31.593_micFam_recorded\recording_micFam_2023-06-30_11h00.10.388.wav,12,001,2023-06-30_10h59.31.593,Fam,2022.2.4,59.54075026767219,
REPSWITCH1_Practice/PICTURE_570.png,toro,0,3,3,34,,63.72558910003863,,,,,,56.279341500019655,57.57735929999035,57.57735929999035,57.57735929999035,0.03571229998487979,61.028732800041325,63.52765459998045,D:\GitHub\experiment1\data/12_Fam_2023-06-30_10h59.31.593_micFam_recorded\recording_micFam_2023-06-30_11h00.18.167.wav,12,001,2023-06-30_10h59.31.593,Fam,2022.2.4,59.54075026767219,
REPSWITCH1_Fam/PICTURE_319.png,vaca,0,4,4,15,,71.4071064000018,,,,,,64.06111030001193,65.39225879998412,65.39225879998412,65.39225879998412,0.10984709998592734,68.76020040002186,71.2593694999814,D:\GitHub\experiment1\data/12_Fam_2023-06-30_10h59.31.593_micFam_recorded\recording_micFam_2023-06-30_11h00.25.902.wav,12,001,2023-06-30_10h59.31.593,Fam,2022.2.4,59.54075026767219,
,,,,,,,79.12170810007956,,,,,,71.79331920004915,72.92683910008054,72.92683910008054,72.92683910008054,0.020591899985447526,76.40907729999162,,D:\GitHub\experiment1\data/12_Fam_2023-06-30_10h59.31.593_micFam_recorded\recording_micFam_2023-06-30_11h00.33.536.wav,,,,,,,
