Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V2L1p100201_tr100_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr101_speak_iglesia;iglesia;885.409;608.383;;;;;;
recording_V2L1p100201_tr102_type_goma;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr103_type_columna;[type];0;3000.000;;;;loudd exhale in the very beginning of the file;;
recording_V2L1p100201_tr104_speak_muñeca;muñeca;1084.065;552.511;;;;;;
recording_V2L1p100201_tr105_speak_muñeca;muñeca;536.000;553.015;;;;;;
recording_V2L1p100201_tr106_type_pierna;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr107_speak_traje;traje;1064.000;431.034;;;;;;
recording_V2L1p100201_tr108_speak_traje;traje;791.048;492.914;;;;;;
recording_V2L1p100201_tr109_type_tenedor;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr10_type_traje;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr110_speak_pulpo;pulpo;1036.884;484.223;;;;;;
recording_V2L1p100201_tr111_speak_cazador;cazador;699.782;569.893;;;;;;
recording_V2L1p100201_tr112_type_cazador;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr113_type_taza;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr114_type_fresa;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr115_speak_fresa;fresa;606.814;423.385;;;;;;
recording_V2L1p100201_tr116_speak_puente;puente;1352.000;438.534;;;;;;
recording_V2L1p100201_tr117_type_puente;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr118_speak_baño;baño;848.000;501.767;;;;;;
recording_V2L1p100201_tr119_type_espalda;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr11_speak_camisa;camisa;743.591;583.827;;;;;;
recording_V2L1p100201_tr120_type_espalda;[type];0;3000.000;;;;;;
recording_V2L1p100201_tr121_speak_bombero;bombero;1209.466;658.047;;;;;;
recording_V2L1p100201_tr122_type_pavo;[type];0;3000.000;;;;;;
