Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L4_p230104_tr100_type_aguja;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr101_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr102_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr103_speak_tronco;tronco;1096.000;424.000;;;;;;
recording_V1L4_p230104_tr104_type_espejo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr105_speak_regalo;regalo;888.000;496.000;;;;;;
recording_V1L4_p230104_tr106_speak_vaso;vaso;792.000;457.197;;;;;;
recording_V1L4_p230104_tr107_speak_vaso;vaso;704.000;535.264;;;;;;
recording_V1L4_p230104_tr108_type_taza;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr109_speak_cazador;cazador;1067.924;558.719;;;;;;
recording_V1L4_p230104_tr10_type_vaso;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr110_speak_cazador;cazador;588.667;605.900;;;;;;
recording_V1L4_p230104_tr111_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr112_speak_espalda;espalda;904.000;573.651;;;;;;
recording_V1L4_p230104_tr113_type_espalda;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr114_type_camisa;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr115_type_puente;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr116_speak_puente;puente;698.764;488.354;;;;;;
recording_V1L4_p230104_tr117_speak_muñeca;muñeca;973.563;600.933;;;;;;
recording_V1L4_p230104_tr118_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr119_speak_vaca;vaca;856.000;475.143;;;;;;
recording_V1L4_p230104_tr11_type_regalo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr120_speak_pulpo;pulpo;869.268;442.732;;;;;;
recording_V1L4_p230104_tr121_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr122_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr123_speak_pierna;pierna;1240.000;433.824;;;;;;
recording_V1L4_p230104_tr124_speak_bombero;bombero;784.000;528.000;;;;;;
recording_V1L4_p230104_tr125_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr126_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr128_speak_pavo;pavo;978.529;367.513;;;;;;
recording_V1L4_p230104_tr129_speak_vaso;vaso;799.582;480.418;;;;;;
recording_V1L4_p230104_tr12_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr130_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr131_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr132_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr133_speak_cazador;cazador;1214.433;563.685;;;;;;
recording_V1L4_p230104_tr134_type_manzana;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr135_type_manzana;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr136_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr137_speak_cuerda;cuerda;968.000;425.223;;;;tongue;;
recording_V1L4_p230104_tr138_speak_espalda;espalda;832.000;546.323;;;;;;
recording_V1L4_p230104_tr139_speak_granja;granja;799.739;583.551;;;;;;
recording_V1L4_p230104_tr13_speak_traje;traje;936.000;501.920;;;;;;
recording_V1L4_p230104_tr140_type_granja;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr141_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr142_type_falda;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr143_speak_falda;falda;702.894;613.349;;;;;;
recording_V1L4_p230104_tr144_speak_caracol;caracol;774.907;573.618;;;;;;
recording_V1L4_p230104_tr145_speak_caracol;caracol;737.659;620.799;;;;;;
recording_V1L4_p230104_tr146_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr147_speak_pintor;pintor;928.000;509.920;;;;;;
recording_V1L4_p230104_tr148_speak_pintor;pintor;800.981;486.706;;;;;;
recording_V1L4_p230104_tr149_type_puente;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr14_speak_fresa;fresa;1199.533;586.034;;;;;;
recording_V1L4_p230104_tr150_speak_pavo;pavo;1015.777;320.223;;;;;;
recording_V1L4_p230104_tr151_speak_mano;mano;720.000;400.000;;;;;;
recording_V1L4_p230104_tr152_type_mano;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr153_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr154_type_aguja;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr155_speak_aguja;aguja;1120.000;524.025;;;;;;
recording_V1L4_p230104_tr156_speak_manzana;manzana;1024.000;649.824;;;;;;
recording_V1L4_p230104_tr157_speak_conejo;conejo;808.000;552.000;;;;;;
recording_V1L4_p230104_tr158_type_conejo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr159_type_miel;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr15_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr160_speak_miel;miel;920.000;426.042;;;;;;
recording_V1L4_p230104_tr161_type_falda;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr162_speak_goma;goma;960.000;472.954;;;;;;
recording_V1L4_p230104_tr163_speak_goma;goma;648.000;464.622;;;;tongue, mic sound after word;;
recording_V1L4_p230104_tr164_type_caracol;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr165_speak_iglesia;iglesia;1224.000;578.950;;;;short exhale before word;;
recording_V1L4_p230104_tr166_speak_iglesia;iglesia;658.197;672.946;;;;;;
recording_V1L4_p230104_tr167_speak_oreja;oreja;760.000;488.000;;;;;;
recording_V1L4_p230104_tr168_type_oreja;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr169_speak_cuerda;cuerda;1000.000;432.954;;;;;;
recording_V1L4_p230104_tr16_type_bombero;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr170_type_granja;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr171_type_cartero;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr172_type_cartero;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr173_speak_mano;mano;722.760;389.240;;;;;;
recording_V1L4_p230104_tr174_type_guante;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr175_type_guante;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr176_speak_pintor;pintor;952.000;485.920;;;;;;
recording_V1L4_p230104_tr177_type_taza;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr178_type_taza;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr179_speak_aguja;aguja;1184.000;502.240;;;;tongue;;
recording_V1L4_p230104_tr17_speak_camisa;camisa;1199.533;558.719;;;;;;
recording_V1L4_p230104_tr180_type_regalo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr181_speak_regalo;regalo;784.000;504.928;;;;;;
recording_V1L4_p230104_tr182_speak_baño;baño;1064.000;440.000;;;;;;
recording_V1L4_p230104_tr183_speak_baño;baño;752.000;416.000;;;;;;
recording_V1L4_p230104_tr184_type_conejo;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr185_speak_miel;miel;1160.000;429.395;;;;;;
recording_V1L4_p230104_tr186_speak_camisa;camisa;876.718;556.236;;;;tongue;;
recording_V1L4_p230104_tr187_type_camisa;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr188_type_vaca;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr189_speak_vaca;vaca;680.000;464.903;;;;;;
recording_V1L4_p230104_tr18_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr190_type_goma;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr191_speak_pulpo;pulpo;872.000;456.660;;;;;;
recording_V1L4_p230104_tr192_speak_pulpo;pulpo;720.000;448.000;;;;;;
recording_V1L4_p230104_tr193_type_iglesia;[type];0;3000.000;;;;;;
recording_V1L4_p230104_tr194_speak_guante;guante;1072.890;538.853;;;;tongue;;
