"","Trial_no","CorrectAns","SubjResponse","Transcription","Notes","Backspace","Item_correct","Modality_Correct","Exclude","Experiment_part","RepSwitch","Error_Corrected","Hesitation","RespModal","RT","Duration","KeyResp_keys","key1","key2","key3","key4","key5","key6","key7","key8","key9","key10","key11","key12","key13","key14","key15","baseline","baseline_condition"
"272",272,"granja","granja","[type]","",0,"1",1,"0","Second","filler",NA,0,"type",0.9300923,0.8639701,"['g', 'r', 'a', 'n', 'j', 'a']",0.9300923,1.1540566,1.314619,1.5544153,1.6660652,1.7940624,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"273",273,"cartero","cartero","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.827322,0.6395494,"['c', 'a', 'r', 't', 'e', 'r', 'o']",0.827322,0.9233093,1.003305,1.1465183,1.2268753,1.3868858,1.4668714,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"274",274,"cartero","cartero","[type]","",0,"1",1,"0","Third","repeat",NA,0,"type",0.653992,0.7682704,"['c', 'a', 'r', 't', 'e', 'r', 'o']",0.653992,0.7499789,0.8299795,0.9739768,1.1020334,1.309827,1.4222624,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"275",275,"mano","mano","mano","",0,"1",1,"0","Third","filler",NA,0,"speak",0.490979,0.29795,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"276",276,"guante","gyante","[type]","",0,"0",1,"1","Third","nontarget",NA,0,"type",0.8404766,0.6563553,"['g', 'y', 'a', 'n', 't', 'e']",0.8404766,0.9524795,1.1601667,1.2241576,1.4319928,1.4968319,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"277",277,"guante","guante","[type]","",0,"1",1,"1","Third","repeat",NA,0,"type",0.6547063,0.6878006,"['g', 'u', 'a', 'n', 't', 'e']",0.6547063,0.7505525,0.8785467,1.0385188,1.2785117,1.3425069,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"278",278,"pintor","pintor","pintor","",0,"1",1,"0","Third","filler",NA,0,"speak",0.568,0.390807,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"279",279,"taza","taza","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.8348127,0.3668253,"['t', 'a', 'z', 'a']",0.8348127,0.8827339,1.1216347,1.201638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"280",280,"taza","taza","[type]","",0,"1",1,"0","Third","repeat",NA,0,"type",0.6579923,0.3039923,"['t', 'a', 'z', 'a']",0.6579923,0.7379561,0.9139608,0.9619846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"281",281,"aguja","aguja","aguja","",0,"1",1,"0","Third","filler",NA,0,"speak",0.592555,0.488296,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"282",282,"regalo","regalo","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.9355024,0.6877728,"['r', 'e', 'g', 'a', 'l', 'o']",0.9355024,1.0314391,1.1434429,1.3194428,1.4952866,1.6232752,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"283",283,"regalo","regalo","regalo","tongue",0,"1",1,"0","Third","switch",NA,0,"speak",0.717177,0.404718,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"284",284,"ba?o","ba?o","ba?o","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.613423,0.336784,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"285",285,"ba?o","ba?o","ba?o","",0,"1",1,"0","Third","repeat",NA,0,"speak",0.621444,0.315556,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"286",286,"conejo","conejo","[/koke:/, type]","whispered sth, then typed",0,"1",0,"0","Third","filler",NA,0,"type",1.0485924,1.0242131,"['c', 'o', 'n', 'e', 'j', 'o']",1.0485924,1.4166063,1.6245462,1.816495,1.9604267,2.0728055,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"287",287,"miel","miel","miel","",0,"1",1,"0","Third","filler",NA,0,"speak",0.869269,0.389824,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"288",288,"camisa","camisa","camisa","tongue",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.705,0.400946,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"289",289,"camisa","camisa","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",0.777599,0.784724,"['c', 'a', 'm', 'i', 's', 'a']",0.777599,0.8895845,1.1776122,1.2735766,1.3696194,1.562323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"290",290,"vaca","vaca","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.7892327,0.2407973,"['v', 'a', 'c', 'a']",0.7892327,0.8700377,0.9500355,1.03003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"291",291,"vaca","vaca","vaca","",0,"1",1,"0","Third","switch",NA,0,"speak",0.55947,0.350315,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"292",292,"goma","goma","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.7794511,0.6719248,"['g', 'o', 'm', 'a']",0.7794511,1.2104456,1.354406,1.4513759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"293",293,"pulpo","pulpo","pulpo","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.649,0.332304,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"294",294,"pulpo","pulpo","pulpo","",0,"1",1,"0","Third","repeat",NA,0,"speak",0.633,0.352872,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"295",295,"iglesia","ihlesia","[type]","",0,"0",1,"1","Third","filler",NA,0,"type",1.0303386,1.5832909,"['i', 'g', 'h', 'l', 'e', 's', 'i', 'a']",1.0303386,1.2862983,1.2872922,1.7342967,1.910293,2.3736208,2.4696126,2.6136295,NA,NA,NA,NA,NA,NA,NA,0,"None"
"296",296,"guante","guante","guante","tongue",0,"1",1,"0","Third","filler",NA,0,"speak",0.677486,0.357845,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"297",297,"pierna","pierna","pierna","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.698621,0.314922,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"298",298,"pierna","pierna","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",1.0435448,0.7679612,"['p', 'i', 'e', 'r', 'n', 'a']",1.0435448,1.2835044,1.3954988,1.5715046,1.6685532,1.811506,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"299",299,"tenedor","tenedor","tenedor","",0,"1",1,"0","Third","filler",NA,0,"speak",0.656,0.421353,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"300",300,"oreja","oreja","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",1.0280101,0.8312538,"['o', 'r', 'e', 'j', 'a']",1.0280101,1.2200123,1.4912623,1.7312674,1.8592639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"301",301,"columna","columna","columna","",0,"1",1,"0","Third","filler",NA,0,"speak",0.988387,0.416382,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"302",302,"cartero","cartero","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.7637341,0.6715388,"['c', 'a', 'r', 't', 'e', 'r', 'o']",0.7637341,0.8757285,0.9397243,1.0993522,1.1973091,1.3392753,1.4352729,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"303",303,"bombero","bombero","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.8732919,1.2963033,"['b', 'o', 'm', 'b', 'e', 'r', 'o']",0.8732919,1.2092853,1.4332858,1.8015819,1.9135826,2.0575848,2.1695952,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"304",304,"bombero","bombero","[type]","",0,"1",1,"0","Third","repeat",NA,0,"type",0.7043769,1.088399,"['b', 'o', 'm', 'b', 'e', 'r', 'o']",0.7043769,1.0083806,1.2003719,1.4404753,1.5367681,1.6967764,1.7927759,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"305",305,"cadena","cadena","cadena","",0,"1",1,"0","Third","filler",NA,0,"speak",0.793,0.376,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"306",306,"escoba","escoba","[/es/, type]","spoke, then typed",0,"1",0,"0","Third","filler",NA,0,"type",0.9937391,0.8159275,"['e', 's', 'c', 'o', 'b', 'a']",0.9937391,1.2017606,1.4258209,1.5057394,1.7136656,1.8096666,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"307",307,"pierna","pierna","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.8767657,0.8638748,"['p', 'i', 'e', 'r', 'n', 'a']",0.8767657,1.1007629,1.2927738,1.4688588,1.5488635,1.7406405,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"308",308,"taza","taza","taza","tongue",0,"1",1,"0","Third","filler",NA,0,"speak",0.641,0.299282,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"309",309,"pavo","pavo","pavo","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.665,0.297003,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"310",310,"pavo","pavo","pavo","",0,"1",1,"0","Third","repeat",NA,0,"speak",0.712,0.339829,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"311",311,"vaca","vaca","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.7093981,0.2558799,"['v', 'a', 'c', 'a']",0.7093981,0.7903537,0.8692554,0.965278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"312",312,"espalda","espalda","espalda","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.946009,0.582186,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"313",313,"espalda","espalda","espalda","tongue",0,"1",1,"0","Third","repeat",NA,0,"speak",0.564956,0.49783,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"314",314,"pulpo","pulo","[type]","",1,"0",1,"1","Third","filler",NA,0,"type",0.6743894,2.2233746,"['p', 'u', 'i', 'backspace', 'u', 'l', 'o']",0.6743894,0.9775625,0.9786118,1.8415575,2.3543411,2.6255194,2.897764,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"315",315,"vaso","vaso","vaso","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.734652,0.328305,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"316",316,"vaso","vaso","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",0.7086004,0.4797307,"['v', 'a', 's', 'o']",0.7086004,0.804592,0.980455,1.1883311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"317",317,"regalo","regalo","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.7837155,0.6879667,"['r', 'e', 'g', 'a', 'l', 'o']",0.7837155,0.9277117,1.0237834,1.1997101,1.3597127,1.4716822,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"318",318,"traje","traje","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.8918349,0.4643352,"['t', 'r', 'a', 'j', 'e']",0.8918349,1.0197969,1.0521746,1.3081778,1.3561701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"319",319,"traje","traje","traje","",0,"1",1,"0","Third","switch",NA,0,"speak",0.588609,0.397836,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"320",320,"fresa","fresa","fresa","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.68334,0.404936,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"321",321,"fresa","fresa","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",0.6888722,0.6074218,"['f', 'r', 'e', 's', 'a']",0.6888722,0.8163152,1.0083146,1.1042721,1.296294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"322",322,"bombero","bombero","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.858426,1.0561167,"['b', 'o', 'm', 'b', 'e', 'r', 'o']",0.858426,1.1944129,1.3707192,1.5946141,1.6905491,1.8345196,1.9145427,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"323",323,"camisa","traje camisa","traje camisa","said traje first, then corrected to camisa",0,"0",1,"1","Third","filler",NA,0,"speak",1.682222,0.369579,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"324",324,"mu?eca","mu?eca","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.8081562,0.9117533,"['m', 'u', '?', 'e', 'c', 'a']",0.8081562,0.9839028,1.2879422,1.4159409,1.6399008,1.7199095,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"325",325,"mu?eca","mu?eca","[type]","",0,"1",1,"0","Third","repeat",NA,0,"type",0.9393998,0.8800192,"['m', 'u', '?', 'e', 'c', 'a']",0.9393998,1.0993932,1.4034198,1.4673912,1.675397,1.819419,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"326",326,"ba?o","ba?o","ba?o","",0,"1",1,"0","Third","filler",NA,0,"speak",0.735986,0.354154,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"327",327,"puente","puente","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.9661283,0.8478372,"['p', 'u', 'e', 'n', 't', 'e']",0.9661283,1.2220911,1.4789978,1.5263302,1.733999,1.8139655,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"328",328,"puente","puente","[type]","",0,"1",1,"0","Third","repeat",NA,0,"type",0.7937484,0.7995424,"['p', 'u', 'e', 'n', 't', 'e']",0.7937484,1.0811646,1.2577123,1.3217056,1.5293424,1.5932908,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"329",329,"cazador","cazador","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.7377336,0.8480037,"['c', 'a', 'z', 'a', 'd', 'o', 'r']",0.7377336,0.8017313,1.009731,1.1697486,1.3297466,1.4577452,1.5857373,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"330",330,"cazador","cazador","cazador","tongue",0,"1",1,"0","Third","switch",NA,0,"speak",0.472837,0.543151,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"331",331,"pavo","pavo","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.9162573,0.480026,"['p', 'a', 'v', 'o']",0.9162573,0.9642847,1.1882875,1.3962833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"332",332,"falda","falda","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.9303711,0.7691119,"['f', 'a', 'l', 'd', 'a']",0.9303711,0.9943458,1.3303721,1.6185172,1.699483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"333",333,"falda","falda","[type]","",0,"1",1,"0","Third","repeat",NA,0,"type",0.75615,0.7839976,"['f', 'a', 'l', 'd', 'a']",0.75615,0.8361713,1.1882227,1.4921504,1.5401476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"334",334,"puente","puente","puente","",0,"1",1,"0","Third","filler",NA,0,"speak",0.553,0.367358,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"335",335,"cuerda","cuerda","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.8992505,0.6564319,"['c', 'u', 'e', 'r', 'd', 'a']",0.8992505,1.0754988,1.1876927,1.3476809,1.4596724,1.5556824,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"336",336,"cuerda","cuerda","[type]","",0,"1",1,"0","Third","repeat",NA,0,"type",0.6485476,0.5436861,"['c', 'u', 'e', 'r', 'd', 'a']",0.6485476,0.8087141,0.9046974,1.0480371,1.1602418,1.1922337,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"337",337,"espalda","espalda","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.709577,0.7518373,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0.709577,0.8859543,0.9825161,1.0775404,1.1416152,1.2536122,1.4614143,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"338",338,"tenedor","tenedor","tenedor","cleans throat after word production",0,"1",1,"0","Third","filler",NA,0,"speak",0.744,0.419706,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"339",339,"vaso","vaso","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.6433405,0.4320029,"['v', 'a', 's', 'o']",0.6433405,0.7073463,0.8993333,1.0753434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"340",340,"manzana","manzana","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.7454282,0.6082647,"['m', 'a', 'n', 'z', 'a', 'n', 'a']",0.7454282,0.7934275,0.9210934,1.017704,1.1467339,1.2417248,1.3536929,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"341",341,"manzana","manzana","manzana","",0,"1",1,"0","Third","switch",NA,0,"speak",0.613347,0.489191,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"342",342,"traje","traje","traje","",0,"1",1,"0","Third","filler",NA,0,"speak",0.648,0.37616,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"343",343,"caracol","caracol","caracol","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.521,0.42226,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"344",344,"caracol","caracol","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",0.845443,0.719979,"['c', 'a', 'r', 'a', 'c', 'o', 'l']",0.845443,0.9265024,1.0064656,1.1175019,1.1653091,1.4377416,1.565422,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"345",345,"fresa","feesa","[type]","",0,"0",1,"1","Third","filler",NA,0,"type",0.7640554,0.6077219,"['f', 'e', 'e', 's', 'a']",0.7640554,0.9077385,1.0517032,1.1317073,1.3717773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"346",346,"cerdo","cerdo","cerdo","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.6776259,0.5433256,"['c', 'e', 'r', 'd', 'o']",0.6776259,0.8216156,1.0136033,1.1729506,1.2209515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"347",347,"cerdo","cerdo","cerdo","tongue",0,"1",1,"0","Third","switch",NA,0,"speak",0.521481,0.414988,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"348",348,"mano","mano","mano","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.570287,0.329756,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"349",349,"mano","mano","mano","",0,"1",1,"0","Third","repeat",NA,0,"speak",0.514967,0.415391,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"350",350,"mu?eca","mu?eca","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.7995226,0.9760177,"['m', 'u', '?', 'e', 'c', 'a']",0.7995226,0.9599619,1.3279734,1.4399595,1.6640734,1.7755403,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"351",351,"granja","granja","granja","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.593,0.434574,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"352",352,"granja","granja","granja","tongue",0,"1",1,"0","Third","repeat",NA,0,"speak",0.647118,0.399615,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"353",353,"tronco","troinco","[type]","",0,"0",1,"1","Third","filler",NA,0,"type",0.9162292,0.8000578,"['t', 'r', 'o', 'i', 'n', 'c', 'o']",0.9162292,1.1086285,1.2526192,1.2686153,1.4284597,1.5724667,1.716287,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"354",354,"cazador","cazador","cazador","",0,"1",1,"0","Third","filler",NA,0,"speak",0.675381,0.517218,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"355",355,"pintor","pintor","pintor","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.606697,0.418638,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"356",356,"pintor","pintor","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",1.0170838,0.8477892,"['p', 'i', 'n', 't', 'o', 'r']",1.0170838,1.2730693,1.4650911,1.62505,1.6890718,1.864873,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"357",357,"columna","columna","columna","tongue",0,"1",1,"0","Third","filler",NA,0,"speak",0.72,0.464318,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"358",358,"oreja","oreja","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.8691921,0.4799798,"['o', 'r', 'e', 'j', 'a']",0.8691921,0.9812254,1.1253698,1.2211699,1.3491719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"359",359,"oreja","oreja","oreja","tongue",0,"1",1,"0","Third","switch",NA,0,"speak",0.520133,0.451226,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"360",360,"falda","falda","falda","",0,"1",1,"0","Third","filler",NA,0,"speak",0.466886,0.445904,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"361",361,"guante","guante","guante","tongue",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.528418,0.438234,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"362",362,"guante","guante","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",0.6924341,0.591955,"['g', 'u', 'a', 'n', 't', 'e']",0.6924341,0.7404213,0.9004172,1.012415,1.2204225,1.2843891,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"363",363,"cuerda","cuerda","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.788223,0.5439831,"['c', 'u', 'e', 'r', 'd', 'a']",0.788223,0.8522168,1.0122062,1.1242736,1.2202197,1.3322061,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"364",364,"conejo","conejo","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.7284784,0.656318,"['c', 'o', 'n', 'e', 'j', 'o']",0.7284784,0.8887698,1.0498058,1.1778014,1.3047908,1.3847964,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"365",365,"conejo","conejo","conejo","articulation sound",0,"1",1,"0","Third","switch",NA,0,"speak",0.531329,0.477186,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"366",366,"manzana","manzana","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.8295134,0.576537,"['m', 'a', 'n', 'z', 'a', 'n', 'a']",0.8295134,0.9414698,1.0054757,1.1334765,1.2134767,1.2935017,1.4060504,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"367",367,"cartero","cartero","cartero","tongue",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.616,0.408,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"368",368,"cartero","cartero","cartero","tongue",0,"1",1,"0","Third","repeat",NA,0,"speak",0.521,0.432784,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"369",369,"caracol","caracol","caracol","tongue",0,"1",1,"0","Third","filler",NA,0,"speak",0.576,0.457994,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"370",370,"cerdo","cerdo","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.757955,0.9600586,"['c', 'e', 'r', 'd', 'o']",0.757955,1.1904188,1.3508724,1.5100234,1.7180136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"371",371,"miel","miel","miel","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.547779,0.418696,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"372",372,"miel","miel","miel","",0,"1",1,"0","Third","repeat",NA,0,"speak",0.570003,0.355469,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"373",373,"iglesia","iglesia","iglesia","",0,"1",1,"0","Third","nontarget",NA,0,"speak",0.792759,0.620793,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"374",374,"iglesia","iglesia","[type]","",0,"1",1,"0","Third","switch",NA,0,"type",0.6654925,1.2806448,"['i', 'g', 'k', 'l', 'e', 's', 'i', 'a']",0.6654925,0.9054864,1.0495131,1.0505154,1.2735181,1.4655115,1.5935376,1.9461373,NA,NA,NA,NA,NA,NA,NA,0,"None"
"375",375,"granja","granja","granja","",0,"1",1,"0","Third","filler",NA,0,"speak",0.569596,0.421878,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"376",376,"mano","mano","[type]","",0,"1",1,"0","Third","filler",NA,0,"type",0.7541389,0.272367,"['m', 'a', 'n', 'o']",0.7541389,0.8341327,0.946119,1.0265059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"377",377,"goma","goma","[type]","",0,"1",1,"0","Third","nontarget",NA,0,"type",0.9074277,0.3838056,"['g', 'o', 'm', 'a']",0.9074277,0.9874342,1.1632361,1.2912333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
