"","Trial_no","CorrectAns","SubjResponse","Transcription","Notes","Backspace","Item_correct","Modality_Correct","Exclude","Experiment_part","RepSwitch","Error_Corrected","Hesitation","RespModal","RT","Duration","KeyResp_keys","key1","key2","key3","key4","key5","key6","key7","key8","key9","key10","key11","key12","key13","key14","key15","baseline","baseline_condition"
"30",30,"fresa","fresa","fresa","",0,"1",1,"0","First","filler",NA,0,"speak",0.497171,0.436432,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"31",31,"caracol","caracol","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.7967137,0.7677779,"['c', 'a', 'r', 'a', 'c', 'o', 'l']",0.7967137,0.9247448,0.9887008,1.1166963,1.1487029,1.4365596,1.5644916,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"32",32,"caracol","carcaol","[type]","",0,"0",1,"1","First","repeat",NA,0,"type",0.7341714,0.8481614,"['c', 'a', 'r', 'c', 'a', 'o', 'l']",0.7341714,0.8621134,0.8781545,1.054151,1.0702179,1.4383445,1.5823328,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"33",33,"mu?eca","mu?eca","mu?eca","",0,"1",1,"0","First","filler",NA,0,"speak",0.855071,0.54247,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"34",34,"mano","mano","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.9403638,0.2252059,"['m', 'a', 'n', 'o']",0.9403638,1.0041972,1.1161594,1.1655697,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"35",35,"mano","mano","mano","",0,"1",1,"0","First","switch",NA,0,"speak",0.659085,0.383625,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"36",36,"cuerda","cuerda","cuerda","",0,"1",1,"0","First","nontarget",NA,0,"speak",0.793,0.414386,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"37",37,"cuerda","cuerda","[type]","",0,"1",1,"0","First","switch",NA,0,"type",0.9357841,0.5592765,"['c', 'u', 'e', 'r', 'd', 'a']",0.9357841,1.0797815,1.1757777,1.3033487,1.4315078,1.4950606,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"38",38,"traje","trajhe","[type]","",0,"0",1,"1","First","filler",NA,0,"type",1.1164369,0.5599805,"['t', 'r', 'a', 'j', 'h', 'e']",1.1164369,1.2604318,1.3244672,1.5644732,1.5964621,1.6764174,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"39",39,"granja","granja","[type]","tongue",0,"1",1,"0","First","nontarget",NA,0,"type",1.0228647,0.9273657,"['g', 'r', 'a', 'n', 'j', 'a']",1.0228647,1.2148455,1.3108753,1.758879,1.8862641,1.9502304,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"40",40,"granja","granja","granja","",0,"1",1,"0","First","switch",NA,0,"speak",0.74314,0.435686,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"41",41,"vaso","vaso","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.6953067,0.8153821,"['v', 'a', 's', 'o']",0.6953067,0.7913047,1.3826629,1.5106888,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"42",42,"pavo","pavo","pavo","",0,"1",1,"0","First","filler",NA,0,"speak",0.833986,0.328675,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"43",43,"manzana","manzana","manzana","",0,"1",1,"0","First","nontarget",NA,0,"speak",1.033881,0.591119,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"44",44,"manzana","manzana","manzana","",0,"1",1,"0","First","repeat",NA,0,"speak",0.551232,0.536268,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"45",45,"cazador","cazador","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.9949602,0.8646824,"['c', 'a', 'z', 'a', 'd', 'o', 'r']",0.9949602,1.0749533,1.2513096,1.3633056,1.6036114,1.7476322,1.8596426,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"46",46,"cerdo","cerdo","cerdo","mic sound /?/, tongue",0,"1",1,"0","First","nontarget",NA,0,"speak",0.802775,0.450973,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"47",47,"cerdo","cerdo","cerdo","",0,"1",1,"0","First","repeat",NA,0,"speak",0.429057,0.544909,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"48",48,"escoba","escoba","[/e/, type]","started speaking, then typed",0,"1",0,"0","First","filler",NA,0,"type",0.9905938,0.8001021,"['e', 's', 'c', 'o', 'b', 'a']",0.9905938,1.1986534,1.4229843,1.534974,1.710721,1.7906959,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"49",49,"espalda","espalda","espalda","breath before speaking",0,"1",1,"0","First","filler",NA,0,"speak",1.100848,0.512926,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"50",50,"falda","falda","falda","",0,"1",1,"0","First","nontarget",NA,0,"speak",0.610694,0.469227,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"51",51,"falda","falda","[type]","",0,"1",1,"0","First","switch",NA,0,"type",0.9250573,0.6558296,"['f', 'a', 'l', 'd', 'a']",0.9250573,1.005464,1.3248466,1.3888513,1.5808869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"52",52,"guante","guante","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.9231686,0.5599386,"['g', 'u', 'a', 'n', 't', 'e']",0.9231686,1.0191625,1.1796848,1.2436947,1.435181,1.4831072,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"53",53,"guante","guante","guante","tongue",0,"1",1,"0","First","switch",NA,0,"speak",0.48487,0.440216,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"54",54,"tronco","tronco","tronco","",0,"1",1,"0","First","filler",NA,0,"speak",0.889,0.395073,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"55",55,"miel","miel","miel","",0,"1",1,"0","First","nontarget",NA,0,"speak",0.892587,0.384728,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"56",56,"miel","miel","[type]","",0,"1",1,"0","First","switch",NA,0,"type",0.6381902,0.4159862,"['m', 'i', 'e', 'l']",0.6381902,0.7981402,0.8941691,1.0541764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"57",57,"pintor","pintor","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.7968469,0.7679406,"['p', 'i', 'n', 't', 'o', 'r']",0.7968469,1.1006206,1.2286589,1.3403316,1.436737,1.5647875,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"58",58,"cartero","cartero","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.9267497,0.6411578,"['c', 'a', 'r', 't', 'e', 'r', 'o']",0.9267497,1.0237532,1.119507,1.2315381,1.3435357,1.4715239,1.5679075,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"59",59,"cartero","cartero","cartero","",0,"1",1,"0","First","switch",NA,0,"speak",0.80114,0.507142,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"60",60,"caracol","caracol","caracol","tongue",0,"1",1,"0","First","filler",NA,0,"speak",0.665,0.513938,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"61",61,"cuerda","vuerda","[type] ","",0,"0",1,"1","First","filler",NA,0,"type",0.6076158,1.3923252,"['v', 'u', 'e', 'r', 'd', 'a']",0.6076158,1.2159584,1.4249144,1.5839521,1.7919152,1.999941,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"62",62,"aguja","aguja","aguja","tongue",0,"1",1,"0","First","nontarget",NA,0,"speak",1.376,0.472,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"63",63,"aguja","aguja","aguja","",0,"1",1,"0","First","repeat",NA,0,"speak",0.752,0.536,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"64",64,"granja","granja","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.8687232,0.7521118,"['g', 'r', 'a', 'n', 'j', 'a']",0.8687232,1.0287296,1.1257793,1.3488392,1.5248414,1.620835,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"65",65,"manzana","manzana","manzana","articulation sound",0,"1",1,"0","First","filler",NA,0,"speak",0.594538,0.522261,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"66",66,"oreja","oreja","oreja","tongue, sounds like orieja",0,"1",1,"0","First","nontarget",NA,0,"speak",0.561663,0.472218,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"67",67,"oreja","oreja","oreja","tongue, sounds like orieja",0,"1",1,"0","First","repeat",NA,0,"speak",0.623798,0.504202,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"68",68,"tenedor","tenedoir","[type]","",0,"0",1,"1","First","filler",NA,0,"type",0.7694308,0.6720158,"['t', 'e', 'n', 'e', 'd', 'o', 'i', 'r']",0.7694308,0.8654443,0.9934626,1.0575266,1.2344447,1.3454215,1.3614113,1.4414466,NA,NA,NA,NA,NA,NA,NA,0,"None"
"69",69,"goma","goma","goma","",0,"1",1,"0","First","nontarget",NA,0,"speak",0.762623,0.408746,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"70",70,"goma","goma","[type]","",0,"1",1,"0","First","switch",NA,0,"type",1.0818323,0.3038143,"['g', 'o', 'm', 'a']",1.0818323,1.1621528,1.3056502,1.3856466,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"71",71,"mano","mano","mano","breath before word production",0,"1",1,"0","First","filler",NA,0,"speak",0.53481,0.396319,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"72",72,"conejo","conejo","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.7900424,0.991295,"['c', 'o', 'n', 'e', 'j', 'o']",0.7900424,0.902065,1.1740252,1.318023,1.7343864,1.7813374,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"73",73,"conejo","conejo","[type]","breath at the end",0,"1",1,"0","First","repeat",NA,0,"type",1.1297968,0.6400077,"['c', 'o', 'n', 'e', 'j', 'o']",1.1297968,1.2268232,1.4178161,1.5308219,1.6897904,1.7698045,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"74",74,"cerdo","cerdo","cerdo","",0,"1",1,"0","First","filler",NA,0,"speak",0.653342,0.476402,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"75",75,"falda","falda","[type]","",0,"1",1,"0","First","filler",NA,0,"type",1.1545317,0.7523188,"['f', 'a', 'l', 'd', 'a']",1.1545317,1.2826941,1.5388514,1.6348492,1.9068505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"76",76,"iglesia","iglesia","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",1.3280896,0.9756619,"['i', 'g', 'l', 'e', 's', 'i', 'a']",1.3280896,1.6800658,1.7922833,1.9197686,2.127755,2.2077599,2.3037515,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"77",77,"iglesia","iglesia","[type]","",0,"1",1,"0","First","repeat",NA,0,"type",1.2946048,0.8805901,"['i', 'g', 'l', 'e', 's', 'i', 'a']",1.2946048,1.4545975,1.6466272,1.7586996,1.9830725,2.0632605,2.1751949,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"78",78,"guante","guante","guante","tongue",0,"1",1,"0","First","filler",NA,0,"speak",0.945314,0.37199,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"79",79,"vaca","vaca","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.829262,0.1919746,"['v', 'a', 'c', 'a']",0.829262,0.8772565,0.9422388,1.0212366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"80",80,"vaca","vaca","[type]","",0,"1",1,"0","First","repeat",NA,0,"type",0.840716,0.2399849,"['v', 'a', 'c', 'a']",0.840716,0.9047074,0.9847011,1.0807009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"81",81,"ba?o","ba?o","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.8741457,0.7042258,"['b', 'a', '?', 'o']",0.8741457,0.9395353,1.3537702,1.5783715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"82",82,"ba?o","ba?o","ba?o","",0,"1",1,"0","First","switch",NA,0,"speak",0.685399,0.377493,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"83",83,"cartero","cartero","cartero","",0,"1",1,"0","First","filler",NA,0,"speak",1.096,0.457759,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"84",84,"miel","miel","[type]","",0,"1",1,"0","First","filler",NA,0,"type",1.0371596,0.4319956,"['m', 'i', 'e', 'l']",1.0371596,1.1171613,1.341157,1.4691552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"85",85,"pierna","pierna","pierna","",0,"1",1,"0","First","nontarget",NA,0,"speak",1.112,0.347142,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"86",86,"pierna","pierna","pierna","tongue",0,"1",1,"0","First","repeat",NA,0,"speak",0.704,0.370447,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"87",87,"taza","taza","taza","",0,"1",1,"0","First","nontarget",NA,0,"speak",0.938672,0.36458,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"88",88,"taza","taza","[type]","",0,"1",1,"0","First","switch",NA,0,"type",0.8909797,0.3359563,"['t', 'a', 'z', 'a']",0.8909797,0.9549198,1.1309461,1.226936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"89",89,"aguja","aguja","aguja","",0,"1",1,"0","First","filler",NA,0,"speak",0.774429,0.539831,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"90",90,"oreja","oreja","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.8756076,0.944667,"['o', 'r', 'e', 'j', 'a']",0.8756076,1.1156011,1.436247,1.6922747,1.8202746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"91",91,"camisa","camisa","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.8406223,0.9915545,"['c', 'a', 'm', 'i', 's', 'a']",0.8406223,0.9366486,1.4165957,1.4806041,1.6564422,1.8321768,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"92",92,"camisa","camisa","camisa","tongue",0,"1",1,"0","First","switch",NA,0,"speak",0.697,0.470585,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"93",93,"regalo","regalo","regalo","tongue",0,"1",1,"0","First","nontarget",NA,0,"speak",0.648374,0.521946,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"94",94,"regalo","regalo","regalo","",0,"1",1,"0","First","repeat",NA,0,"speak",0.553,0.508402,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"95",95,"columna","columna","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.9732821,1.2794393,"['c', 'o', 'l', 'u', 'm', 'n', 'a']",0.9732821,1.4044726,1.5814095,1.7574093,2.0294182,2.1567322,2.2527214,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"96",96,"conejo","conejo","conejo","",0,"1",1,"0","First","filler",NA,0,"speak",0.801,0.470017,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"97",97,"bombero","bombero","bombero","",0,"1",1,"0","First","nontarget",NA,0,"speak",0.584989,0.549646,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"98",98,"bombero","bombero","[type]","",0,"1",1,"0","First","switch",NA,0,"type",1.6005765,0.8173605,"['b', 'o', 'm', 'b', 'e', 'r', 'o']",1.6005765,1.7125783,1.8886148,2.1286232,2.2095985,2.3686284,2.417937,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"99",99,"pulpo","pulpo","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.89576,0.8800194,"['p', 'u', 'l', 'p', 'o']",0.89576,1.1517764,1.4395682,1.5997845,1.7757794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"100",100,"pulpo","pulpo","[type]","",0,"1",1,"0","First","repeat",NA,0,"type",0.811496,0.8808175,"['p', 'u', 'l', 'p', 'o']",0.811496,1.1474655,1.4043066,1.5162999,1.6923135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"101",101,"iglesia","iglesia","iglesia","",0,"1",1,"0","First","filler",NA,0,"speak",1.016222,0.696272,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"102",102,"goma","goma","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.8067597,0.6873058,"['g', 'o', 'm', 'a']",0.8067597,1.1426846,1.3500589,1.4940655,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"103",103,"columna","columna","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.8613414,1.1191913,"['c', 'o', 'l', 'u', 'm', 'n', 'a']",0.8613414,1.2613359,1.4204157,1.5964022,1.7575859,1.8685725,1.9805327,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"104",104,"mu?eca","muneco","muneco","",0,"0",1,"1","First","nontarget",NA,0,"speak",0.565823,0.63633,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"105",105,"mu?eca","mu?eca","mu?eca","",0,"1",1,"1","First","repeat",NA,0,"speak",0.77278,0.531155,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"106",106,"pierna","pierna","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.9312099,1.3274263,"['p', 'i', 'e', 'r', 'n', 'a']",0.9312099,1.1550383,1.794651,1.9706809,2.1146442,2.2586362,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"107",107,"traje","camisa traje","camisa traje","",0,"0",1,"1","First","nontarget",NA,0,"speak",1.768,0.352,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"108",108,"traje","traje","traje","",0,"1",1,"1","First","repeat",NA,0,"speak",0.704,0.352,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"109",109,"tenedor","tenedor","[type]","",1,"0",1,"1","First","filler",NA,0,"type",0.8409086,1.8077987,"['t', 'e', 'n', 'e', 'd', 'r', 'backspace', 'o', 'r']",0.8409086,0.9362088,1.0642072,1.1122401,1.3522458,1.7042209,2.1842546,2.5202365,2.6487073,NA,NA,NA,NA,NA,NA,0,"None"
"110",110,"pulpo","pulpo","pulpo","",0,"1",1,"0","First","filler",NA,0,"speak",1.144,0.368,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"111",111,"cazador","cazador","cazador","mic tap, weird spectrogram",0,"1",1,"0","First","nontarget",NA,0,"speak",0.689237,0.506729,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"112",112,"cazador","cazador","[type]","",0,"1",1,"0","First","switch",NA,0,"type",0.9157682,0.9603948,"['c', 'a', 'z', 'a', 'd', 'o', 'r']",0.9157682,1.0440829,1.2193402,1.3481599,1.6041707,1.7321553,1.876163,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"113",113,"taza","taza","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.8159977,0.304426,"['t', 'a', 'z', 'a']",0.8159977,0.8959961,1.0399963,1.1204237,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"114",114,"fresa","fresa","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",1.1013011,0.5275591,"['f', 'r', 'e', 's', 'a']",1.1013011,1.1812986,1.3572881,1.4532836,1.6288602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
"115",115,"fresa","fresa","fresa","",0,"1",1,"0","First","switch",NA,0,"speak",0.732857,0.384716,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"116",116,"puente","puente","puente","",0,"1",1,"0","First","nontarget",NA,0,"speak",1.217,0.408,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"117",117,"puente","puente","[type]","",0,"1",1,"0","First","switch",NA,0,"type",0.972104,0.8635837,"['p', 'u', 'e', 'n', 't', 'e']",0.972104,1.2280963,1.4996494,1.5636877,1.7716854,1.8356877,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"118",118,"ba?o","ba?o","ba?o","",0,"1",1,"0","First","filler",NA,0,"speak",0.779753,0.396247,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"119",119,"espalda","espalda","[type]","",1,"0",1,"1","First","nontarget",NA,0,"type",0.9407083,1.6313833,"['e', 's', 'a', 'backspace', 'p', 'a', 'l', 'd', 'a']",0.9407083,1.1322303,1.3558915,1.8517453,2.0921069,2.1720967,2.2680502,2.3640922,2.5720916,NA,NA,NA,NA,NA,NA,1,"switch"
"120",120,"espalda","espalda","[type]","",0,"1",1,"1","First","repeat",NA,0,"type",0.9685866,0.8161988,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0.9685866,1.1445813,1.2725811,1.3685905,1.4656454,1.5608395,1.7847854,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"121",121,"bombero","bombero","bombero","",0,"1",1,"0","First","filler",NA,0,"speak",0.601601,0.459497,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"122",122,"pavo","pavo","[type]","",1,"0",1,"1","First","nontarget",NA,0,"type",1.0453566,1.0874414,"['p', 'a', 'o', 'backspace', 'v', 'o']",1.0453566,1.189317,1.5413165,1.877587,2.0048415,2.132798,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"123",123,"pavo","pavo","[type]","",0,"1",1,"1","First","repeat",NA,0,"type",0.7758814,0.6243978,"['p', 'a', 'v', 'o']",0.7758814,0.9361328,1.2882832,1.4002792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"124",124,"vaca","vaca","vaca","",0,"1",1,"0","First","filler",NA,0,"speak",0.858579,0.361037,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"125",125,"regalo","regalo","[type]","breath as if to speak, didn't speak",0,"1",1,"0","First","filler",NA,0,"type",0.9545957,0.8316707,"['r', 'e', 'g', 'a', 'l', 'o']",0.9545957,1.0513988,1.2583493,1.4344414,1.6577334,1.7862664,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"126",126,"vaso","vaso","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.7864121,0.6072214,"['v', 'a', 's', 'o']",0.7864121,0.8664022,1.0103915,1.3936335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"127",127,"vaso","vaso","vaso","",0,"1",1,"0","First","switch",NA,0,"speak",0.737886,0.368784,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"128",128,"camisa","camisa","[type]","",0,"1",1,"0","First","filler",NA,0,"type",0.8051273,0.7676785,"['c', 'a', 'm', 'i', 's', 'a']",0.8051273,0.9171558,1.2371533,1.3171699,1.3971527,1.5728058,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"129",129,"granja","granja","[type]","tongue sound, as if ready to speak, didn't",0,"1",1,"0","First","nontarget",NA,0,"type",1.0624894,1.199824,"['g', 'r', 'a', 'n', 'j', 'a']",1.0624894,1.2545102,1.3502,1.6707731,2.1023273,2.2623134,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"130",130,"granja","granja","[type]","",0,"1",1,"0","First","repeat",NA,0,"type",0.8503374,0.87986,"['g', 'r', 'a', 'n', 'j', 'a']",0.8503374,1.0256607,1.2347252,1.4422067,1.6021986,1.7301974,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"131",131,"mu?eca","mu?eca","mu?eca","",0,"1",1,"0","First","filler",NA,0,"speak",0.616042,0.46292,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"132",132,"mano","mano","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",0.7851737,0.2559775,"['m', 'a', 'n', 'o']",0.7851737,0.8806283,0.9765955,1.0411512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"switch"
"133",133,"mano","mano","[type]","",0,"1",1,"0","First","repeat",NA,0,"type",0.7056815,0.5125118,"['m', 'a', 'n', 'o']",0.7056815,0.9141105,1.0740853,1.2181933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"134",134,"pintor","pintor","[type]","",0,"1",1,"0","First","nontarget",NA,0,"type",1.0126579,0.8645212,"['p', 'i', 'n', 't', 'o', 'r']",1.0126579,1.3011844,1.5251837,1.6691454,1.717177,1.8771791,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"135",135,"pintor","pintor","pintor","",0,"1",1,"0","First","switch",NA,0,"speak",0.64,0.45972,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"None"
"136",136,"traje","traje","traje","",0,"1",1,"0","First","filler",NA,0,"speak",0.8,0.390842,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"repeat"
