Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L3_p450103_tr100_type_camisa;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr101_speak_espejo;espejo;763.322;483.563;;;;tongue;;
recording_V1L3_p450103_tr102_type_miel;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr103_type_pierna;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr104_speak_taza;taza;792.000;296.000;;;;;;
recording_V1L3_p450103_tr105_speak_pavo;pavo;904.000;272.000;;;;;;
recording_V1L3_p450103_tr106_speak_pavo;pavo;624.000;264.000;;;;;;
recording_V1L3_p450103_tr107_type_vaca;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr108_speak_espalda;espalda;894.287;551.564;;;;;;
recording_V1L3_p450103_tr109_speak_espalda;espalda;568.000;512.660;;;;;;
recording_V1L3_p450103_tr10_type_cazador;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr110_type_pulpo;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr111_speak_vaso;vaso;880.000;339.181;;;;;;
recording_V1L3_p450103_tr112_type_vaso;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr113_type_regalo;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr114_type_traje;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr115_speak_traje;traje;720.000;380.809;;;;;;
recording_V1L3_p450103_tr116_speak_fresa;fresa;853.990;372.746;;;;;;
recording_V1L3_p450103_tr117_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr118_type_bombero;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr119_speak_camisa;camisa;656.000;400.000;;;;;;
recording_V1L3_p450103_tr11_type_taza;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr120_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr121_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr122_speak_baño;baño;832.000;288.000;;;;;;
recording_V1L3_p450103_tr123_type_puente;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr124_type_puente;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr125_type_cazador;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr126_speak_cazador;cazador;720.507;455.859;;;;;;
recording_V1L3_p450103_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr128_type_falda;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr129_type_falda;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr12_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr130_speak_puente;puente;851.471;350.079;;;;;;
recording_V1L3_p450103_tr131_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr132_type_cuerda;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr133_type_espalda;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr134_speak_tenedor;tenedor;720.000;411.031;;;;;;
recording_V1L3_p450103_tr135_type_vaso;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr136_type_manzana;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr137_speak_manzana;manzana;624.000;496.000;;;;;;
recording_V1L3_p450103_tr138_speak_traje;traje;728.000;380.364;;;;;;
recording_V1L3_p450103_tr139_speak_caracol;caracol;616.000;522.587;;;;;;
recording_V1L3_p450103_tr13_speak_fresa;fresa;675.172;481.044;;;;tongue;;
recording_V1L3_p450103_tr140_type_caracol;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr141_type_fresa;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr142_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr143_speak_cerdo;cerdo;667.617;364.383;;;;;;
recording_V1L3_p450103_tr144_speak_mano;mano;928.000;288.662;;;;;;
recording_V1L3_p450103_tr145_speak_mano;mano;704.000;272.000;;;;;;
recording_V1L3_p450103_tr146_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr147_speak_granja;granja;920.000;452.813;;;;;;
recording_V1L3_p450103_tr148_speak_granja;granja;648.000;483.031;;;;;;
recording_V1L3_p450103_tr149_type_tronco;[type];0;3000.000;;;;;;
recording_V1L3_p450103_tr14_speak_puente;puente;743.174;425.636;;;;;;
