Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L4_p310104_tr100_type_aguja;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr101_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr102_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr103_speak_tronco;tronco;712.000;333.754;;;;;;
recording_V1L4_p310104_tr104_type_espejo;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr105_speak_regalo;regalo;797.060;370.940;;;;;;
recording_V1L4_p310104_tr106_speak_vaso;vaso;672.000;315.387;;;;;;
recording_V1L4_p310104_tr107_speak_vaso;vaso;696.000;320.000;;;;;;
recording_V1L4_p310104_tr108_type_taza;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr109_speak_cazador;cazador;738.693;423.794;;;;;;
recording_V1L4_p310104_tr10_type_vaso;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr110_speak_cazador;cazador;807.211;439.020;;;;;;
recording_V1L4_p310104_tr111_type_baño;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr112_speak_espalda;espalda;921.407;421.256;;;;;;
recording_V1L4_p310104_tr113_type_espalda;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr114_type_camisa;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr115_type_puente;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr116_speak_puente;puente;1035.603;324.824;;;;;;
recording_V1L4_p310104_tr117_speak_muñeca;muñeca;864.000;407.608;;;;;;
recording_V1L4_p310104_tr118_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr119_speak_vaca;vaca;864.000;273.111;;;;;;
recording_V1L4_p310104_tr11_type_regalo;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr120_speak_pulpo;pulpo;850.352;329.899;;;;;;
recording_V1L4_p310104_tr121_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr122_type_fresa;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr123_speak_pierna;pierna;672.000;328.075;;;;;;
recording_V1L4_p310104_tr124_speak_bombero;bombero;784.000;400.000;;;;;;
recording_V1L4_p310104_tr125_type_traje;[type];0;3000.000;;;;mic sound end of audio;;
recording_V1L4_p310104_tr126_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr128_speak_pavo;pavo;832.000;240.000;;;;;;
recording_V1L4_p310104_tr129_speak_vaso;vaso;840.000;312.000;;;;;;
recording_V1L4_p310104_tr12_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr130_type_traje;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr131_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr132_type_cerdo;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr133_speak_cazador;cazador;741.231;403.492;;;;;;
recording_V1L4_p310104_tr134_type_manzana;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr135_type_manzana;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr136_type_cuerda;[type];0;3000.000;;;;exhale while typing;;
recording_V1L4_p310104_tr137_speak_cuerda;cuerda;848.000;320.000;;;;;;
recording_V1L4_p310104_tr138_speak_espalda;espalda;652.412;439.020;;;;;;
recording_V1L4_p310104_tr139_speak_granja;granja;752.000;413.025;;;;;;
recording_V1L4_p310104_tr13_speak_traje;traje;764.070;332.437;;;;;;
recording_V1L4_p310104_tr140_type_granja;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr141_type_muñeca;[type];0;3000.000;;;;;;
recording_V1L4_p310104_tr142_type_falda;[type];0;3000.000;;;;;;
