Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V2L3_p140203_tr100_type_camisa;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr101_speak_espejo;espejo;781.708;602.918;;;;;;
recording_V2L3_p140203_tr102_type_miel;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr103_type_pierna;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr104_speak_taza;taza;728.000;393.625;;;;;;
recording_V2L3_p140203_tr105_speak_pavo;pavo;933.058;367.210;;;;;;
recording_V2L3_p140203_tr106_speak_pavo;pavo;880.000;390.494;;;;;;
recording_V2L3_p140203_tr107_type_vaca;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr108_speak_espalda;[type];0;3000.000;0;;;typed instead of speak;1;
recording_V2L3_p140203_tr109_speak_espalda;espalda;1468.986;650.060;0;;;typed before speaking;1;
recording_V2L3_p140203_tr10_type_cazador;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr110_type_pulpo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr111_speak_vaso;vaso;980.200;468.937;;;;;;
recording_V2L3_p140203_tr112_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr113_type_regalo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr114_type_traje;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr115_speak_traje;traje;872.000;472.928;;;;tongue;;
recording_V2L3_p140203_tr116_speak_fresa;fresa;1225.833;461.493;;;;;;
recording_V2L3_p140203_tr117_type_fresa;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr118_type_bombero;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr119_speak_camisa;camisa;1116.663;595.475;;;;;;
recording_V2L3_p140203_tr11_type_taza;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr120_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr121_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr122_speak_baño;baño;1052.153;426.757;;;;;;
recording_V2L3_p140203_tr123_type_puente;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr124_type_puente;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr125_type_cazador;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr126_speak_cazador;cazador;652.689;640.136;;;;;;
recording_V2L3_p140203_tr127_type_pavo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr128_type_falda;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr129_type_falda;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr12_type_fresa;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr130_speak_puente;puente;883.435;426.757;;;;;;
recording_V2L3_p140203_tr131_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr132_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr133_type_espalda;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr134_speak_tenedor;tenedor;776.000;516.824;;;;;;
recording_V2L3_p140203_tr135_type_vaso;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr136_type_manzana;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr137_speak_manzana;manzana;878.473;600.437;;;;;;
recording_V2L3_p140203_tr138_speak_traje;traje;930.577;461.493;;;;;;
recording_V2L3_p140203_tr139_speak_caracol;caracol;838.775;689.759;;;;;;
recording_V2L3_p140203_tr13_speak_fresa;fresa;1116.663;478.861;;;;;;
recording_V2L3_p140203_tr140_type_caracol;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr141_type_fresa;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr142_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr143_speak_cerdo;cerdo;724.642;493.748;;;;;;
recording_V2L3_p140203_tr144_speak_mano;mano;754.416;365.584;;;;;;
recording_V2L3_p140203_tr145_speak_mano;mano;655.170;416.830;;;;;;
recording_V2L3_p140203_tr146_type_muñeca;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr147_speak_granja;granja;751.934;439.163;;;;;;
recording_V2L3_p140203_tr148_speak_granja;granja;694.868;493.748;;;;;;
recording_V2L3_p140203_tr149_type_tronco;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr14_speak_puente;puente;1256.000;421.402;;;;;;
recording_V2L3_p140203_tr150_speak_cazador;cazador;680.000;583.051;;;;;;
recording_V2L3_p140203_tr151_speak_pintor;pintor;1040.000;458.759;;;;;;
recording_V2L3_p140203_tr152_type_pintor;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr153_speak_columna;columna;1072.000;545.854;;;;;;
recording_V2L3_p140203_tr154_type_oreja;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr155_speak_oreja;oreja;816.000;459.456;;;;;;
recording_V2L3_p140203_tr156_speak_falda;falda;756.897;364.728;;;;;;
recording_V2L3_p140203_tr157_speak_guante;guante;687.425;498.710;;;;;;
recording_V2L3_p140203_tr158_type_guante;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr159_type_cuerda;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr15_type_puente;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr160_type_conejo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr161_speak_conejo;conejo;776.000;425.022;;;;;;
recording_V2L3_p140203_tr162_type_manzana;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr163_speak_cartero;cartero;976.000;473.137;;;;;;
recording_V2L3_p140203_tr164_speak_cartero;cartero;1146.437;523.522;;;;tongue;;
recording_V2L3_p140203_tr165_speak_caracol;caracol;1040.000;498.458;;;;tongue;;
recording_V2L3_p140203_tr166_type_cerdo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr167_speak_miel;miel;798.456;273.544;;;;;;
recording_V2L3_p140203_tr168_speak_miel;miel;654.181;333.714;;;;;;
recording_V2L3_p140203_tr169_speak_iglesia;iglesia;794.114;535.928;;;;;;
recording_V2L3_p140203_tr16_speak_baño;baño;1034.785;461.493;;;;;;
recording_V2L3_p140203_tr170_type_iglesia;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr171_speak_granja;granja;756.897;471.418;;;;;;
recording_V2L3_p140203_tr172_type_mano;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr173_type_goma;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr174_type_goma;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr175_speak_pintor;pintor;742.010;451.569;;;;;;
recording_V2L3_p140203_tr176_type_aguja;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr177_type_aguja;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr178_type_guante;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr179_speak_espejo;espejo;704.793;553.296;;;;;;
recording_V2L3_p140203_tr17_type_espalda;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr180_speak_goma;goma;702.312;468.937;;;;;;
recording_V2L3_p140203_tr181_type_regalo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr182_type_regalo;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr183_type_pierna;[type];0;3000.000;;;;;;
recording_V2L3_p140203_tr184_speak_pierna;pierna;809.001;394.502;;;;;;
