image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;stimulus;order;psychopy_order;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textBlank500.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;textBlank500.stopped;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micResp.started;keyResp.keys;keyResp.corr;subjResponse;micResp.clip;keyPause.keys;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;keyResp.rt;textboxPause.started;keyPause.started;keyPause.rt;textboxGoodbye.started;textboxGoodbye.stopped;participant;session;date;expName;psychopyVersion;frameRate;Column1
;;;;;;;;;;;;;;;8.72E+14;1.12E+15;1.17E+16;1.17E+16;1.17E+16;1.17E+16;space;2.66E+16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
;;;;;;;;;;;;;;;;;;;;;;;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;3.84E+16;space;9.03E+15;;;;;;;;;;;;;;;;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_178.png;puente;speak;gold;nontarget;2;NT;1;Stim1_Set1;1;0;0;0;0;0;;5.21E+15;;;;;;;;;;;;;;;;;;;;;;4.80E+15;4.80E+15;4.91E+15;4.91E+15;4.91E+15;4.91E+15;4.91E+15;4.91E+15;4.91E+15;6.55E+15;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.19.611.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_178.png;puente;speak;gold;repeat;2;T;1;Stim1_Set1;2;1;0;1;1;1;;5.67E+15;;;;;;;;;;;;;;;;;;;;;;;5.26E+16;5.37E+15;5.37E+15;5.37E+15;5.37E+15;5.37E+15;5.37E+15;5.37E+15;1.45E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.24.230.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_319.png;vaca;type;darkblue;filler;1;F;1;Stim1_Set4;3;2;0;2;2;2;;6.13E+15;;;;;;;;;;;;;;;;;;;;;;6.18E+15;5.72E+16;5.83E+15;5.83E+15;5.83E+15;5.83E+15;5.83E+15;5.83E+15;5.83E+15;4.19E+15;['v', 'a', 'c', 'a'];0;vaca;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.28.814.wav;None;6.13E+15;6.13E+15;6.13E+15;6.13E+15;6.13E+15;6.13E+15;[0.9352080998942256, 1.1914514992386103, 1.4154546996578574, 1.6235749991610646];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_142.png;vaso;speak;gold;nontarget;2;NT;1;Stim2_Set1;4;3;0;3;3;3;;6.59E+15;;;;;;;;;;;;;;;;;;;;;;6.64E+15;6.18E+15;6.29E+15;6.29E+15;6.29E+15;6.29E+15;6.29E+15;6.29E+15;6.29E+15;3.66E+15;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.33.471.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_142.png;vaso;speak;gold;repeat;2;T;1;Stim2_Set1;5;4;0;4;4;4;;7.06E+15;;;;;;;;;;;;;;;;;;;;;;7.11E+15;6.64E+15;6.75E+15;6.75E+15;6.75E+15;6.75E+15;6.75E+15;6.75E+15;6.75E+15;1.20E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.38.090.wav;None;7.06E+15;7.06E+15;7.06E+15;7.06E+15;7.06E+15;7.06E+15;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_719.png;baño;type;darkblue;filler;1;F;1;Stim2_Set4;6;5;0;5;5;5;;7.52E+15;;;;;;;;;;;;;;;;;;;;;;7.57E+15;7.11E+15;7.21E+15;7.21E+15;7.21E+15;7.21E+15;7.21E+15;7.21E+15;7.21E+15;3.91E+15;['b', 'a', 'ñ', 'o'];0;baño;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.42.680.wav;None;;;;;;;[1.3950960002839565, 1.6667865999042988, 2.61260399967432, 2.8192491997033358];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_135.png;traje;speak;gold;nontarget;2;NT;1;Stim3_Set1;7;6;0;6;6;6;;7.98E+14;;;;;;;;;;;;;;;;;;;;;;8.03E+15;7.57E+15;7.68E+14;7.68E+14;7.68E+14;7.68E+14;7.68E+14;7.68E+14;7.68E+14;3.60E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.47.375.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_135.png;traje;type;darkblue;switch;1;T;1;Stim3_Set1;8;7;0;7;7;7;;8.45E+15;;;;;;;;;;;;;;;;;;;;;;;8.03E+15;8.15E+15;8.15E+15;8.15E+15;8.15E+15;8.15E+15;8.15E+15;8.15E+15;1.26E+15;['t', 'r', 'a', 'j', 'e'];0;traje;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.52.018.wav;None;;;;;;;[1.1260260995477438, 1.301485899835825, 1.4940759995952249, 1.6700702998787165, 1.8454183991998434];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_128.png;muñeca;type;darkblue;nontarget;1;NT;1;Stim4_Set1;9;8;0;8;8;8;;8.91E+14;;;;;;;;;;;;;;;;;;;;;;8.96E+14;8.50E+15;8.61E+15;8.61E+15;8.61E+15;8.61E+15;8.61E+15;8.61E+15;8.61E+15;3.96E+15;['n', 'backspace', 'm', 'u'];0;mu;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h28.56.627.wav;None;;;;;;;[1.2741719987243414, 2.1532774986699224, 2.729181499220431, 2.936428398825228];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_128.png;muñeca;speak;gold;switch;2;T;1;Stim4_Set1;10;9;0;9;9;9;;9.38E+15;;;;;;;;;;;;;;;;;;;;;;;8.96E+14;9.07E+14;9.07E+14;9.07E+14;9.07E+14;9.07E+14;9.07E+14;9.07E+14;1.36E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.01.290.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_8.png;pierna;speak;gold;filler;2;F;1;Stim3_Set4;11;10;0;10;10;10;;9.84E+15;;;;;;;;;;;;;;;;;;;;;;9.89E+15;9.43E+15;9.54E+15;9.54E+15;9.54E+15;9.54E+15;9.54E+15;9.54E+15;9.54E+15;3.52E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.05.961.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_19.png;pavo;speak;gold;nontarget;2;NT;1;Stim5_Set1;12;11;0;11;11;11;;1.03E+16;;;;;;;;;;;;;;;;;;;;;;1.04E+16;9.89E+15;1.00E+16;1.00E+16;1.00E+16;1.00E+16;1.00E+16;1.00E+16;1.00E+16;4.09E+15;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.10.561.wav;None;1.03E+16;1.03E+16;1.03E+16;1.03E+16;1.03E+16;1.03E+16;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_19.png;pavo;type;darkblue;switch;1;T;1;Stim5_Set1;13;12;0;12;12;12;;1.08E+16;;;;;;;;;;;;;;;;;;;;;;1.08E+16;1.04E+16;1.05E+16;1.05E+16;1.05E+16;1.05E+16;1.05E+16;1.05E+16;1.05E+16;1.78E+16;['p', 'a', 'v', 'o'];0;pavo;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.15.212.wav;None;1.08E+16;1.08E+16;1.08E+16;1.08E+16;1.08E+16;1.08E+16;[1.1268621990457177, 1.590583698824048, 1.8142437990754843, 1.9105699993669987];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_498.png;taza;speak;gold;filler;2;F;1;Stim4_Set4;14;13;0;13;13;13;;1.12E+15;;;;;;;;;;;;;;;;;;;;;;1.13E+16;1.08E+16;1.09E+16;1.09E+16;1.09E+16;1.09E+16;1.09E+16;1.09E+16;1.09E+16;4.39E+15;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.19.866.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_16.png;cazador;type;darkblue;nontarget;1;NT;1;Stim6_Set1;15;14;0;14;14;14;;1.17E+16;;;;;;;;;;;;;;;;;;;;;;1.17E+15;1.13E+16;1.14E+16;1.14E+16;1.14E+16;1.14E+16;1.14E+16;1.14E+16;1.14E+16;4.43E+14;['c', 'c', 'z'];0;ccz;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.24.463.wav;None;;;;;;;[1.0045992992818356, 1.5326180988922715, 2.077182998880744];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_16.png;cazador;type;darkblue;repeat;1;T;1;Stim6_Set1;16;15;0;15;15;15;;1.22E+16;;;;;;;;;;;;;;;;;;;;;;1.22E+16;1.17E+15;1.18E+16;1.18E+16;1.18E+16;1.18E+16;1.18E+16;1.18E+16;1.18E+16;1.49E+16;['v', 'backspace', 'c', 'a', 'z'];0;caz;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.29.034.wav;None;1.22E+16;1.22E+16;1.22E+16;1.22E+16;1.22E+16;1.22E+16;[1.529590499587357, 1.8495879992842674, 2.5374034997075796, 2.745456799864769, 2.90522029902786];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_687.png;camisa;speak;gold;filler;2;F;1;Stim5_Set4;17;16;0;16;16;16;;1.26E+16;;;;;;;;;;;;;;;;;;;;;;;1.22E+16;1.23E+16;1.23E+16;1.23E+16;1.23E+16;1.23E+16;1.23E+16;1.23E+16;3.62E+15;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.33.707.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_142.png;vaso;type;darkblue;nontarget;1;NT;1;Stim7_Set1;18;17;0;17;17;17;;1.31E+16;;;;;;;;;;;;;;;;;;;;;;1.31E+16;1.27E+16;1.28E+16;1.28E+16;1.28E+16;1.28E+16;1.28E+16;1.28E+16;1.28E+16;1.23E+16;['v', 'a', 's', 'o'];0;vaso;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.38.367.wav;None;1.31E+16;1.31E+16;1.31E+16;1.31E+16;1.31E+16;1.31E+16;[1.0754102999344468, 1.3314006999135017, 1.4914064994081855, 1.6522704996168613];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_142.png;vaso;type;darkblue;repeat;1;T;1;Stim7_Set1;19;18;0;18;18;18;;1.35E+15;;;;;;;;;;;;;;;;;;;;;;;1.31E+16;1.32E+16;1.32E+16;1.32E+16;1.32E+16;1.32E+16;1.32E+16;1.32E+16;1.25E+16;['v', 'a', 's', 'o'];0;vaso;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.42.996.wav;None;;;;;;;[1.1231926996260881, 1.3632174003869295, 1.5071823000907898, 1.6359229004010558];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_338.png;regalo;speak;gold;filler;2;F;1;Stim6_Set4;20;19;0;19;19;19;;1.40E+16;;;;;;;;;;;;;;;;;;;;;;1.41E+16;1.36E+15;1.37E+16;1.37E+16;1.37E+16;1.37E+16;1.37E+16;1.37E+16;1.37E+16;3.83E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.47.636.wav;None;1.40E+16;1.40E+16;1.40E+16;1.40E+16;1.40E+16;1.40E+16;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_169.png;espalda;type;darkblue;nontarget;1;NT;1;Stim8_Set1;21;20;0;20;20;20;;1.45E+16;;;;;;;;;;;;;;;;;;;;;;;1.41E+16;1.42E+16;1.42E+16;1.42E+16;1.42E+16;1.42E+16;1.42E+16;1.42E+16;3.61E+15;['s', 'p', 'a', 'l'];0;spal;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.52.201.wav;None;;;;;;;[1.362453198991716, 2.5301762986928225, 2.722607798874378, 2.8345748987048864];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_169.png;espalda;speak;gold;switch;2;T;1;Stim8_Set1;22;21;0;21;21;21;;1.49E+15;;;;;;;;;;;;;;;;;;;;;;1.50E+16;1.45E+16;1.46E+15;1.46E+15;1.46E+15;1.46E+15;1.46E+15;1.46E+15;1.46E+15;1.35E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h29.56.752.wav;None;1.49E+15;1.49E+15;1.49E+15;1.49E+15;1.49E+15;1.49E+15;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_48.png;bombero;type;darkblue;filler;1;F;1;Stim7_Set4;23;22;0;22;22;22;;1.54E+15;;;;;;;;;;;;;;;;;;;;;;;1.50E+16;1.51E+15;1.51E+15;1.51E+15;1.51E+15;1.51E+15;1.51E+15;1.51E+15;3.82E+16;['b', 'o', 'm', 'b', 'e', 'r', 'o'];0;bombero;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.01.529.wav;None;;;;;;;[1.505966898985207, 1.5859691994264722, 1.7772952988743782, 2.001286598853767, 2.2252920996397734, 2.3695810995996, 2.466578599065542];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_728.png;pulpo;type;darkblue;filler;1;F;1;Stim8_Set4;24;23;0;23;23;23;;1.59E+15;;;;;;;;;;;;;;;;;;;;;;1.59E+16;1.55E+16;1.56E+16;1.56E+16;1.56E+16;1.56E+16;1.56E+16;1.56E+16;1.56E+16;3.79E+16;['p', 'u', 'l', 'p', 'o'];0;pulpo;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.06.269.wav;None;1.59E+15;1.59E+15;1.59E+15;1.59E+15;1.59E+15;1.59E+15;[1.6240207990631461, 2.087954799644649, 2.3278881991282105, 2.583849499002099, 2.7603660989552736];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_178.png;puente;speak;gold;filler;2;F;2;Stim1_Set1;25;24;0;24;24;24;;1.63E+16;;;;;;;;;;;;;;;;;;;;;;;1.59E+16;1.60E+16;1.60E+16;1.60E+16;1.60E+16;1.60E+16;1.60E+16;1.60E+16;1.33E+15;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.10.905.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_175.png;pintor;type;darkblue;nontarget;1;NT;2;Stim1_Set2;26;25;0;25;25;25;;1.68E+15;;;;;;;;;;;;;;;;;;;;;;1.68E+15;1.64E+16;1.65E+16;1.65E+16;1.65E+16;1.65E+16;1.65E+16;1.65E+16;1.65E+16;3.78E+14;['p', 'n', 'backspace', 'i', 'n', 't', 'o'];0;pinto;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.15.506.wav;None;1.68E+15;1.68E+15;1.68E+15;1.68E+15;1.68E+15;1.68E+15;[1.2664624992758036, 1.6504226988181472, 2.163106099702418, 2.4506176989525557, 2.594320999458432, 2.7387392995879054, 2.8347353991121054];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_175.png;pintor;type;darkblue;repeat;1;T;2;Stim1_Set2;27;26;0;26;26;26;;1.73E+16;;;;;;;;;;;;;;;;;;;;;;;1.68E+15;1.70E+16;1.70E+16;1.70E+16;1.70E+16;1.70E+16;1.70E+16;1.70E+16;1.41E+15;['p', 'i', 'n', 't', 'o', 'r'];0;pintor;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.20.133.wav;None;;;;;;;[1.4108200995251536, 1.634807899594307, 1.7788071995601058, 1.9548038002103567, 2.0835910998284817, 2.7868483001366258];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_142.png;vaso;speak;gold;filler;2;F;2;Stim2_Set1;28;27;0;27;27;27;;1.77E+16;;;;;;;;;;;;;;;;;;;;;;1.78E+14;1.73E+14;1.74E+15;1.74E+15;1.74E+15;1.74E+15;1.74E+15;1.74E+15;1.74E+15;1.25E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.24.796.wav;None;1.77E+16;1.77E+16;1.77E+16;1.77E+16;1.77E+16;1.77E+16;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_152.png;caracol;type;darkblue;nontarget;1;NT;2;Stim2_Set2;29;28;0;28;28;28;;1.82E+16;;;;;;;;;;;;;;;;;;;;;;1.82E+16;1.78E+14;1.79E+16;1.79E+16;1.79E+16;1.79E+16;1.79E+16;1.79E+16;1.79E+16;4.47E+15;['c', 'a', 'r', 'a', 'c', 'o', 'l'];0;caracol;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.29.352.wav;None;;;;;;;[1.2843643995001912, 1.524232399649918, 1.747770399786532, 1.9399044001474977, 2.163906999863684, 2.227899800054729, 2.403891899622977];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_152.png;caracol;type;darkblue;repeat;1;T;2;Stim2_Set2;30;29;0;29;29;29;;1.86E+16;;;;;;;;;;;;;;;;;;;;;;1.87E+16;1.82E+16;1.83E+15;1.83E+15;1.83E+15;1.83E+15;1.83E+15;1.83E+15;1.83E+15;1.49E+16;['c', 'a', 'r', 'a', 'c', 'o', 'l'];0;caracol;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.33.944.wav;None;1.86E+16;1.86E+16;1.86E+16;1.86E+16;1.86E+16;1.86E+16;[0.7315365988761187, 0.922970999032259, 1.1315721990540624, 1.3229380995035172, 1.5149483988061547, 1.5950096994638443, 1.7869089990854263];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_264.png;mano;type;darkblue;nontarget;1;NT;2;Stim3_Set2;31;30;0;30;30;30;;1.91E+16;;;;;;;;;;;;;;;;;;;;;;;1.87E+16;1.88E+15;1.88E+15;1.88E+15;1.88E+15;1.88E+15;1.88E+15;1.88E+15;4.29E+15;['m', 'a', 'n', 'o'];0;mano;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.38.531.wav;None;1.91E+16;1.91E+16;1.91E+16;1.91E+16;1.91E+16;1.91E+16;[0.8672851994633675, 0.9633006993681192, 1.0599804995581508, 1.2195034995675087];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_264.png;mano;speak;gold;switch;2;T;2;Stim3_Set2;32;31;0;31;31;31;;1.96E+16;;;;;;;;;;;;;;;;;;;;;;;1.92E+16;1.93E+16;1.93E+16;1.93E+16;1.93E+16;1.93E+16;1.93E+16;1.93E+16;1.39E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.43.295.wav;None;1.96E+16;1.96E+16;1.96E+16;1.96E+16;1.96E+16;1.96E+16;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_517.png;cuerda;speak;gold;nontarget;2;NT;2;Stim4_Set2;33;32;0;32;32;32;;2.00E+16;;;;;;;;;;;;;;;;;;;;;;;1.96E+15;1.97E+16;1.97E+16;1.97E+16;1.97E+16;1.97E+16;1.97E+16;1.97E+16;3.81E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.47.888.wav;None;;;;;;;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_517.png;cuerda;type;darkblue;switch;1;T;2;Stim4_Set2;34;33;0;33;33;33;;2.05E+15;;;;;;;;;;;;;;;;;;;;;;;2.01E+16;2.02E+16;2.02E+16;2.02E+16;2.02E+16;2.02E+16;2.02E+16;2.02E+16;1.46E+16;['c', 'u', 'e', 'r', 'd', 'a'];0;cuerda;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.52.603.wav;None;;;;;;;[1.005949699319899, 1.133937600068748, 1.2779105994850397, 1.4379755994305015, 1.5983133995905519, 1.790515199303627];;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
REPSWITCH1/PICTURE_135.png;traje;speak;gold;filler;2;F;2;Stim3_Set1;35;34;0;34;34;34;;2.10E+16;;;;;;;;;;;;;;;;;;;;;;;2.06E+15;2.07E+16;2.07E+16;2.07E+16;2.07E+16;2.07E+16;2.07E+16;2.07E+16;1.30E+16;None;0;;C:\Users\Experimental User\Desktop\experiment\data/010100_REPSWITCH1_v2022.2.4_2023-07-17_16h27.34.455_micResp_recorded\recording_micResp_2023-07-17_16h30.57.227.wav;None;2.10E+16;2.10E+16;2.10E+16;2.10E+16;2.10E+16;2.10E+16;;;;;;;10100;1;2023-07-17_16h27.34.455;REPSWITCH1_v2022.2.4;202224;1.44E+16;
