",""Trial_no"",""CorrectAns"",""SubjResponse"",""Backspace"",""Item_correct"",""RespModal"",""KeyResp_keys"",""key1"",""key2"",""key3"",""key4"",""key5"",""key6"",""key7"",""key8"",""key9"",""key10"",""key11"",""key12"",""key13"",""key14"",""key15"",""RepSwitch"",""FrameColor"",""sequence"",""Target"",""set"",""block"",""list"",""exp_version"",""stimulus"",""baseline"",""baseline_condition"",""fixationITI.started"",""fixationITI.stopped"",""polygonColour.started"",""polygonWhite.started"",""imageObject.started"",""polygonType.started"",""textInput.started"",""keyResp.started"",""micRespv1l1.started"",""participant"",""date"",""expName"",""frameRate"""
"1,1,""espejo"",""espejo"",""0"",""1"",""type"",""['e', 's', 'p', 'e', 'j', 'o']"",1.15626149997115,1.29989030002616,1.47612569993362,1.57212269993033,1.85969019995537,2.05172649992164,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""darkblue"",1,""F"",1,1,1,1,""Extra1"",0,""None"",23.4751535999821,24.5305765999947,24.5305765999947,24.5305765999947,24.5305765999947,24.5305765999947,24.5305765999947,24.5305765999947,24.5305765999947,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"2,2,""cadena"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",1,1,1,1,""Extra2"",0,""None"",28.0515918999445,29.176989999949,29.176989999949,29.176989999949,29.176989999949,29.176989999949,29.176989999949,29.176989999949,29.176989999949,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"3,3,""puente"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""gold"",2,""NT"",1,1,1,1,""Stim1_Set1"",1,""repeat"",32.7051698999712,33.7956931999652,33.7956931999652,33.7956931999652,33.7956931999652,33.7956931999652,33.7956931999652,33.7956931999652,33.7956931999652,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"4,4,""puente"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""repeat"",""gold"",2,""T"",1,1,1,1,""Stim1_Set1"",0,""None"",37.3304937999928,38.4908744000131,38.4908744000131,38.4908744000131,38.4908744000131,38.4908744000131,38.4908744000131,38.4908744000131,38.4908744000131,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"5,5,""vaca"",""vaca"",""0"",""1"",""type"",""['v', 'a', 'c', 'a']"",1.0228119000094,1.15074970002752,1.43875060009304,1.53505960002076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""darkblue"",1,""F"",1,1,1,1,""Stim1_Set4"",0,""None"",42.0258561000228,43.0958671999397,43.0958671999397,43.0958671999397,43.0958671999397,43.0958671999397,43.0958671999397,43.0958671999397,43.0958671999397,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"6,6,""fresa"",""fr"",""0"",""0"",""speak"",""['f', 'r']"",1.1624932999257,1.33753139991313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""gold"",2,""NT"",1,1,1,1,""Stim2_Set1"",1,""switch"",46.6167241999647,47.8045381000265,47.8045381000265,47.8045381000265,47.8045381000265,47.8045381000265,47.8045381000265,47.8045381000265,47.8045381000265,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"7,7,""fresa"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""repeat"",""gold"",2,""T"",1,1,1,1,""Stim2_Set1"",0,""None"",51.3256368000293,52.3744322999846,52.3744322999846,52.3744322999846,52.3744322999846,52.3744322999846,52.3744322999846,52.3744322999846,52.3744322999846,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"8,8,""bano"",""bano"",""0"",""1"",""type"",""['b', 'a', 'n', 'o']"",1.06190440000501,1.1738464999944,1.71769139997195,1.92568430001847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""darkblue"",1,""F"",1,1,1,1,""Stim2_Set4"",1,""switch"",55.8956621999387,56.9443784999894,56.9443784999894,56.9443784999894,56.9443784999894,56.9443784999894,56.9443784999894,56.9443784999894,56.9443784999894,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"9,9,""traje"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""gold"",2,""NT"",1,1,1,1,""Stim3_Set1"",0,""None"",60.4726985000307,61.6743966999929,61.6743966999929,61.6743966999929,61.6743966999929,61.6743966999929,61.6743966999929,61.6743966999929,61.6743966999929,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"10,10,""traje"",""traje"",""0"",""1"",""type"",""['t', 'r', 'a', 'j', 'e']"",1.05311889993027,1.22907290002331,1.29309789999388,1.64521550002974,1.74207149993163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""switch"",""darkblue"",1,""T"",1,1,1,1,""Stim3_Set1"",0,""None"",65.2024930999614,66.3137063999893,66.3137063999893,66.3137063999893,66.3137063999893,66.3137063999893,66.3137063999893,66.3137063999893,66.3137063999893,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"11,11,""camisa"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",1,1,1,1,""Stim5_Set4"",0,""None"",69.8352745999582,70.9392547999742,70.9392547999742,70.9392547999742,70.9392547999742,70.9392547999742,70.9392547999742,70.9392547999742,70.9392547999742,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"12,12,""muneca"",""muneca"",""0"",""1"",""type"",""['m', 'u', 'n', 'e', 'c', 'a']"",1.27125380001962,1.5275862000417,1.94307909999043,2.18364689999726,2.55176149995532,2.67920719995163,NA,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""darkblue"",1,""NT"",1,1,1,1,""Stim4_Set1"",1,""switch"",74.474218999967,75.5510773999849,75.5510773999849,75.5510773999849,75.5510773999849,75.5510773999849,75.5510773999849,75.5510773999849,75.5510773999849,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"13,13,""muneca"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""switch"",""gold"",2,""T"",1,1,1,1,""Stim4_Set1"",0,""None"",79.086070499965,80.1974442999344,80.1974442999344,80.1974442999344,80.1974442999344,80.1974442999344,80.1974442999344,80.1974442999344,80.1974442999344,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"14,14,""pierna"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",1,1,1,1,""Stim3_Set4"",0,""None"",83.7185962999938,84.7884484999813,84.7884484999813,84.7884484999813,84.7884484999813,84.7884484999813,84.7884484999813,84.7884484999813,84.7884484999813,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"15,15,""pavo"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""gold"",2,""NT"",1,1,1,1,""Stim5_Set1"",0,""None"",88.3235499999719,89.4417952999938,89.4417952999938,89.4417952999938,89.4417952999938,89.4417952999938,89.4417952999938,89.4417952999938,89.4417952999938,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"16,16,""pavo"",""pavo"",""0"",""1"",""type"",""['p', 'a', 'v', 'o']"",1.17917840008158,1.83517179999035,2.41077860002406,2.53873769997153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""switch"",""darkblue"",1,""T"",1,1,1,1,""Stim5_Set1"",0,""None"",92.9631529999897,94.0118735999567,94.0118735999567,94.0118735999567,94.0118735999567,94.0118735999567,94.0118735999567,94.0118735999567,94.0118735999567,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"17,17,""cazador"",""cazador"",""0"",""1"",""type"",""['c', 'a', 'z', 'a', 'd', 'o', 'r']"",1.10180730000138,1.22981200006325,1.43706880009267,1.61373209999874,1.83766050008126,2.06163420004304,2.22251410002355,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""darkblue"",1,""NT"",1,1,1,1,""Stim6_Set1"",1,""switch"",97.5392353000352,98.6170988000231,98.6170988000231,98.6170988000231,98.6170988000231,98.6170988000231,98.6170988000231,98.6170988000231,98.6170988000231,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"18,18,""cazador"",""cazador"",""0"",""1"",""type"",""['c', 'a', 'z', 'a', 'd', 'o', 'r']"",1.3816163999727,1.47761870000977,1.66961689991876,1.84567990002688,2.08579469996039,2.31012509996071,2.50212690001354,NA,NA,NA,NA,NA,NA,NA,NA,""repeat"",""darkblue"",1,""T"",1,1,1,1,""Stim6_Set1"",0,""None"",102.137842399999,103.200511000003,103.200511000003,103.200511000003,103.200511000003,103.200511000003,103.200511000003,103.200511000003,103.200511000003,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"19,19,""taza"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",1,1,1,1,""Stim4_Set4"",0,""None"",106.721768099931,107.812591199996,107.812591199996,107.812591199996,107.812591199996,107.812591199996,107.812591199996,107.812591199996,107.812591199996,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"20,20,""bombero"",""bombero"",""0"",""1"",""type"",""['b', 'o', 'm', 'b', 'e', 'r', 'o']"",1.29394500004128,1.48590410000179,1.7262316000415,2.47734210011549,2.58954480011016,2.74954590003472,2.95750830008183,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""darkblue"",1,""F"",1,1,1,1,""Stim7_Set4"",0,""None"",111.347290299949,112.472607000032,112.472607000032,112.472607000032,112.472607000032,112.472607000032,112.472607000032,112.472607000032,112.472607000032,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"21,21,""vaso"",""vaso"",""0"",""1"",""type"",""['v', 'a', 's', 'o']"",1.26980620005634,1.34976859996095,1.52576170000248,1.73421320004854,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""darkblue"",1,""NT"",1,1,1,1,""Stim7_Set1"",1,""repeat"",116.007618000032,117.216254299972,117.216254299972,117.216254299972,117.216254299972,117.216254299972,117.216254299972,117.216254299972,117.216254299972,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"22,22,""vaso"",""vaso"",""0"",""1"",""type"",""['v', 'a', 's', 'o']"",0.802419499959797,0.882421300048009,1.04240349994507,1.25042609998491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""repeat"",""darkblue"",1,""T"",1,1,1,1,""Stim7_Set1"",0,""None"",120.737183799967,121.828121999977,121.828121999977,121.828121999977,121.828121999977,121.828121999977,121.828121999977,121.828121999977,121.828121999977,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"23,23,""regalo"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",1,1,1,1,""Stim6_Set4"",1,""switch"",125.349267099984,126.42567659996,126.42567659996,126.42567659996,126.42567659996,126.42567659996,126.42567659996,126.42567659996,126.42567659996,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"24,24,""pulpo"",""pulp"",""0"",""0"",""type"",""['p', 'u', 'l', 'p']"",2.05807380005717,2.34503950004,2.74512700003106,2.92107480007689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""darkblue"",1,""F"",1,1,1,1,""Stim8_Set4"",1,""switch"",129.947031799937,130.988939599949,130.988939599949,130.988939599949,130.988939599949,130.988939599949,130.988939599949,130.988939599949,130.988939599949,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"25,25,""espalda"",""espalda"",""0"",""1"",""type"",""['e', 's', 'p', 'a', 'l', 'd', 'a']"",1.30608499993104,1.48223490000237,1.61021089996211,1.70621119998395,1.89800399995875,2.18599869997706,2.39404429995921,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""darkblue"",1,""NT"",1,1,1,1,""Stim8_Set1"",1,""repeat"",134.510233900044,135.788148000021,135.788148000021,135.788148000021,135.788148000021,135.788148000021,135.788148000021,135.788148000021,135.788148000021,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"26,26,""espalda"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""switch"",""gold"",2,""T"",1,1,1,1,""Stim8_Set1"",0,""None"",139.323359700036,140.427578200004,140.427578200004,140.427578200004,140.427578200004,140.427578200004,140.427578200004,140.427578200004,140.427578200004,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"27,27,""puente"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",2,1,1,1,""Stim1_Set1"",0,""None"",143.955907800002,145.157483299961,145.157483299961,145.157483299961,145.157483299961,145.157483299961,145.157483299961,145.157483299961,145.157483299961,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"28,28,""pintor"",""pinmtor"",""0"",""0"",""type"",""['p', 'i', 'n', 'm', 't', 'o', 'r']"",1.26929920003749,1.50875010003801,1.71680690010544,1.73426030005794,1.95715930010192,2.0685999999987,2.21259780006949,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""darkblue"",1,""NT"",2,1,1,1,""Stim1_Set2"",1,""switch"",148.678626599954,149.873384800041,149.873384800041,149.873384800041,149.873384800041,149.873384800041,149.873384800041,149.873384800041,149.873384800041,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"29,29,""pintor"",""pintor"",""0"",""1"",""type"",""['p', 'i', 'n', 't', 'o', 'r']"",0.756311299977824,0.995753899915144,1.30007140000816,1.49207369994838,1.62007750000339,2.37207609997131,NA,NA,NA,NA,NA,NA,NA,NA,NA,""repeat"",""darkblue"",1,""T"",2,1,1,1,""Stim1_Set2"",0,""None"",153.394434100017,154.450238600024,154.450238600024,154.450238600024,154.450238600024,154.450238600024,154.450238600024,154.450238600024,154.450238600024,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"30,30,""fresa"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",2,1,1,1,""Stim2_Set1"",0,""None"",157.977686799946,159.12452730001,159.12452730001,159.12452730001,159.12452730001,159.12452730001,159.12452730001,159.12452730001,159.12452730001,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"31,31,""caracol"",""caracol"",""0"",""1"",""type"",""['c', 'a', 'r', 'a', 'c', 'o', 'l']"",1.18544270005077,1.28144660010003,1.47336240008008,1.55334890005179,1.79392710002139,2.01796640001703,2.19394900009502,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""darkblue"",1,""NT"",2,1,1,1,""Stim2_Set2"",1,""switch"",162.645730799995,163.812719400041,163.812719400041,163.812719400041,163.812719400041,163.812719400041,163.812719400041,163.812719400041,163.812719400041,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"32,32,""caracol"",""caracol"",""0"",""1"",""type"",""['c', 'a', 'r', 'a', 'c', 'o', 'l']"",1.03718099999242,1.13320589996874,1.34104830003344,1.42106109997258,1.67704760003835,1.93301689997315,2.07701510004699,NA,NA,NA,NA,NA,NA,NA,NA,""repeat"",""darkblue"",1,""T"",2,1,1,1,""Stim2_Set2"",0,""None"",167.347619200009,168.473011799972,168.473011799972,168.473011799972,168.473011799972,168.473011799972,168.473011799972,168.473011799972,168.473011799972,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"33,33,""muneca"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""filler"",""gold"",2,""F"",2,1,1,1,""Stim4_Set1"",0,""None"",172.007957999944,173.077849399997,173.077849399997,173.077849399997,173.077849399997,173.077849399997,173.077849399997,173.077849399997,173.077849399997,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"34,34,""mano"",""mano"",""0"",""1"",""type"",""['m', 'a', 'n', 'o']"",1.07563089998439,1.18857690005098,1.41133240005001,1.63584280002397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""nontarget"",""darkblue"",1,""NT"",2,1,1,1,""Stim3_Set2"",0,""None"",176.598911799956,177.730669599958,177.730669599958,177.730669599958,177.730669599958,177.730669599958,177.730669599958,177.730669599958,177.730669599958,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
"35,35,""mano"","""",""0"",""0"",""speak"",""None"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,""switch"",""gold"",2,""T"",2,1,1,1,""Stim3_Set2"",0,""None"",181.252489199978,182.342741200002,182.342741200002,182.342741200002,182.342741200002,182.342741200002,182.342741200002,182.342741200002,182.342741200002,101,""2023-09-28_10h57.15.798"",""REPSWITCH1_version1_list1"",143.961948117167"
