Trial_no;CorrectAns;SubjResponse;Notes;backspace;Item_correct;Modality_Correct;Error_Corrected;Hesitation;RT;Duration;RespModal;KeyResp_keys;key1;key2;key3;key4;key5;key6;key7;key8;key9;key10;key11;key12;key13;key14;key15;RepSwitch;baseline;baseline_condition;micRespv1l1.started
118;baño;baño;;0;;1;0;0;1.551654;0.464889;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;574.8105486
119;espalda;espalda;;0;;1;0;0;1.0928958;1.6001184;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];1.0928958;1.2688304;1.9726795;2.1966461;2.3086395;2.5166416;2.6930142;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;579.4570758
120;espalda;espalda;;0;;1;0;0;0.8798346;1.0239453;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];0.8798346;1.0556825;1.2001258;1.296157;1.4081251;1.7118342;1.9037799;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;584.0062541
121;bombero;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;588.6944215
122;pavo;pavo;;0;;;;;;;type;['p', 'a', 'v', 'o'];1.3236389;1.4356456;1.7709288;1.8992498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;593.3547011
123;pavo;pavo;;0;;;;;;;type;['p', 'a', 'v', 'o'];1.0076447;1.0236364;1.343734;1.4717258;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;598.0219474
124;vaca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;602.6050804
125;regalo;reg;;1;;;;;;;type;['r', 'e', 'h', 'backspace', 'g'];1.3073773;1.4360119;1.7073818;2.5553827;2.9234444;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;607.2106894
126;vaso;vaso;;0;;;;;;;type;['v', 'a', 's', 'o'];0.8732876;0.921274;1.1296732;1.3053539;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;611.8363416
127;vaso;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;616.4478107
128;camisa;camisa;;0;;;;;;;type;['c', 'a', 'm', 'i', 's', 'a'];1.1056679;1.2016707;1.6019951;1.825962;1.9540047;2.1299995;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;621.1083983
129;granja;franja;;0;;;;;;;type;['f', 'r', 'a', 'n', 'j', 'a'];1.4453456;1.636343;1.7323432;2.0524016;2.2286456;2.2770088;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;625.7616616
130;granja;granja;;0;;;;;;;type;['g', 'r', 'a', 'n', 'j', 'a'];0.9574922;1.1815364;1.2614767;1.597443;1.7894382;1.9024386;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;630.4567932
131;muñeca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;635.0059778
132;mano;mano;;0;;;;;;;type;['m', 'a', 'n', 'o'];1.460243;1.5713159;1.684198;1.9401059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;639.6662103
133;mano;mano;;0;;;;;;;type;['m', 'a', 'n', 'o'];0.9277142;1.0717167;1.2161818;1.5681203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;644.2779578
134;pintor;pintor;;0;;;;;;;type;['p', 'i', 'n', 't', 'o', 'r'];0.9251625;1.1811602;1.4051578;1.5811554;1.693219;1.7731544;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;648.8411766
135;pintor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;653.5083908
136;traje;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;658.1269905
137;cerdo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;662.690202
138;cerdo;cerdo;;0;;;;;;;type;['c', 'e', 'r', 'd', 'o'];1.1251984;1.3485938;1.5245598;1.7005593;1.8925958;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;667.2809757
139;caracol;caracol;;0;;;;;;;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];1.0956231;1.1596115;1.3356129;1.3836496;1.6076138;1.8316512;2.0076151;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;671.8860661
140;caracol;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;676.482357
141;cazador;cazador;;0;;;;;;;type;['c', 'a', 'z', 'a', 'd', 'o', 'r'];1.8091249;2.0491221;2.2255086;2.4497056;2.6733834;2.8173667;2.9453801;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;681.0605656
142;fresa;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;685.7069685
143;pavo;pavo;;0;;;;;;;type;['p', 'a', 'v', 'o'];1.0333165;1.1613141;1.6255662;1.7369347;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;690.3325686
144;cuerda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;694.9304852
145;cuerda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;699.5907449
146;puente;puente;;0;;;;;;;type;['p', 'u', 'e', 'n', 't', 'e'];1.1478582;1.4522308;1.5802292;1.6602263;1.9161939;1.9641939;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;704.1538112
147;falda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;708.7726667
148;falda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;713.3495231
149;espalda;espalda;;0;;;;;;;type;['e', 's', 'p', 'a', 'l', 'd', 'a'];1.0197668;1.195737;1.4037391;1.515742;1.5957371;1.867922;2.0598868;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;718.0583825
150;vaso;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;722.6702705
151;manzana;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;727.4071567
152;manzana;manzana;;0;;;;;;;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];0.8632083;0.9591445;1.1351495;1.4231064;1.6151349;1.7111048;1.8071366;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;732.038526
153;escoba;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;736.6024932
154;manzana;manzana;;0;;;;;;;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];1.4095747;1.5055684;1.7133435;1.8733365;2.0493432;2.1133364;2.2253384;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;744.2286566
155;goma;goma;;0;;;;;;;type;['g', 'o', 'm', 'a'];1.1034203;1.1994066;1.391494;1.4714859;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;748.9027392
156;goma;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;753.4866984
157;granja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;758.1470607
158;aguja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;762.8281394
159;aguja;aguja;;0;;;;;;;type;['a', 'g', 'u', 'j', 'a'];0.7716303;1.2196227;1.5556424;1.7156354;1.8436276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;767.4746587
160;cadena;cadena;;0;;;;;;;type;['c', 'a', 'd', 'e', 'n', 'a'];1.3184968;1.3664815;1.6229218;1.7668146;1.8787954;1.9742417;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;772.0794309
161;iglesia;iglesia;;0;;;;;;;type;['i', 'g', 'l', 'e', 's', 'i', 'a'];1.0814822;1.4974853;1.6094725;1.7694782;1.9454402;2.0580231;2.1380202;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;776.6841894
162;iglesia;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;781.2541803
163;pintor;pinmtor;;0;;;;;;;type;['p', 'i', 'n', 'm', 't', 'o', 'r'];1.3976464;1.6376255;1.9106035;1.9255772;2.1174723;2.2614567;2.341457;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;785.8727186
164;conejo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;790.4637615
165;conejo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;795.0328835
166;cerdo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;799.6664823
167;caracol;caracol;;0;;;;;;;type;['c', 'a', 'r', 'a', 'c', 'o', 'l'];1.3070194;1.4036198;1.5465525;1.6105713;1.8514503;2.0586505;2.2198019;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;804.2988292
168;guante;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;808.9373467
169;guante;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;813.5154238
170;cartero;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;818.2590045
171;cartero;cartero;;0;;;;;;;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];0.9141953;0.994184;1.218229;1.3941887;1.5221874;1.6822078;1.8581794;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;822.8361125
172;cuerda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;827.4894222
173;tronco;tronco;;0;;;;;;;type;['t', 'r', 'o', 'n', 'c', 'o'];1.3063198;1.4983003;1.7867179;2.0103427;2.2345826;2.3465483;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;832.2191486
174;oreja;oreja;;0;;;;;;;type;['o', 'r', 'e', 'j', 'a'];1.089023;1.6179565;1.77791;1.9699573;2.0819434;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;836.9003015
175;oreja;oreja;;0;;;;;;;type;['o', 'r', 'e', 'j', 'a'];0.8952504;1.1030168;1.2630531;1.4391387;1.535992;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;841.5745276
176;falda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;846.2140892
177;miel;miel;;0;;;;;;;type;['m', 'i', 'e', 'l'];1.3104071;1.5183623;1.6143914;1.7265326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;850.8397793
178;miel;miel;;0;;;;;;;type;['m', 'i', 'e', 'l'];0.8372892;1.0292736;1.1732422;1.2372396;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;855.472248
179;mano;mano;;0;;;;;;;type;['m', 'a', 'n', 'o'];0.9464976;1.0425088;1.1864669;1.4102998;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;860.1950462
180;goma;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;864.7789478
181;pierna;pierna;;0;;;;;;;type;['p', 'i', 'e', 'r', 'n', 'a'];1.3805174;1.605014;1.7487398;1.9243953;2.1483779;2.2283481;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;869.4254031
182;pierna;pierna;;0;;;;;;;type;['p', 'i', 'e', 'r', 'n', 'a'];0.9121085;1.1521069;1.359928;1.5198391;1.679833;1.8084756;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;874.0857343
183;pulpo;pulpo;;0;;;;;;;type;['p', 'u', 'l', 'p', 'o'];1.6351534;1.8431477;2.0502996;2.4501942;2.6115849;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;878.7391379
184;pulpo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;883.3440874
185;aguja;aguja;;0;;;;;;;type;['a', 'g', 'u', 'j', 'a'];1.4578645;1.8260464;1.9700745;2.1300729;2.1778355;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;887.9555497
186;taza;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;892.6785522
187;taza;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;897.2832648
188;baño;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;901.881032
189;baño;baño;;0;;;;;;;type;['b', 'a', 'ñ', 'o'];0.9223057;1.0336364;1.5775834;1.7695029;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;906.603857
190;iglesia;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;911.3475142
191;bombero;bombero;;0;;;;;;;type;['b', 'o', 'm', 'b', 'e', 'r', 'o'];1.2946842;1.4866748;1.6942677;2.0942948;2.2382962;2.4302952;2.5902585;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;915.9595298
192;bombero;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;920.5851551
193;guante;guante;;1;;;;;;;type;['g', 'i', 'backspace', 'u', 'a', 'n', 't', 'e'];1.0579513;1.2339434;2.1780953;2.4500904;2.6252339;2.6420899;2.8500861;2.8820868;NA;NA;NA;NA;NA;NA;NA;filler;0;None;925.2520863
194;conejo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;929.8083352
195;vaca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;934.6005645
196;vaca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;939.3027367
197;cartero;cartero;;0;;;;;;;type;['c', 'a', 'r', 't', 'e', 'r', 'o'];1.1753861;1.2233794;1.4796517;1.6550547;1.7517576;1.9430036;2.1832511;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;943.886495
198;oreja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;948.5121705
199;regalo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;953.0822076
200;regalo;regalo;;0;;;;;;;type;['r', 'e', 'g', 'a', 'l', 'o'];0.6184173;0.7780013;1.0019929;1.1299905;1.321983;1.4979808;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;957.7078643
201;camisa;camisa;;0;;;;;;;type;['c', 'a', 'm', 'i', 's', 'a'];1.1178083;1.2142208;1.5024766;1.7100102;1.7740109;1.9340696;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;962.3116296
202;camisa;camisa;;0;;;;;;;type;['c', 'a', 'm', 'i', 's', 'a'];0.8560001;0.9199979;1.2400056;1.4319954;1.5278866;1.6718579;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;967.0216139
203;espejo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;971.7305358
204;miel;miel;;0;;;;;;;type;['m', 'i', 'e', 'l'];1.5493737;1.7102068;1.8372009;1.9182098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;976.328285
205;tronco;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;984.6769427
206;espejo;espeko;;0;;;;;;;type;['e', 's', 'p', 'e', 'k', 'o'];0.9276813;1.1197827;1.312449;1.4404401;1.7444695;2.0476677;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;989.2536015
207;regalo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;993.8157271
208;vaso;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;998.3937242
209;vaso;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1003.019196
210;taza;taza;;0;;;;;;;type;['t', 'a', 'z', 'a'];1.6824965;1.7465454;1.938392;2.0823943;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1007.651059
211;cazador;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1012.270462
212;cazador;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1016.882198
213;baño;bal;;1;;;;;;;type;['b', 'a', 'l', 'ñ', 'o', 'backspace', 'backspace'];1.1532547;1.2172537;1.5694351;2.049436;2.2734282;2.7212561;2.929292;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1021.556595
214;espalda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1026.126456
215;espalda;espalda;;1;;;;;;;type;['e', 's', 'p', 'a', 'l', 'a', 'backspace', 'd', 'a'];1.0388103;1.231663;1.4234931;1.5994764;1.6954925;1.8554802;2.5754454;2.7515324;2.9268477;NA;NA;NA;NA;NA;NA;switch;0;None;1030.710472
216;camisa;camisa;;0;;;;;;;type;['c', 'a', 'm', 'i', 's', 'a'];0.8615452;1.0695494;1.2135266;1.4206079;1.4845904;1.6768571;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1035.384576
217;puente;puente;;0;;;;;;;type;['p', 'u', 'e', 'n', 't', 'e'];1.255764;1.543476;1.7034728;1.7676207;2.5515323;2.6155343;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1040.142106
218;puente;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1044.795614
219;muñeca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1049.435223
220;muñeca;muñeca;;0;;;;;;;type;['m', 'u', 'ñ', 'e', 'c', 'a'];1.1624251;1.4024905;1.7872365;1.9141983;2.1547689;2.2197687;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1054.123194
221;vaca;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;switch;1058.762655
222;pulpo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1063.450724
223;fresa;fresa;;0;;;;;;;type;['f', 'r', 'e', 's', 'a'];1.1380256;1.3139878;1.473863;1.6498973;1.8259652;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1068.083271
224;fresa;f;;1;;;;;;;type;['f', 'r', 'e', 'e', 'backspace', 'backspace'];0.8314638;1.0234592;1.0244615;1.2794646;2.3514433;2.4954288;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1072.64638
225;pierna;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1077.264193
226;bombero;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1081.890771
227;traje;traje;;0;;;;;;;type;['t', 'r', 'a', 'j', 'e'];1.2324877;1.3755718;1.4396557;1.8075365;1.9035846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1086.613641
228;traje;treje;;0;;;;;;;type;['t', 'r', 'e', 'j', 'e'];0.9662869;1.1266285;1.1426666;1.5911206;1.7191084;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1091.294823
229;pavo;pavo;;0;;;;;;;type;['p', 'a', 'v', 'o'];0.9360608;1.1280901;1.4960882;1.6880884;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1095.885691
230;pavo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1100.629183
231;vaso;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1105.213252
232;traje;traje;;0;;;;;;;type;['t', 'r', 'a', 'j', 'e'];1.4285946;1.588578;1.700575;2.0366324;2.1806507;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1110.033209
233;cerdo;cerdo;;0;;;;;;;type;['c', 'e', 'r', 'd', 'o'];1.0633322;1.2713397;1.4793414;1.6712981;1.9433011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1114.638006
234;cerdo;cerdo;;0;;;;;;;type;['c', 'e', 'r', 'd', 'o'];0.7520111;0.9938345;1.16878;1.3439904;1.4898433;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1119.333151
235;cazador;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1124.049201
236;manzana;manzana;;0;;;;;;;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];1.3223619;1.4663462;1.6735377;1.9296168;2.1379627;2.2339598;2.410012;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1128.667551
237;manzana;manzana;;0;;;;;;;type;['m', 'a', 'n', 'z', 'a', 'n', 'a'];0.7587221;0.8395938;0.9835615;1.3195177;1.5274844;1.5915316;1.7195038;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1133.390406
238;cuerda;cuerda;;0;;;;;;;type;['c', 'u', 'e', 'r', 'd', 'a'];0.9555691;1.1635046;1.2755123;1.4673673;1.6276507;1.8196369;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1138.15399
239;cuerda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1142.752842
240;espalda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1147.440834
241;granja;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1152.108172
242;granja;granja;;1;;;;;;;type;['f', 'backspace', 'g', 'r', 'a', 'n', 'j', 'a'];1.1230571;1.8272331;1.9872251;2.1784925;2.3708214;2.4671894;2.6265154;2.6434512;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1156.754569
243;muñeca;muñeca;;0;;;;;;;type;['m', 'u', 'ñ', 'e', 'c', 'a'];0.9239739;1.1959976;1.8035263;1.9794062;2.203446;2.4274339;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;1;repeat;1161.449789
244;falda;falda;;0;;;;;;;type;['f', 'a', 'l', 'd', 'a'];1.2974947;1.3775235;1.7291636;1.8892254;2.0970359;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;0;None;1166.068335
245;falda;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1170.714793
246;caracol;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1175.430595
247;caracol;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1180.042385
248;fresa;fresa;;0;;;;;;;type;['f', 'r', 'e', 's', 'a'];1.1241;1.3001563;1.4918984;1.6839202;1.8598927;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1184.737404
249;pintor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;switch;1189.397694
250;pintor;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;repeat;0;None;1194.030262
251;puente;puente;;0;;;;;;;type;['p', 'u', 'e', 'n', 't', 'e'];1.032711;1.3045006;1.4804948;1.5124968;1.7523139;1.7842768;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1198.621191
252;pavo;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1203.260808
253;mano;;;0;;;;;;;speak;None;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;nontarget;1;repeat;1207.941815
254;mano;mano;;0;;;;;;;type;['m', 'a', 'n', 'o'];1.0437518;1.0917488;2.0356901;2.2277101;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;switch;0;None;1212.49812
255;cerdo;cerdo;;0;;;;;;;type;['c', 'e', 'r', 'd', 'o'];0.9683837;1.2101594;1.4004482;1.5444309;1.6408261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;filler;0;None;1217.116651
