Filename;SubjResponse;RT;Duration (ms.);Modality_Correct;Item_Correct;Hesitation;Notes;Exclude;Column1
recording_V1L4_p070104_tr100_type_aguja;[type];0;3000;;;;;;
recording_V1L4_p070104_tr101_type_baño;[type];0;3000;;;;;;
recording_V1L4_p070104_tr102_type_baño;[type];0;3000;;;;;;
recording_V1L4_p070104_tr103_speak_tronco;tronco;904;376;;;;;;
recording_V1L4_p070104_tr104_type_espejo;[type];0;3000;;;;;;
recording_V1L4_p070104_tr105_speak_regalo;regalo;718.367;521.633;;;;;;
recording_V1L4_p070104_tr106_speak_vaso;vaso;628.313;469.121;;;;tongue;;
recording_V1L4_p070104_tr107_speak_vaso;vaso;575.728;517.319;;;;;;
recording_V1L4_p070104_tr108_type_taza;[type];0;3000;;;;;;
recording_V1L4_p070104_tr109_speak_cazador;cazador;941.122;662.466;;;;tongue;;
recording_V1L4_p070104_tr10_type_vaso;[type];0;3000;;;;;;
recording_V1L4_p070104_tr110_speak_cazador;cazador;752;738.85;;;;;;
recording_V1L4_p070104_tr111_type_baño;[type];0;3000;;;;;;
recording_V1L4_p070104_tr112_speak_espalda;espalda;736;623.195;;;;;;
recording_V1L4_p070104_tr113_type_espalda;[type];0;3000;;;;;;
recording_V1L4_p070104_tr114_type_camisa;[type];0;3000;;;;;;
recording_V1L4_p070104_tr115_type_puente;[type];0;3000;;;;;;
recording_V1L4_p070104_tr116_speak_puente;puente;699.232;467.674;;;;;;
recording_V1L4_p070104_tr117_speak_muñeca;muñeca;772.535;628.839;;;;;;
recording_V1L4_p070104_tr118_type_muñeca;[type];0;3000;;;;;;
recording_V1L4_p070104_tr119_speak_vaca;vaca;958.49;357.285;;;;;;
recording_V1L4_p070104_tr11_type_regalo;[type];0;3000;;;;;;
recording_V1L4_p070104_tr120_speak_pulpo;pulpo;688.03;404.442;;;;;;
recording_V1L4_p070104_tr121_type_fresa;[type];0;3000;;;;;;
recording_V1L4_p070104_tr122_type_fresa;[type];0;3000;;;;;;
recording_V1L4_p070104_tr123_speak_pierna;pierna;662.88;402.3;;;;;;
recording_V1L4_p070104_tr124_speak_bombero;bombero;594.076;467.381;;;;;;
recording_V1L4_p070104_tr125_type_traje;[type];0;3000;;;;;;
recording_V1L4_p070104_tr126_type_traje;[type];0;3000;;;;;;
recording_V1L4_p070104_tr127_type_pavo;[type];0;3000;;;;;;
recording_V1L4_p070104_tr128_speak_pavo;pavo;786.05;358.526;;;;;;
recording_V1L4_p070104_tr129_speak_vaso;vaso;548.404;411.87;;;;tongue;;
recording_V1L4_p070104_tr12_type_traje;[type];0;3000;;;;;;
recording_V1L4_p070104_tr130_type_traje;[type];0;3000;;;;;;
recording_V1L4_p070104_tr131_type_cerdo;[type];0;3000;;;;;;
