trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColour,repSwitch,sequence,target,set,stimulus,textWelcome.started,textBlank500.started,textInstrMain.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.corr,subjResponse,micResp.clip,textPause.started,keyPause.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,56.65020689999801,58.642256799997995,59.14318270000513,59.14318270000513,space,1.5703263000032166,,,,,,,,,,,,,,,,,,8,001,2023-06-20_19h58.48.069,REPSWITCH_1,2022.2.5,60.26132928336468,
,,,,,,,,,,,,,,65.57289799999853,,,,,61.523762600001646,61.523762600001646,62.641120500004035,62.641120500004035,62.641120500004035,62.641120500004035,62.641120500004035,62.641120500004035,62.641120500004035,0.0557115999981761,2.0830166999949142,None,0,,D:\GitHub\experiment1\data/8_REPSWITCH_1_2023-06-20_19h58.48.069_micResp_recorded\recording_micResp_2023-06-20_19h59.06.770.wav,66.07394060000661,66.07394060000661,,,,,,,
