trialsPractice_2.thisRepN,trialsPractice_2.thisTrialN,trialsPractice_2.thisN,trialsPractice_2.thisIndex,image,correctAns,respModal,frameColor,textInstrPractice_2.started,keyInstrPractice_2.started,keyInstrPractice_2.keys,keyInstrPractice_2.rt,textBlank500.started,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol_2.started,polygonWh_2.started,imagePractice_2.started,polygonText_2.started,textPractice_2.started,keyPractice_2.started,micPractice_2.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,13.396259099943563,13.396259099943563,space,0.3573637999361381,,,,,,,,,,,,24,001,2023-06-27_12h20.41.453,REPSWITCH1_Practice_2_v2022.2.4,2022.2.4,60.10977244858812,
,,,,,,,,,,,,13.77326229994651,14.273004199960269,14.273004199960269,15.472736699972302,15.472736699972302,15.472736699972302,15.472736699972302,15.472736699972302,15.472736699972302,15.472736699972302,0.0039787000278010964,,,,,,,
