image,correctAns,respModal,frameColor,repSwitch,sequence,target,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textWelcome.started,textBlank500.started,textInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,polygonWhiteFam.stopped,imageFam.stopped,textFam.started,textFam.stopped,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textCue.started,polygonCol.started,polygonWh.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,keyPractice.keys,keyPractice.corr,keyPractice.rt,subjResponse,participant,session,date,expName,psychopyVersion,frameRate,
REPSWITCH1_Fam/PICTURE_622.png,tiza,,,,,,0,25,25,25,,,,,,321.80580120001105,,,,,,313.0067987999937,314.322073599993,314.322073599993,314.322073599993,318.32213019998744,318.32213019998744,318.80362660001265,,,,,,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Fam/PICTURE_636.png,oveja,,,,,,0,26,26,26,,,,,,330.93584819999523,,,,,,322.30510030000005,323.55337559999316,323.55337559999316,323.55337559999316,327.55387760000303,327.55387760000303,327.9349571999919,,,,,,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Fam/PICTURE_664.png,vestido,,,,,,0,27,27,27,,,,,,340.0334012999956,,,,,,331.4358768000093,332.5509844000044,332.5509844000044,332.5509844000044,336.55097879999084,336.55097879999084,337.0326913000026,,,,,,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Fam/PICTURE_687.png,camisa,,,,,,0,28,28,28,,,,,,349.18138250001357,,,,,,340.53470829999424,341.6989743000013,341.6989743000013,341.6989743000013,345.6986489999981,345.6986489999981,346.1804512999952,,,,,,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Fam/PICTURE_719.png,baño,,,,,,0,29,29,29,,,,,,358.22933279999415,,,,,,349.68140299999504,350.74670499999775,350.74670499999775,350.74670499999775,354.7467224000138,354.7467224000138,355.2283989000134,,,,,,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Fam/PICTURE_8.png,pierna,,,,,,0,30,30,30,,,,,,367.34345909999683,,,,,,358.7306043000135,359.8945563999878,359.8945563999878,359.8945563999878,363.8941286999907,363.8941286999907,364.3428367000015,,,,,,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Fam/PICTURE_91.png,boca,,,,,,0,31,31,31,,,,,,376.5414338000119,,,,,377.042321099987,367.84356830001343,369.091396600008,369.091396600008,369.091396600008,373.092550500005,373.092550500005,373.52549659999204,376.52483599999687,,,,,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,377.042321099987,377.042321099987,space,11.770039399998495,,,,,,,,,,,,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,nontarget,2,NT,,,,,0,0,0,0,,393.4855131999939,,,,,389.4362301999936,389.4362301999936,390.604639600002,,,,,,,,,,,390.604639600002,390.604639600002,390.604639600002,390.604639600002,390.604639600002,390.604639600002,390.604639600002,"['f', 'r', 'o', 'g']",0,"[1.7968232000130229, 1.9277765000006184, 2.00863520000712, 2.1480856999987736]",,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,repeat,2,T,,,,,0,1,1,1,,398.08608609999646,,,,,,393.970350699994,395.0866617000138,,,,,,,,,,,395.0866617000138,395.0866617000138,395.0866617000138,395.0866617000138,395.0866617000138,395.0866617000138,395.0866617000138,"['f', 'r', 'o', 'g']",0,"[0.7289549999986775, 0.867968300008215, 1.0350509000127204, 1.2702989999961574]",,,001,2023-05-26_13h54.33.241,REPSWITCH_1,2022.2.5,59.927032840343244,
,,,,,,,,,,,,,,,,402.63496779999696,,,,,,398.58663199999137,399.8018826000043,,,,,,,,,,,399.8018826000043,399.8018826000043,399.8018826000043,399.8018826000043,399.8018826000043,399.8018826000043,399.8018826000043,"['c', 'l', 'o', 'u', 'f']",0,"[1.2025916999846231, 1.312506599992048, 1.499848599982215, 1.6572814999963157, 1.7532770999823697]",,,,,,,,
