textWelcome.started,textBlank500.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,participant,session,date,expName,psychopyVersion,frameRate,
23.956965199904516,25.93576669995673,26.451024199835956,26.451024199835956,26.451024199835956,26.451024199835956,space,2.118340899934992,,,,,,,,,,,,,,50,001,2023-07-03_14h46.30.584,REPSWITCH1_v2022.2.4,2022.2.4,59.96005454482749,
,,,,,,,,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,28.63344129989855,,,,,,,
