trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,14.238398199959192,16.248881399980746,16.749474699958228,16.749474699958228,space,1.0099202999845147,,,,2,001,2023-06-12_10h01.34.350,REPSWITCH_1_Practice,2022.2.5,59.875937061716485,
,,,,,,,,,,,,,17.781773799972143,,,,,18.297363999998197,18.297363999998197,,,,,,,,
