trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,typedAns,correctAns,respModal,repSwitch,sequence,target,stimulus,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,imageObject.started,textboxType.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,13.784467499994207,15.777916899998672,16.278604199993424,16.278604199993424,space,1.18489080001018,,,,,,,001,2023-04-25_15h36.54.567,REPSWITCH_1,2022.2.5,59.952613451198026,
,,,,,,,,,,,,,17.494223899993813,,,,,18.125216100001126,18.125216100001126,19.491213799992693,19.491213799992693,19.491213799992693,,,,,,,
