image,correctAns,respModal,frameColor,repSwitch,sequence,target,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textWelcome.started,textBlank500.started,textInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,polygonWhiteFam.stopped,imageFam.stopped,textFam.started,textFam.stopped,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textCue.started,polygonCol.started,polygonWh.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,keyPractice.keys,keyPractice.corr,subjResponse,textCue.stopped,polygonCol.stopped,polygonWh.stopped,imagePractice.stopped,polygonText.stopped,textPractice.stopped,keyPractice.stopped,keyPractice.rt,participant,session,date,expName,psychopyVersion,frameRate,
REPSWITCH1_Fam/PICTURE_610.png,miel,,,,,,0,24,24,24,,,,,,271.74798749998445,,,,,272.2480028999853,263.0667994999967,264.2507222999993,264.2507222999993,264.2507222999993,268.2658009000006,268.2658009000006,268.74850940000033,271.74798749998445,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Fam/PICTURE_622.png,tiza,,,,,,0,25,25,25,,,,,,280.8959198999801,,,,,281.3957509000029,272.2480028999853,273.39873079999234,273.39873079999234,273.39873079999234,277.41341399998055,277.41341399998055,277.8965651000035,280.8959198999801,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Fam/PICTURE_636.png,oveja,,,,,,0,26,26,26,,,,,,289.9269803999923,,,,,290.42704339997726,281.3957509000029,282.4293541999941,282.4293541999941,282.4293541999941,286.4312641999859,286.4312641999859,286.91179569999804,289.9269803999923,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Fam/PICTURE_664.png,vestido,,,,,,0,27,27,27,,,,,,299.00843069999246,,,,,299.50793890000205,290.42704339997726,291.5687830999959,291.5687830999959,291.5687830999959,295.5757920999895,295.5757920999895,296.009077900002,299.00843069999246,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Fam/PICTURE_687.png,camisa,,,,,,0,28,28,28,,,,,,308.1729783999908,,,,,308.67252039999585,299.50793890000205,300.6752179999894,300.6752179999894,300.6752179999894,304.6903253000055,304.6903253000055,305.17353559998446,308.1729783999908,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Fam/PICTURE_719.png,baño,,,,,,0,29,29,29,,,,,,317.2207550999883,,,,,317.7204269999929,308.67252039999585,309.72322529999656,309.72322529999656,309.72322529999656,313.7380501999869,313.7380501999869,314.2048788999964,317.20374430000084,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Fam/PICTURE_8.png,pierna,,,,,,0,30,30,30,,,,,,326.38491140000406,,,,,326.8848514999845,317.7204269999929,319.1693482999981,319.1693482999981,319.1693482999981,323.168800799991,323.168800799991,323.3860087999783,326.38491140000406,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Fam/PICTURE_91.png,boca,,,,,,0,31,31,31,,,,,,335.4494474999956,,,,,335.9501672000042,326.8848514999845,328.06715509999776,328.06715509999776,328.06715509999776,332.067200999998,332.067200999998,332.45011689999956,335.4494474999956,,,,,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.9501672000042,335.9501672000042,space,7.107360499998322,,,,,,,,,,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,nontarget,2,NT,,,,,0,0,0,0,,348.26168649998726,,,,,343.94604399998207,343.94604399998207,345.34711929998593,,,,,,,,,,,345.34711929998593,345.34711929998593,345.34711929998593,345.34711929998593,345.34711929998593,345.34711929998593,345.34711929998593,None,0,,,,,,,,,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Practice/PICTURE_612.png,rana,speak,yellow,repeat,2,T,,,,,0,1,1,1,,352.8285282999859,,,,,353.3285995000042,348.66389729999355,349.8303190000006,,,,,,,,,,,349.8303190000006,349.8303190000006,349.8303190000006,349.8303190000006,349.8303190000006,349.8303190000006,349.8303190000006,None,0,,352.8285282999859,352.8285282999859,352.8285282999859,352.8285282999859,352.8285282999859,352.8285282999859,352.8285282999859,,,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
REPSWITCH1_Practice/PICTURE_599.png,nube,type,blue,filler,1,F,,,,,0,2,2,2,,357.41079929997795,,,,,,353.3285995000042,354.49442919998546,,,,,,,,,,,354.49442919998546,354.49442919998546,354.49442919998546,354.49442919998546,354.49442919998546,354.49442919998546,354.49442919998546,"['h', 'c', 'l', 'u', 'i', 'c', 'j', 'v', 'g', 'c', 'l', 'u', 'l']",0,,,,,,,,,"[0.8598830999981146, 0.9245053000049666, 1.1812806999951135, 1.2043637000024319, 1.3322214999934658, 1.3416460999869741, 1.370681100001093, 1.4153701000032015, 1.8513295000011567, 1.9041933999978937, 2.0439639999822248, 2.0531322000024375, 2.626260499993805]",,001,2023-05-26_14h26.04.804,REPSWITCH_1,2022.2.5,60.00693679882836,
,,,,,,,,,,,,,,,,,,,,,,357.9110157999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
