famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textBlank500.started,textInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,micFam.stopped,textFam.started,textFam.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,63.45920949999709,64.92203670006711,65.42277349997312,65.42277349997312,space,1.8080394000280648,,,,,,,,,,01,001,2023-06-26_12h11.39.572,Fam,2022.2.4,60.331752222725946,
,,,,,,,67.25480940006673,,,,,67.90353240002878,67.90353240002878,69.6701906999806,69.6701906999806,69.6701906999806,0.402118599973619,4.4488137000007555,73.72024050005712,76.22002520004753,,,,,,,
