trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,stimulus,order,psychopy_order,textWelcome.started,textBlank500.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,keyResp.keys,keyResp.corr,keyResp.rt,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,16.486956999870017,18.484492999967188,18.999691899865866,18.999691899865866,18.999691899865866,18.999691899865866,space,1.591955000301823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,001,2023-07-03_14h56.41.753,REPSWITCH1_v2022.2.4,2022.2.4,59.861349160510244,
,,,,,,,,,,,,,,,,,,,,,,,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,20.63277839985676,space,1.1810528000351042,,,,,,,,,,,,,,,50,001,2023-07-03_14h56.41.753,REPSWITCH1_v2022.2.4,2022.2.4,59.861349160510244,
,,,,,,,,,,,,,,,,21.850186599884182,,,,,,,,,,,,,,,,,,,,,,22.48224369995296,24.73306640004739,24.73306640004739,24.73306640004739,24.73306640004739,24.73306640004739,24.73306640004739,24.73306640004739,0.004458199953660369,"['p', 'u', 'e']",0,"[1.40820680023171, 1.6228622002527118, 1.722556000109762, 1.8701162000652403]",puen,D:\GitHub\experiment1\data/50_REPSWITCH1_v2022.2.4_2023-07-03_14h56.41.753_micResp_recorded\recording_micResp_2023-07-03_14h56.57.188.wav,,,,,,,
