image,correctAns,respModal,frameColor,modalSymb,repSwitch,sequence,target,trialsPractice.thisRepN,trialsPractice.thisTrialN,trialsPractice.thisN,trialsPractice.thisIndex,textWelcomePractice.started,textBlank500.started,textInstrPractice.started,keyInstrPractice.started,keyInstrPractice.keys,keyInstrPractice.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonCol.started,polygonWh.started,textCue.started,imagePractice.started,polygonText.started,textPractice.started,keyPractice.started,micPractice.started,micPractice.stopped,keyPractice.keys,keyPractice.corr,subjResponse,micPractice.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,16.70142620000115,18.690295200001856,19.19103190000169,19.19103190000169,space,0.5252809000012348,,,,,,,,,,,,,,,,,4,001,2023-06-19_14h30.11.551,REPSWITCH_1_Practice,2022.2.5,59.99667618414915,
REPSWITCH1_Practice/PICTURE_612.png,rana,SPEAK,yellow,REPSWITCH1_Practice/lips.png,nontarget,2,NT,0,0,0,0,,24.387444800002413,,,,,20.304970299999695,20.304970299999695,21.539022799999657,21.539022799999657,21.539022799999657,21.539022799999657,21.539022799999657,21.539022799999657,21.539022799999657,21.539022799999657,0.029656599999725586,2.1832498000003397,None,0,,D:\GitHub\experiment1\data/4_REPSWITCH_1_Practice_2023-06-19_14h30.11.551_micPractice_recorded\recording_micPractice_2023-06-19_14h30.26.185.wav,4,001,2023-06-19_14h30.11.551,REPSWITCH_1_Practice,2022.2.5,59.99667618414915,
,,,,,,,,,,,,,,,,,,,24.87269070000184,,,,,,,,,,,,,,,,,,,,,
