image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;block;list;exp_version;stimulus;baseline;baseline_condition;trial_no;psychopy_trial;Column1;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micRespv2l3.started;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;keyResp.keys;keyResp.corr;keyResp.rt;subjResponse;micRespv2l3.clip;textBlankLoop.started;textBlankLoop.stopped;keyPause.keys;textboxPause.started;keyPause.started;keyPause.rt;textboxGoodbye.started;textboxGoodbye.stopped;participant;session;date;expName;psychopyVersion;frameRate;Column2
;;;;;;;;;;;;;;;;;;;;;15.6707204;18.163706;18.163706;18.163706;18.163706;space;8.1895111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;26.3730882;space;4.5558174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_663.png;columna;type;gold;filler;1;F;1;2;3;2;Extra6;0;None;1;0;1;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;31.0195638;32.3113669;32.3113669;32.3113669;32.3113669;32.3113669;32.3113669;32.3113669;32.3113669;35.3395733;35.3395733;35.3395733;35.3395733;35.3395733;35.3395733;['c', 'o', 'l', 'u', 'm', 'n', 'a'];0;[0.9469775001052767, 1.098481300054118, 1.2659168001264334, 1.470147700048983, 1.6438922001980245, 1.7873052000068128, 1.8619656001683325];columna;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.11.912.wav;35.3395733;35.8396312;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_128.png;muñeca;speak;darkblue;nontarget;2;NT;1;2;3;2;Stim4_Set1;1;switch;2;1;2;0;1;1;1;;;;;;;;;;;;;;;;;;;;;;;35.8396312;36.9231178;36.9231178;36.9231178;36.9231178;36.9231178;36.9231178;36.9231178;36.9231178;39.9512541;39.9512541;39.9512541;39.9512541;39.9512541;39.9512541;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.16.521.wav;39.9512541;;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_128.png;muñeca;speak;darkblue;repeat;2;T;1;2;3;2;Stim4_Set1;0;None;3;2;3;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;40.4513225;41.6112576;41.6112576;41.6112576;41.6112576;41.6112576;41.6112576;41.6112576;41.6112576;44.6324546;44.6324546;44.6324546;44.6324546;44.6324546;44.6324546;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.21.209.wav;44.6324546;45.1325934;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_8.png;pierna;type;gold;filler;1;F;1;2;3;2;Stim3_Set4;0;None;4;3;4;0;3;3;3;;;;;;;;;;;;;;;;;;;;;;;45.1325934;46.2646223;46.2646223;46.2646223;46.2646223;46.2646223;46.2646223;46.2646223;46.2646223;49.2858477;49.2858477;49.2858477;49.2858477;49.2858477;49.2858477;['p', 'i', 'e', 'r', 'n', 'a'];0;[1.1841653001029044, 1.3057190999388695, 1.4103258999530226, 1.4747069000732154, 1.580353300087154, 1.71589559991844];pierna;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.25.862.wav;49.2858477;49.7858923;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_135.png;traje;speak;darkblue;nontarget;2;NT;1;2;3;2;Stim3_Set1;1;switch;5;4;5;0;4;4;4;;;;;;;;;;;;;;;;;;;;;;;49.7858923;50.8763261;50.8763261;50.8763261;50.8763261;50.8763261;50.8763261;50.8763261;50.8763261;53.897554;53.897554;53.897554;53.897554;53.897554;53.897554;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.30.475.wav;53.897554;54.3977026;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_135.png;traje;speak;darkblue;repeat;2;T;1;2;3;2;Stim3_Set1;0;None;6;5;6;0;5;5;5;;;;;;;;;;;;;;;;;;;;;;;54.3977026;55.5297317;55.5297317;55.5297317;55.5297317;55.5297317;55.5297317;55.5297317;55.5297317;58.551023;58.551023;58.551023;58.551023;58.551023;58.551023;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.35.127.wav;58.551023;59.0510141;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_673.png;tenedor;type;gold;filler;1;F;1;2;3;2;Extra5;0;None;7;6;7;0;6;6;6;;;;;;;;;;;;;;;;;;;;;;;59.0510141;60.2108742;60.2108742;60.2108742;60.2108742;60.2108742;60.2108742;60.2108742;60.2108742;63.2321727;63.2321727;63.2321727;63.2321727;63.2321727;63.2321727;['t', 'e', 'n', 'e', 'd', 'o', 'r'];0;[0.9555683999788016, 1.024312699912116, 1.172820399980992, 1.2156352999154478, 1.4058906000573188, 1.5045596999116242, 1.6111929998733103];tenedor;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.39.808.wav;63.2321727;63.732161;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
REPSWITCH1/PICTURE_728.png;pulpo;speak;darkblue;filler;2;F;1;2;3;2;Stim8_Set4;0;None;8;7;8;0;7;7;7;;;;;;;;;;;;;;;;;;;;;;;63.732161;64.8156635;64.8156635;64.8156635;64.8156635;64.8156635;64.8156635;64.8156635;64.8156635;67.8438182;67.8438182;67.8438182;67.8438182;67.8438182;67.8438182;None;0;;;C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/220203_REPSWITCH1_version2_list3_2023-12-01_13h12.50.376_micRespv2l3_recorded\recording_micRespv2l3_2023-12-01_13h13.44.414.wav;67.8438182;;None;;;;;;220203;1;2023-12-01_13h12.50.376;REPSWITCH1_version2_list3;2022.2.4;143.9196811;
