famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textBlank500.started,textInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,micFam.stopped,textFam.started,textFam.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,100.83844239998143,102.81758590001846,103.32004050002433,103.32004050002433,space,2.9506523000309244,,,,,,,,,,755704,001,2023-06-23_11h47.59.495,Fam,2022.2.4,59.99671218307543,
,,,,,,,106.29959439998493,,,,,106.98096319998149,106.98096319998149,108.26490360003663,108.26490360003663,108.26490360003663,0.08195209997938946,4.132407500001136,112.63180969998939,115.1312115000328,,,,,,,
