image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,block,list,exp_version,stimulus,baseline,baseline_condition,trial_no,psychopy_trial,Column1,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micRespv2l2.started,keyResp.keys,keyResp.corr,subjResponse,micRespv2l2.clip,textBlankLoop.started,textBlankLoop.stopped,keyPause.keys,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,keyResp.rt,textboxPause.started,keyPause.started,keyPause.rt,textboxGoodbye.started,textboxGoodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,14.598195600090548,17.094812199939042,17.094812199939042,17.094812199939042,17.094812199939042,space,6.885267999721691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,23.99849670007825,space,2.9799476000480354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_646.png,tronco,speak,darkblue,filler,2,F,1,3,2,2,Extra4,0,None,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,27.082281300099567,28.262974899960682,28.262974899960682,28.262974899960682,28.262974899960682,28.262974899960682,28.262974899960682,28.262974899960682,28.262974899960682,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h41.55.300.wav,31.284146399935707,31.78420850005932,None,,,,,,,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_340.png,espejo,type,gold,filler,1,F,1,3,2,2,Extra1,0,None,2,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,31.78420850005932,32.87469130009413,32.87469130009413,32.87469130009413,32.87469130009413,32.87469130009413,32.87469130009413,32.87469130009413,32.87469130009413,"['e', 's', 'p', 'e', 'j', 'o']",0,espejo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h41.59.915.wav,35.90282540000044,,None,35.90282540000044,35.90282540000044,35.90282540000044,35.90282540000044,35.90282540000044,35.90282540000044,"[1.0079006999731064, 1.264813199872151, 1.495440199971199, 1.6100230000447482, 1.8578939998988062, 2.096760099986568]",,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_338.png,regalo,speak,darkblue,filler,2,F,1,3,2,2,Stim6_Set4,0,None,3,2,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,36.40289680007845,37.52803390007466,37.52803390007466,37.52803390007466,37.52803390007466,37.52803390007466,37.52803390007466,37.52803390007466,37.52803390007466,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h42.04.567.wav,40.54924670001492,41.04929709993303,None,40.54924670001492,40.54924670001492,40.54924670001492,40.54924670001492,40.54924670001492,40.54924670001492,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_142.png,vaso,speak,darkblue,nontarget,2,NT,1,3,2,2,Stim7_Set1,1,repeat,4,3,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,41.04929709993303,42.15371330012567,42.15371330012567,42.15371330012567,42.15371330012567,42.15371330012567,42.15371330012567,42.15371330012567,42.15371330012567,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h42.09.194.wav,45.18181620002724,,None,45.18181620002724,45.18181620002724,45.18181620002724,45.18181620002724,45.18181620002724,45.18181620002724,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_142.png,vaso,speak,darkblue,repeat,2,T,1,3,2,2,Stim7_Set1,0,None,5,4,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,45.68188240006566,46.82092760014348,46.82092760014348,46.82092760014348,46.82092760014348,46.82092760014348,46.82092760014348,46.82092760014348,46.82092760014348,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h42.13.861.wav,49.842132800025865,50.34219589992426,None,49.842132800025865,49.842132800025865,49.842132800025865,49.842132800025865,49.842132800025865,49.842132800025865,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_498.png,taza,type,gold,filler,1,F,1,3,2,2,Stim4_Set4,0,None,6,5,6,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,50.34219589992426,51.56459300010465,51.56459300010465,51.56459300010465,51.56459300010465,51.56459300010465,51.56459300010465,51.56459300010465,51.56459300010465,"['t', 'a', 'z', 'a']",0,taza,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h42.18.604.wav,54.585840000072494,55.085965499980375,None,54.585840000072494,54.585840000072494,54.585840000072494,54.585840000072494,54.585840000072494,54.585840000072494,"[0.9771968999411911, 1.1336660999804735, 1.3688837999943644, 1.4619173998944461]",,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_16.png,cazador,speak,darkblue,nontarget,2,NT,1,3,2,2,Stim6_Set1,1,switch,7,6,7,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,55.085965499980375,56.1901895001065,56.1901895001065,56.1901895001065,56.1901895001065,56.1901895001065,56.1901895001065,56.1901895001065,56.1901895001065,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h42.23.230.wav,59.21838580002077,59.71844850014895,None,59.21838580002077,59.21838580002077,59.21838580002077,59.21838580002077,59.21838580002077,59.21838580002077,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
REPSWITCH1/PICTURE_16.png,cazador,speak,darkblue,repeat,2,T,1,3,2,2,Stim6_Set1,0,None,8,7,8,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,59.71844850014895,60.76030580000952,60.76030580000952,60.76030580000952,60.76030580000952,60.76030580000952,60.76030580000952,60.76030580000952,60.76030580000952,None,0,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/200202_REPSWITCH1_version2_list2_2023-11-30_15h41.36.748_micRespv2l2_recorded\recording_micRespv2l2_2023-11-30_15h42.27.800.wav,63.78144400008023,64.28154009999707,None,63.78144400008023,63.78144400008023,63.78144400008023,63.78144400008023,63.78144400008023,63.78144400008023,,,,,,,200202,001,2023-11-30_15h41.36.748,REPSWITCH1_version2_list2,2022.2.4,143.88240780155317,
