image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,block,list,exp_version,stimulus,baseline,baseline_condition,trial_no,psychopy_trial,Column1,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textboxInstrMain1.started,textboxInstrMain1_2.started,textboxInstrMain1_3.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textboxInstrMain2.started,textboxInstrMain2_2.started,textboxInstrMain2_3.started,textboxInstrMain2_4.started,textboxInstrMain2_5.started,textboxInstrMain2_6.started,textboxInstrMain2_7.started,textboxInstrMain2_8.started,textboxInstrMain2_9.started,textboxInstrMain2_10.started,textboxInstrMain2_11.started,textboxInstrMain2_12.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micRespv2l3.started,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,keyResp.keys,keyResp.corr,keyResp.rt,subjResponse,micRespv2l3.clip,textBlankLoop.started,textBlankLoop.stopped,keyPause.keys,textboxPause.started,keyPause.started,keyPause.rt,textboxGoodbye.started,textboxGoodbye.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,8.9146861997433,11.412997799925506,11.412997799925506,11.412997799925506,11.412997799925506,space,5.79639570042491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,17.226195899769664,space,4.525626900140196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_663.png,columna,type,gold,filler,1,F,1,2,3,2,Extra6,0,None,1,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,21.84485789993778,22.93529099971056,22.93529099971056,22.93529099971056,22.93529099971056,22.93529099971056,22.93529099971056,22.93529099971056,22.93529099971056,25.96343019977212,25.96343019977212,25.96343019977212,25.96343019977212,25.96343019977212,25.96343019977212,"['c', 'o', 'l', 'u', 'm', 'n', 'a']",0,"[0.9107081005349755, 1.022369600366801, 1.175812900532037, 1.300574500579387, 1.5028988006524742, 1.6774287004955113, 1.767499700654298]",columna,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h21.37.141.wav,25.96343019977212,26.463493699673563,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_128.png,muñeca,speak,darkblue,nontarget,2,NT,1,2,3,2,Stim4_Set1,1,switch,2,1,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,26.463493699673563,27.505344499833882,27.505344499833882,27.505344499833882,27.505344499833882,27.505344499833882,27.505344499833882,27.505344499833882,27.505344499833882,30.533476599957794,30.533476599957794,30.533476599957794,30.533476599957794,30.533476599957794,30.533476599957794,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h21.41.709.wav,30.533476599957794,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_128.png,muñeca,speak,darkblue,repeat,2,T,1,2,3,2,Stim4_Set1,0,None,3,2,3,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,31.03354369988665,32.06844289973378,32.06844289973378,32.06844289973378,32.06844289973378,32.06844289973378,32.06844289973378,32.06844289973378,32.06844289973378,35.08969860011712,35.08969860011712,35.08969860011712,35.08969860011712,35.08969860011712,35.08969860011712,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h21.46.271.wav,35.08969860011712,35.58972520008683,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_8.png,pierna,type,gold,filler,1,F,1,2,3,2,Stim3_Set4,0,None,4,3,4,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,35.58972520008683,36.707936899736524,36.707936899736524,36.707936899736524,36.707936899736524,36.707936899736524,36.707936899736524,36.707936899736524,36.707936899736524,39.736123299691826,39.736123299691826,39.736123299691826,39.736123299691826,39.736123299691826,39.736123299691826,"['p', 'i', 'e', 'r', 'n', 'a']",0,"[0.8537781005725265, 1.2038113004527986, 1.28154360037297, 1.3882037005387247, 1.5826018005609512, 1.7051917002536356]",pierna,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h21.50.911.wav,39.736123299691826,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_135.png,traje,speak,darkblue,nontarget,2,NT,1,2,3,2,Stim3_Set1,1,switch,5,4,5,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,40.23615580005571,41.3335583996959,41.3335583996959,41.3335583996959,41.3335583996959,41.3335583996959,41.3335583996959,41.3335583996959,41.3335583996959,44.354833299759775,44.354833299759775,44.354833299759775,44.354833299759775,44.354833299759775,44.354833299759775,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h21.55.537.wav,44.354833299759775,44.854815599974245,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_135.png,traje,speak,darkblue,repeat,2,T,1,2,3,2,Stim3_Set1,0,None,6,5,6,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,44.854815599974245,45.95219590002671,45.95219590002671,45.95219590002671,45.95219590002671,45.95219590002671,45.95219590002671,45.95219590002671,45.95219590002671,48.973388799931854,48.973388799931854,48.973388799931854,48.973388799931854,48.973388799931854,48.973388799931854,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.00.156.wav,48.973388799931854,49.473467899952084,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_673.png,tenedor,type,gold,filler,1,F,1,2,3,2,Extra5,0,None,7,6,7,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,49.473467899952084,50.563939000014216,50.563939000014216,50.563939000014216,50.563939000014216,50.563939000014216,50.563939000014216,50.563939000014216,50.563939000014216,53.58520529977977,53.58520529977977,53.58520529977977,53.58520529977977,53.58520529977977,53.58520529977977,"['t', 'e', 'n', 'e', 'd', 'o', 'r']",0,"[0.7463136003352702, 0.8738767001777887, 0.9834721004590392, 1.1230402002111077, 1.3124694004654884, 1.4191254004836082, 1.510652500204742]",tenedor,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.04.766.wav,53.58520529977977,54.08520639967173,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_728.png,pulpo,speak,darkblue,filler,2,F,1,2,3,2,Stim8_Set4,0,None,8,7,8,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,54.08520639967173,55.12007590010762,55.12007590010762,55.12007590010762,55.12007590010762,55.12007590010762,55.12007590010762,55.12007590010762,55.12007590010762,58.14830349991098,58.14830349991098,58.14830349991098,58.14830349991098,58.14830349991098,58.14830349991098,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.09.324.wav,58.14830349991098,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_16.png,cazador,speak,darkblue,nontarget,2,NT,1,2,3,2,Stim6_Set1,1,repeat,9,8,9,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,58.648375399876386,59.863723000045866,59.863723000045866,59.863723000045866,59.863723000045866,59.863723000045866,59.863723000045866,59.863723000045866,59.863723000045866,62.89192349975929,62.89192349975929,62.89192349975929,62.89192349975929,62.89192349975929,62.89192349975929,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.14.067.wav,62.89192349975929,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_16.png,cazador,type,gold,switch,1,T,1,2,3,2,Stim6_Set1,0,None,10,9,10,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,63.39200979983434,64.48944849986583,64.48944849986583,64.48944849986583,64.48944849986583,64.48944849986583,64.48944849986583,64.48944849986583,64.48944849986583,67.51054750010371,67.51054750010371,67.51054750010371,67.51054750010371,67.51054750010371,67.51054750010371,"['c', 'a', 'z', 'a', 'd', 'o', 'r']",0,"[0.6833097003400326, 0.8496992001309991, 1.0719536999240518, 1.2736752000637352, 1.5323689999058843, 1.7107687001116574, 1.7715611001476645]",cazador,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.18.693.wav,67.51054750010371,68.01061169989407,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_498.png,taza,type,gold,filler,1,F,1,2,3,2,Stim4_Set4,1,repeat,11,10,11,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,68.01061169989407,69.14969930006191,69.14969930006191,69.14969930006191,69.14969930006191,69.14969930006191,69.14969930006191,69.14969930006191,69.14969930006191,72.17098459973931,72.17098459973931,72.17098459973931,72.17098459973931,72.17098459973931,72.17098459973931,"['t', 'a', 'z', 'a']",0,"[1.1984387002885342, 1.3239503004588187, 1.5247684004716575, 1.7062620003707707]",taza,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.23.353.wav,72.17098459973931,72.6709845000878,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_381.png,fresa,type,gold,nontarget,1,NT,1,2,3,2,Stim2_Set1,1,repeat,12,11,12,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,72.6709845000878,73.69192919973284,73.69192919973284,73.69192919973284,73.69192919973284,73.69192919973284,73.69192919973284,73.69192919973284,73.69192919973284,76.71316519984975,76.71316519984975,76.71316519984975,76.71316519984975,76.71316519984975,76.71316519984975,"['f', 'r', 'e', 's', 'a']",0,"[0.7494654003530741, 1.0333974002860487, 1.1527603003196418, 1.3462316002696753, 1.4857563003897667]",fresa,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.27.895.wav,76.71316519984975,77.21324739977717,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_381.png,fresa,speak,darkblue,switch,2,T,1,2,3,2,Stim2_Set1,0,None,13,12,13,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,77.21324739977717,78.39398019993678,78.39398019993678,78.39398019993678,78.39398019993678,78.39398019993678,78.39398019993678,78.39398019993678,78.39398019993678,81.42213650001213,81.42213650001213,81.42213650001213,81.42213650001213,81.42213650001213,81.42213650001213,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.32.598.wav,81.42213650001213,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_178.png,puente,speak,darkblue,nontarget,2,NT,1,2,3,2,Stim1_Set1,0,None,14,13,14,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,81.92219949979335,83.13068349985406,83.13068349985406,83.13068349985406,83.13068349985406,83.13068349985406,83.13068349985406,83.13068349985406,83.13068349985406,86.15894289966673,86.15894289966673,86.15894289966673,86.15894289966673,86.15894289966673,86.15894289966673,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.37.334.wav,86.15894289966673,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_178.png,puente,type,gold,switch,1,T,1,2,3,2,Stim1_Set1,0,None,15,14,15,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,86.65900489967316,87.73548319982365,87.73548319982365,87.73548319982365,87.73548319982365,87.73548319982365,87.73548319982365,87.73548319982365,87.73548319982365,90.75670609995723,90.75670609995723,90.75670609995723,90.75670609995723,90.75670609995723,90.75670609995723,"['p', 'u', 'e', 'n', 't', 'e']",0,"[0.5093570002354681, 0.6303454004228115, 0.7938163001090288, 0.9703802005387843, 1.3330105002969503, 1.516717600170523]",puente,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.41.938.wav,90.75670609995723,91.25676529994234,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_719.png,baño,speak,darkblue,filler,2,F,1,2,3,2,Stim2_Set4,0,None,16,15,16,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,91.25676529994234,92.44445509975776,92.44445509975776,92.44445509975776,92.44445509975776,92.44445509975776,92.44445509975776,92.44445509975776,92.44445509975776,95.4725676998496,95.4725676998496,95.4725676998496,95.4725676998496,95.4725676998496,95.4725676998496,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.46.648.wav,95.4725676998496,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_169.png,espalda,type,gold,nontarget,1,NT,1,2,3,2,Stim8_Set1,1,switch,17,16,17,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,95.97265179967508,97.18808559980243,97.18808559980243,97.18808559980243,97.18808559980243,97.18808559980243,97.18808559980243,97.18808559980243,97.18808559980243,100.2092915000394,100.2092915000394,100.2092915000394,100.2092915000394,100.2092915000394,100.2092915000394,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0,"[1.0034024002961814, 1.1179768000729382, 1.2647304004058242, 1.3454196001403034, 1.507832400035113, 1.873892200179398, 2.0483669000677764]",espalda,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.51.392.wav,100.2092915000394,100.70937900012359,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_169.png,espalda,type,gold,repeat,1,T,1,2,3,2,Stim8_Set1,0,None,18,17,18,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,100.70937900012359,101.82765989983454,101.82765989983454,101.82765989983454,101.82765989983454,101.82765989983454,101.82765989983454,101.82765989983454,101.82765989983454,104.8489081999287,104.8489081999287,104.8489081999287,104.8489081999287,104.8489081999287,104.8489081999287,"['e', 's', 'p', 'a', 'l', 'd', 'a']",0,"[0.9244529004208744, 1.1901792003773153, 1.3733997005037963, 1.469077900517732, 1.702963000163436, 1.8963271002285182, 2.017741800285876]",espalda,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h22.56.031.wav,104.8489081999287,105.34889699984342,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_48.png,bombero,speak,darkblue,filler,2,F,1,2,3,2,Stim7_Set4,1,switch,19,18,19,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,105.34889699984342,106.50190240005031,106.50190240005031,106.50190240005031,106.50190240005031,106.50190240005031,106.50190240005031,106.50190240005031,106.50190240005031,109.52302709966898,109.52302709966898,109.52302709966898,109.52302709966898,109.52302709966898,109.52302709966898,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.00.705.wav,109.52302709966898,110.02312040003017,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_19.png,pavo,type,gold,nontarget,1,NT,1,2,3,2,Stim5_Set1,1,switch,20,19,20,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,110.02312040003017,111.16220630006865,111.16220630006865,111.16220630006865,111.16220630006865,111.16220630006865,111.16220630006865,111.16220630006865,111.16220630006865,114.19040479976684,114.19040479976684,114.19040479976684,114.19040479976684,114.19040479976684,114.19040479976684,"['p', 'a', 'b', 'o', 'backspace', 'backspace', 'v', 'o']",0,"[0.745469800196588, 0.8291799002327025, 1.0008331001736224, 1.165249700192362, 1.6311947000212967, 1.8223802000284195, 1.9013494001701474, 2.0329458001069725]",pavo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.05.366.wav,114.19040479976684,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_19.png,pavo,type,gold,repeat,1,T,1,2,3,2,Stim5_Set1,0,None,21,20,21,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,114.6903665997088,115.81555719999596,115.81555719999596,115.81555719999596,115.81555719999596,115.81555719999596,115.81555719999596,115.81555719999596,115.81555719999596,118.83674059994519,118.83674059994519,118.83674059994519,118.83674059994519,118.83674059994519,118.83674059994519,"['p', 'a', 'v', 'o']",0,"[1.1432377002201974, 1.1980477003380656, 1.3706265999935567, 1.4712896002456546]",pavo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.10.018.wav,118.83674059994519,119.33684269990772,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_319.png,vaca,speak,darkblue,filler,2,F,1,2,3,2,Stim1_Set4,0,None,22,21,22,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,119.33684269990772,120.39946869993582,120.39946869993582,120.39946869993582,120.39946869993582,120.39946869993582,120.39946869993582,120.39946869993582,120.39946869993582,123.42772629996762,123.42772629996762,123.42772629996762,123.42772629996762,123.42772629996762,123.42772629996762,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.14.603.wav,123.42772629996762,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_338.png,regalo,type,gold,filler,1,F,1,2,3,2,Stim6_Set4,0,None,23,22,23,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,123.9277228997089,125.09458689996973,125.09458689996973,125.09458689996973,125.09458689996973,125.09458689996973,125.09458689996973,125.09458689996973,125.09458689996973,128.11576709989458,128.11576709989458,128.11576709989458,128.11576709989458,128.11576709989458,128.11576709989458,"['r', 'a', 'backspace', 'e', 'g', 'a', 'l', 'o']",0,"[1.0047706002369523, 1.2012273003347218, 1.6250329003669322, 1.7273272005841136, 1.9236527001485229, 1.9987452002242208, 2.4206432001665235, 2.5755745004862547]",regalo,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.19.297.wav,128.11576709989458,128.61583989998326,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_142.png,vaso,type,gold,nontarget,1,NT,1,2,3,2,Stim7_Set1,0,None,24,23,24,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,128.61583989998326,129.65764799993485,129.65764799993485,129.65764799993485,129.65764799993485,129.65764799993485,129.65764799993485,129.65764799993485,129.65764799993485,132.68582689994946,132.68582689994946,132.68582689994946,132.68582689994946,132.68582689994946,132.68582689994946,"['v', 'a', 's', 'o']",0,"[1.245174300391227, 1.5705781006254256, 1.7659340002574027, 1.9017822002060711]",vaso,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.23.862.wav,132.68582689994946,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_142.png,vaso,speak,darkblue,switch,2,T,1,2,3,2,Stim7_Set1,0,None,25,24,25,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,133.1858985996805,134.28326989989728,134.28326989989728,134.28326989989728,134.28326989989728,134.28326989989728,134.28326989989728,134.28326989989728,134.28326989989728,137.30446399981156,137.30446399981156,137.30446399981156,137.30446399981156,137.30446399981156,137.30446399981156,None,0,,,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.28.487.wav,137.30446399981156,137.80459449999034,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_687.png,camisa,type,gold,filler,1,F,1,2,3,2,Stim5_Set4,1,switch,26,25,26,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,137.80459449999034,138.88113289978355,138.88113289978355,138.88113289978355,138.88113289978355,138.88113289978355,138.88113289978355,138.88113289978355,138.88113289978355,141.9022730998695,141.9022730998695,141.9022730998695,141.9022730998695,141.9022730998695,141.9022730998695,"['c', 'a', 'm', 'i', 's', 'a']",0,"[1.0761021999642253, 1.1741201002150774, 1.2807284002192318, 1.3886977001093328, 1.4804831999354064, 1.5768377003259957]",camisa,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.33.084.wav,141.9022730998695,142.402356099803,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_30.png,granja,type,gold,nontarget,1,NT,2,2,3,2,Stim5_Set2,0,None,27,26,27,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,142.402356099803,143.4719752999954,143.4719752999954,143.4719752999954,143.4719752999954,143.4719752999954,143.4719752999954,143.4719752999954,143.4719752999954,146.50013859989122,146.50013859989122,146.50013859989122,146.50013859989122,146.50013859989122,146.50013859989122,"['g', 'r', 'a', 'n', 'j', 'a']",0,"[0.8838037005625665, 1.1389269004575908, 1.2728114002384245, 1.3757698005065322, 1.5820856001228094, 1.6727759004570544]",granja,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.37.677.wav,146.50013859989122,147.0001877998002,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
REPSWITCH1/PICTURE_30.png,granja,type,gold,repeat,1,T,2,2,3,2,Stim5_Set2,0,None,28,27,28,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,147.0001877998002,148.12533649988472,148.12533649988472,148.12533649988472,148.12533649988472,148.12533649988472,148.12533649988472,148.12533649988472,148.12533649988472,151.15350579982623,151.15350579982623,151.15350579982623,151.15350579982623,151.15350579982623,151.15350579982623,"['g', 'r', 'a', 'n', 'j', 'a']",0,"[0.953500300180167, 1.166764299850911, 1.3122868002392352, 1.4016006998717785, 1.5973171000368893, 1.6989854001440108]",granja,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/300203_REPSWITCH1_version2_list3_2023-12-05_11h21.18.227_micRespv2l3_recorded\recording_micRespv2l3_2023-12-05_11h23.42.329.wav,151.15350579982623,,None,,,,,,300203,001,2023-12-05_11h21.18.227,REPSWITCH1_version2_list3,2022.2.4,144.0297511997384,
