image,typedAns,correctAns,respModal,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,imageObject.started,textboxType.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,15.832540799994604,17.823797300006845,18.324054500000784,18.324054500000784,space,0.9647494000091683,,,,,,,001,2023-04-25_15h42.00.698,REPSWITCH_1,2022.2.5,60.038857147171825,
REPSWITCH1/PICTURE_1.png,None,ratón,speak,nontarget,2,NT,Stim1_Set1,0,0,0,0,,24.022024300007615,,,,,19.90364099999715,19.90364099999715,21.170075899994117,21.170075899994117,21.170075899994117,,001,2023-04-25_15h42.00.698,REPSWITCH_1,2022.2.5,60.038857147171825,
,,,,,,,,,,,,,,,,,,,24.521807900004205,25.58732279999822,25.58732279999822,25.58732279999822,,,,,,,
