image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,textBlankLoop.started,textBlankLoop.stopped,polygonWhiteFam.stopped,imageFam.stopped,textboxEndFam.started,keyEndFam.started,keyEndFam.keys,keyEndFam.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,12.367137199966237,14.372986300033517,14.372986300033517,space,4.934423999977298,,,,,,,,,,,,,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_646.png,tronco,0,0,0,42,,,,,,19.32492399995681,20.38786879996769,20.38786879996769,20.38786879996769,20.38786879996769,23.866484500002116,26.366804099990986,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h44.58.710.wav,26.40845700004138,26.909233800019138,,,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_178.png,puente,0,1,1,7,,,,,,26.909233800019138,28.103972999961115,28.103972999961115,28.103972999961115,28.103972999961115,31.59017430001404,34.0900378000224,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h45.06.438.wav,34.13874930003658,,34.13874930003658,34.13874930003658,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_663.png,columna,0,2,2,43,,,,,,34.63951290003024,35.729896200005896,35.729896200005896,35.729896200005896,35.729896200005896,39.21616690000519,41.715894100023434,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h45.14.064.wav,41.764681500033475,,41.764681500033475,41.764681500033475,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_576.png,guante,0,3,3,26,,,,,,42.264749599969946,43.432495199958794,43.432495199958794,43.432495199958794,43.432495199958794,46.918561700033024,49.41921349999029,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h45.21.757.wav,49.460987200029194,,,,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_719.png,baño,0,4,4,29,,,,,,49.96095189999323,51.12092519993894,51.12092519993894,51.12092519993894,51.12092519993894,54.60669060004875,57.106799399945885,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h45.29.455.wav,57.15557269996498,,57.15557269996498,57.15557269996498,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_235.png,aguja,0,5,5,10,,,,,,57.65546739997808,58.69817300001159,58.69817300001159,58.69817300001159,58.69817300001159,62.18443240004126,64.68430660001468,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h45.37.022.wav,64.71859439997934,65.21909280004911,,,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_48.png,bombero,0,6,6,22,,,,,,65.21909280004911,66.3519304000074,66.3519304000074,66.3519304000074,66.3519304000074,69.8382213000441,72.33807479997631,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h45.44.675.wav,72.37278980005067,72.87261119997129,,,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_446.png,cerdo,0,7,7,20,,,,,,72.87261119997129,74.08911930001341,74.08911930001341,74.08911930001341,74.08911930001341,77.57544139993843,80.07508989993948,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h45.52.423.wav,80.12396100000478,,80.12396100000478,80.12396100000478,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
REPSWITCH1_Fam/PICTURE_19.png,pavo,0,8,8,8,,,,,,80.6247999999905,81.67350699997041,81.67350699997041,81.67350699997041,81.67350699997041,85.15919279993977,87.65951170003973,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/0001012_REPSWITCH1_Fam_2023-09-28_10h44.42.950_micFam_recorded\recording_micFam_2023-09-28_10h46.00.008.wav,87.70814650005195,88.20822200004477,87.70814650005195,87.70814650005195,,,,,0001012,001,2023-09-28_10h44.42.950,REPSWITCH1_Fam,2022.2.4,144.1264853465277,
