image,correctAns,respModal,frameColor,repSwitch,sequence,target,set,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstrMain1.started,keyInstrMain.started,keyInstrMain.keys,keyInstrMain.rt,textInstrMain2.started,keyInstrMain2.started,keyInstrMain2.keys,keyInstrMain2.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,polygonType.started,textInput.started,keyResp.started,micResp.started,keyResp.keys,keyResp.corr,subjResponse,micResp.clip,polygonColour.stopped,polygonWhite.stopped,imageObject.stopped,polygonType.stopped,textInput.stopped,keyResp.stopped,micResp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,13.69201310002245,15.70148289995268,16.201841400004923,16.201841400004923,space,1.0519408999243751,,,,,,,,,,,,,,,,,,,,,,,,,,25,001,2023-06-27_17h04.53.658,REPSWITCH1_v2022.2.4,2022.2.4,59.8678716327074,
,,,,,,,,,,,,,,,,,,,17.28485539997928,17.28485539997928,space,1.2830004999414086,,,,,,,,,,,,,,,,,,,,,,25,001,2023-06-27_17h04.53.658,REPSWITCH1_v2022.2.4,2022.2.4,59.8678716327074,
REPSWITCH1/PICTURE_178.png,puente,speak,yellow,nontarget,2,NT,1,Stim1_Set1,0,0,0,0,,23.53142549993936,,,,,,,,,19.199219499947503,19.199219499947503,20.600078299990855,20.600078299990855,20.600078299990855,20.600078299990855,20.600078299990855,20.600078299990855,20.600078299990855,0.1383871000725776,None,0,,D:\GitHub\experiment1\data/25_REPSWITCH1_v2022.2.4_2023-06-27_17h04.53.658_micResp_recorded\recording_micResp_2023-06-27_17h05.09.689.wav,,,,,,,,25,001,2023-06-27_17h04.53.658,REPSWITCH1_v2022.2.4,2022.2.4,59.8678716327074,
,,,,,,,,,,,,,,,,,,,,,,,,23.899607499944977,25.117276499979198,25.117276499979198,25.117276499979198,25.117276499979198,25.117276499979198,25.117276499979198,25.117276499979198,0.002477399888448417,None,0,,,,,,,,,2.999997799983248,,,,,,,
