Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13;Column14;Column15;Column16;Column17;Column18;Column19;Column20;Column21;Column212;Column22;Column23;Column24;Column25;Column26;Column27;Column28;Column29;Column30;Column31;Column32;Column33;Column34
image;correctAns;famTrials.thisRepN;famTrials.thisTrialN;famTrials.thisN;famTrials.thisIndex;textWelcomeFam.started;textboxInstrFam.started;keyInstrFam.started;keyInstrFam.keys;keyInstrFam.rt;fixationITI.started;fixationITI.stopped;polygonWhiteFam.started;imageFam.started;micFam.started;textFam.started;textFam.stopped;micFam.clip;textBlankLoop.started;textBlankLoop.stopped;;polygonWhiteFam.stopped;imageFam.stopped;textboxEndFam.started;keyEndFam.started;keyEndFam.keys;keyEndFam.rt;participant;session;date;expName;psychopyVersion;frameRate;
REPSWITCH1_Fam/PICTURE_199.png;falda;0;18;18;9;;;;;;168.16632200000004;169.3111859999999;169.3111859999999;169.3111859999999;169.3111859999999;172.78283459999966;175.28255350000018;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h17.46.998.wav;175.4794296;175.98104690000036;0.5016173;175.4794296;175.4794296;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_271.png;conejo;0;19;19;13;;;;;;175.98104690000036;177.3057157000003;177.3057157000003;177.3057157000003;177.3057157000003;180.6643909000004;183.16369599999962;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h17.54.882.wav;183.3585006000003;183.8625477000005;0.5040471;;;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_517.png;cuerda;0;20;20;24;;;;;;183.8625477000005;185.04681919999985;185.04681919999985;185.04681919999985;185.04681919999985;188.52906450000046;191.02847550000024;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.02.741.wav;191.15076920000047;191.66068350000023;0.5099143;191.15076920000047;191.15076920000047;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_8.png;pierna;0;21;21;31;;;;;;191.66068350000023;192.79140370000005;192.79140370000005;192.79140370000005;192.79140370000005;196.26051730000017;198.75994270000047;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.10.478.wav;198.86537419999968;199.3754383000005;0.5100641;198.86537419999968;198.86537419999968;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_128.png;muñeca;0;22;22;0;;;;;;199.3754383000005;200.62642469999992;200.62642469999992;200.62642469999992;200.62642469999992;204.10863770000014;206.6080609999999;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.18.321.wav;206.8119471;207.32360460000018;0.5116575;206.8119471;206.8119471;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_12.png;sirena;0;23;23;38;;;;;;207.32360460000018;208.5259044000004;208.5259044000004;208.5259044000004;208.5259044000004;211.9400744000004;214.4395381000004;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.26.153.wav;214.58152510000036;215.0884630999999;0.506938;;;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_338.png;regalo;0;24;24;17;;;;;;215.0884630999999;216.16066990000036;216.16066990000036;216.16066990000036;216.16066990000036;219.6217133;222.12101520000033;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.33.838.wav;222.3237767999999;222.8366114999999;0.5128347;;;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_612.png;rana;0;25;25;32;;;;;;222.8366114999999;224.23355300000003;224.23355300000003;224.23355300000003;224.23355300000003;227.58645660000002;230.08578860000034;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.41.800.wav;230.27049080000052;;;;;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_646.png;tronco;0;26;26;42;;;;;;230.78476020000016;231.9722069999998;231.9722069999998;231.9722069999998;231.9722069999998;235.36794079999981;237.86747579999974;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.49.579.wav;237.9738723999999;238.4828765000002;0.5090041;;;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
REPSWITCH1_Fam/PICTURE_169.png;espalda;0;27;27;5;;;;;;238.4828765000002;239.56369559999985;239.56369559999985;239.56369559999985;239.56369559999985;243.03269569999975;245.53208059999997;D:\GitHub\experiment1\data/1234_REPSWITCH1_Fam_2023-09-20_11h15.07.193_micFam_recorded\recording_micFam_2023-09-20_11h18.57.250.wav;245.78328220000003;;;245.78328220000003;245.78328220000003;;;;;1234;001;2023-09-20_11h15.07.193;REPSWITCH1_Fam;2022.2.4;59.99678417221824;
