famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,image,correctAns,textWelcomeFam.started,textBlank500.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,16.06308800005354,17.227116900030524,17.724454600014724,17.724454600014724,space,1.9471689000492916,,,,,,,,,,44,001,2023-06-30_11h09.21.982,Fam,2022.2.4,60.19078066558463,
,,,,,,,19.6908125000773,,,,,20.20575279998593,20.20575279998593,21.505764200002886,21.505764200002886,21.505764200002886,0.09498299995902926,24.873129000072367,27.372987700044177,D:\GitHub\experiment1\data/44_Fam_2023-06-30_11h09.21.982_micFam_recorded\recording_micFam_2023-06-30_11h09.39.849.wav,,,,,,,
