image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcomeFam.started,textboxInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,micFam.started,textFam.started,textFam.stopped,micFam.clip,textBlankLoop.started,textBlankLoop.stopped,polygonWhiteFam.stopped,imageFam.stopped,textboxEndFam.started,keyEndFam.started,keyEndFam.keys,keyEndFam.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,9.317593100015074,11.314154799998505,11.314154799998505,space,13.169751800014637,,,,,,,,,,,,,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_264.png,mano,0,0,0,12,,,,,,24.503391400008695,25.642471500003012,25.642471500003012,25.642471500003012,25.642471500003012,29.128966599993873,31.62932060001185,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h40.27.798.wav,31.670973500004038,32.17104700001073,,,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_178.png,puente,0,1,1,7,,,,,,32.17104700001073,33.2268175999925,33.2268175999925,33.2268175999925,33.2268175999925,36.720269100012956,39.220663900021464,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h40.35.384.wav,39.25532570001087,39.75536949999514,39.25532570001087,39.25532570001087,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_381.png,fresa,0,2,2,19,,,,,,39.75536949999514,40.86666610001703,40.86666610001703,40.86666610001703,40.86666610001703,44.3601574000204,46.860489300015615,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h40.43.026.wav,46.895212100003846,47.39527150001959,46.895212100003846,46.895212100003846,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_391.png,cadena,0,3,3,40,,,,,,47.39527150001959,48.541263499995694,48.541263499995694,48.541263499995694,48.541263499995694,52.034764400013955,54.53507100002025,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h40.50.701.wav,54.569891000021016,55.06986109999707,54.569891000021016,54.569891000021016,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_498.png,taza,0,4,4,23,,,,,,55.06986109999707,56.2298328000179,56.2298328000179,56.2298328000179,56.2298328000179,59.72325750000891,62.22358730001724,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h40.58.389.wav,62.25832920000539,62.758394600008614,62.25832920000539,62.25832920000539,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_599.png,nube,0,5,5,33,,,,,,62.758394600008614,63.890458500012755,63.890458500012755,63.890458500012755,63.890458500012755,67.38399810000556,69.88430989999324,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h41.06.049.wav,69.91902610001853,70.41911960000289,69.91902610001853,69.91902610001853,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_663.png,columna,0,6,6,43,,,,,,70.41911960000289,71.4956164000032,71.4956164000032,71.4956164000032,71.4956164000032,74.98914680001326,77.48946650000289,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h41.13.654.wav,77.52421689999755,78.02427389999502,77.52421689999755,77.52421689999755,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_673.png,tenedor,0,7,7,44,,,,,,78.02427389999502,79.1008021000016,79.1008021000016,79.1008021000016,79.1008021000016,82.59432239999296,85.09464120000484,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h41.21.260.wav,85.12937599999714,85.62943550001364,85.12937599999714,85.12937599999714,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
REPSWITCH1_Fam/PICTURE_338.png,regalo,0,8,8,17,,,,,,85.62943550001364,86.69899350000196,86.69899350000196,86.69899350000196,86.69899350000196,90.19253630001913,92.69284210001933,C:\2023\REPSWITCH21092023\REPSWITCH_excgange\REPSWITCH_excgange\data/010101_REPSWITCH1_Fam_2023-11-10_13h40.03.413_micFam_recorded\recording_micFam_2023-11-10_13h41.28.858.wav,92.72759270001552,93.22763979999581,92.72759270001552,92.72759270001552,,,,,010101,001,2023-11-10_13h40.03.413,REPSWITCH1_Fam,2022.2.4,144.02062373598986,
