image;correctAns;respModal;frameColor;repSwitch;sequence;target;set;block;list;exp_version;stimulus;baseline;baseline_condition;trial_no;psychopy_trial;Column1;trialsREPSWITCH.thisRepN;trialsREPSWITCH.thisTrialN;trialsREPSWITCH.thisN;trialsREPSWITCH.thisIndex;textWelcome.started;textboxInstrMain1.started;textboxInstrMain1_2.started;textboxInstrMain1_3.started;keyInstrMain.started;keyInstrMain.keys;keyInstrMain.rt;textboxInstrMain2.started;textboxInstrMain2_2.started;textboxInstrMain2_3.started;textboxInstrMain2_4.started;textboxInstrMain2_5.started;textboxInstrMain2_6.started;textboxInstrMain2_7.started;textboxInstrMain2_8.started;textboxInstrMain2_9.started;textboxInstrMain2_10.started;textboxInstrMain2_11.started;textboxInstrMain2_12.started;keyInstrMain2.started;keyInstrMain2.keys;keyInstrMain2.rt;textBlank500.started;fixationITI.started;fixationITI.stopped;polygonColour.started;polygonWhite.started;imageObject.started;polygonType.started;textInput.started;keyResp.started;micRespv1l1.started;keyResp.keys;keyResp.corr;keyResp.rt;subjResponse;micRespv1l1.clip;textBlankLoop.started;keyPause.keys;textBlankLoop.stopped;polygonColour.stopped;polygonWhite.stopped;imageObject.stopped;polygonType.stopped;textInput.stopped;keyResp.stopped;textboxPause.started;keyPause.started;participant;session;date;expName;psychopyVersion;frameRate;Column2
REPSWITCH1/PICTURE_498.png;taza;speak;gold;filler;2;F;1;1;1;1;Stim4_Set4;0;None;19;18;19;0;18;18;18;;;;;;;;;;;;;;;;;;;;;;;;9.3332E+15;9.43936E+15;9.43936E+15;9.43936E+15;9.43936E+15;9.43936E+15;9.43936E+15;9.43936E+15;4.9027E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h33.54.406.wav;9.74113E+15;None;9.79111E+15;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_48.png;bombero;type;darkblue;filler;1;F;1;1;1;1;Stim7_Set4;0;None;20;19;20;0;19;19;19;;;;;;;;;;;;;;;;;;;;;;;;9.79111E+15;9.90952E+15;9.90952E+15;9.90952E+15;9.90952E+15;9.90952E+15;9.90952E+15;9.90952E+15;5.2628E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h33.59.107.wav;1.02115E+16;None;;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_142.png;vaso;type;darkblue;nontarget;1;NT;1;1;1;1;Stim7_Set1;1;repeat;21;20;21;0;20;20;20;;;;;;;;;;;;;;;;;;;;;;;;1.02615E+16;1.03741E+15;1.03741E+15;1.03741E+15;1.03741E+15;1.03741E+15;1.03741E+15;1.03741E+15;4.6965E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.03.753.wav;1.06758E+16;None;1.07258E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_142.png;vaso;type;darkblue;repeat;1;T;1;1;1;1;Stim7_Set1;0;None;22;21;22;0;21;21;21;;;;;;;;;;;;;;;;;;;;;;;;1.07258E+16;1.08353E+16;1.08353E+16;1.08353E+16;1.08353E+16;1.08353E+16;1.08353E+16;1.08353E+16;1.2741E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.08.365.wav;1.11371E+16;None;1.11871E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_338.png;regalo;speak;gold;filler;2;F;1;1;1;1;Stim6_Set4;1;switch;23;22;23;0;22;22;22;;;;;;;;;;;;;;;;;;;;;;;;1.11871E+16;1.12907E+16;1.12907E+16;1.12907E+16;1.12907E+16;1.12907E+16;1.12907E+16;1.12907E+16;4.4548E+14;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.12.919.wav;1.15925E+15;None;1.16425E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_728.png;pulpo;type;darkblue;filler;1;F;1;1;1;1;Stim8_Set4;1;switch;24;23;24;0;23;23;23;;;;;;;;;;;;;;;;;;;;;;;;1.16425E+16;1.17448E+16;1.17448E+16;1.17448E+16;1.17448E+16;1.17448E+16;1.17448E+16;1.17448E+16;4.9242E+14;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.17.460.wav;1.20465E+15;None;1.20965E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_169.png;espalda;type;darkblue;nontarget;1;NT;1;1;1;1;Stim8_Set1;1;repeat;25;24;25;0;24;24;24;;;;;;;;;;;;;;;;;;;;;;;;1.20965E+16;1.22071E+16;1.22071E+16;1.22071E+16;1.22071E+16;1.22071E+16;1.22071E+16;1.22071E+16;4.8845E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.22.083.wav;1.25089E+16;None;1255883758;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_169.png;espalda;speak;gold;switch;2;T;1;1;1;1;Stim8_Set1;0;None;26;25;26;0;25;25;25;;;;;;;;;;;;;;;;;;;;;;;;1255883758;1.26647E+16;1.26647E+16;1.26647E+16;1.26647E+16;1.26647E+16;1.26647E+16;1.26647E+16;1.3316E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.26.661.wav;1.29668E+16;None;;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_178.png;puente;speak;gold;filler;2;F;2;1;1;1;Stim1_Set1;0;None;27;26;27;0;26;26;26;;;;;;;;;;;;;;;;;;;;;;;;1.30167E+16;1.31237E+15;1.31237E+15;1.31237E+15;1.31237E+15;1.31237E+15;1.31237E+15;1.31237E+15;1.3781E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.31.252.wav;1.34258E+15;None;1.34758E+15;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_175.png;pintor;type;darkblue;nontarget;1;NT;2;1;1;1;Stim1_Set2;1;switch;28;27;28;0;27;27;27;;;;;;;;;;;;;;;;;;;;;;;;1.34758E+15;1.35791E+15;1.35791E+15;1.35791E+15;1.35791E+15;1.35791E+15;1.35791E+15;1.35791E+15;4.3997E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.35.803.wav;1.38809E+16;None;1.39309E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_175.png;pintor;type;darkblue;repeat;1;T;2;1;1;1;Stim1_Set2;0;None;29;28;29;0;28;28;28;;;;;;;;;;;;;;;;;;;;;;;;1.39309E+16;1.40437E+16;1.40437E+16;1.40437E+16;1.40437E+16;1.40437E+16;1.40437E+16;1.40437E+16;1.5241E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.40.449.wav;1.43455E+16;None;1.43955E+15;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_381.png;fresa;speak;gold;filler;2;F;2;1;1;1;Stim2_Set1;0;None;30;29;30;0;29;29;29;;;;;;;;;;;;;;;;;;;;;;;;1.43955E+15;1.451E+16;1.451E+16;1.451E+16;1.451E+16;1.451E+16;1.451E+16;1.451E+16;1.6986E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.45.111.wav;1.48117E+15;None;1.48617E+15;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_152.png;caracol;type;darkblue;nontarget;1;NT;2;1;1;1;Stim2_Set2;1;switch;31;30;31;0;30;30;30;;;;;;;;;;;;;;;;;;;;;;;;1.48617E+15;1.4969E+16;1.4969E+16;1.4969E+16;1.4969E+16;1.4969E+16;1.4969E+16;1.4969E+16;5.428E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.49.704.wav;1.5271E+16;None;;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_152.png;caracol;type;darkblue;repeat;1;T;2;1;1;1;Stim2_Set2;0;None;32;31;32;0;31;31;31;;;;;;;;;;;;;;;;;;;;;;;;1.5321E+16;1.54288E+15;1.54288E+15;1.54288E+15;1.54288E+15;1.54288E+15;1.54288E+15;1.54288E+15;1.505E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.54.300.wav;1.57306E+16;None;1.57806E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_128.png;muñeca;speak;gold;filler;2;F;2;1;1;1;Stim4_Set1;0;None;33;32;33;0;32;32;32;;;;;;;;;;;;;;;;;;;;;;;;1.57806E+16;1.58867E+16;1.58867E+16;1.58867E+16;1.58867E+16;1.58867E+16;1.58867E+16;1.58867E+16;1.4092E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h34.58.881.wav;1.61888E+15;None;1.62388E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_264.png;mano;type;darkblue;nontarget;1;NT;2;1;1;1;Stim3_Set2;0;None;34;33;34;0;33;33;33;;;;;;;;;;;;;;;;;;;;;;;;1.62388E+16;1.6351E+15;1.6351E+15;1.6351E+15;1.6351E+15;1.6351E+15;1.6351E+15;1.6351E+15;5.0945E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.03.522.wav;1.66528E+15;None;1.67028E+15;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_264.png;mano;speak;gold;switch;2;T;2;1;1;1;Stim3_Set2;0;None;35;34;35;0;34;34;34;;;;;;;;;;;;;;;;;;;;;;;;1.67028E+15;1.68064E+15;1.68064E+15;1.68064E+15;1.68064E+15;1.68064E+15;1.68064E+15;1.68064E+15;1.4353E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.08.078.wav;1.71085E+16;None;1.71585E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_517.png;cuerda;speak;gold;nontarget;2;NT;2;1;1;1;Stim4_Set2;1;repeat;36;35;36;0;35;35;35;;;;;;;;;;;;;;;;;;;;;;;;1.71585E+16;1.72713E+16;1.72713E+16;1.72713E+16;1.72713E+16;1.72713E+16;1.72713E+16;1.72713E+16;5.1936E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.12.726.wav;1.75731E+16;None;1.76231E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_517.png;cuerda;type;darkblue;switch;1;T;2;1;1;1;Stim4_Set2;0;None;37;36;37;0;36;36;36;;;;;;;;;;;;;;;;;;;;;;;;1.76231E+16;1.7725E+15;1.7725E+15;1.7725E+15;1.7725E+15;1.7725E+15;1.7725E+15;1.7725E+15;1.4494E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.17.265.wav;1.80271E+16;None;1.80771E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_135.png;traje;type;darkblue;filler;1;F;2;1;1;1;Stim3_Set1;0;None;38;37;38;0;37;37;37;;;;;;;;;;;;;;;;;;;;;;;;1.80771E+16;1.81818E+16;1.81818E+16;1.81818E+16;1.81818E+16;1.81818E+16;1.81818E+16;1.81818E+16;1.3523E+16;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.21.833.wav;1.84839E+16;None;1.85339E+15;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_30.png;granja;type;darkblue;nontarget;1;NT;2;1;1;1;Stim5_Set2;1;repeat;39;38;39;0;38;38;38;;;;;;;;;;;;;;;;;;;;;;;;1.85339E+15;1.86456E+15;1.86456E+15;1.86456E+15;1.86456E+15;1.86456E+15;1.86456E+15;1.86456E+15;5.7853E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.26.470.wav;1.89476E+16;None;1.89976E+16;;;;;;;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
REPSWITCH1/PICTURE_30.png;granja;speak;gold;switch;2;T;2;1;1;1;Stim5_Set2;0;None;40;39;40;0;39;39;39;;;;;;;;;;;;;;;;;;;;;;;;1.89976E+16;1.91043E+16;1.91043E+16;1.91043E+16;1.91043E+16;1.91043E+16;1.91043E+16;1.91043E+16;2.1042E+15;None;0;;;C:\2023\REPSWITCH12092023\REPSWITCH_excgange\REPSWITCH_excgange\data/231845_REPSWITCH1_version1_list1_2023-09-15_12h32.21.379_micRespv1l1_recorded\recording_micRespv1l1_2023-09-15_12h35.31.061.wav;1.94067E+16;None;1.94566E+16;1.94067E+16;1.94067E+16;1.94067E+16;1.94067E+16;1.94067E+16;1.94067E+16;;;231845;1;2023-09-15_12h32.21.379;REPSWITCH1_version1_list1;202224;3.55812E+15;
