image,correctAns,famTrials.thisRepN,famTrials.thisTrialN,famTrials.thisN,famTrials.thisIndex,textWelcome.started,textBlank500.started,textInstrFam.started,keyInstrFam.started,keyInstrFam.keys,keyInstrFam.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonWhiteFam.started,imageFam.started,polygonWhiteFam.stopped,imageFam.stopped,textFam.started,textFam.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,27.055702799989376,28.8014497999975,29.30185089999577,29.30185089999577,space,11.356829999975162,,,,,,,,,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_128.png,muñeca,0,0,0,0,,49.1630734000064,,,,,41.34680559998378,41.34680559998378,42.730639599991264,42.730639599991264,42.730639599991264,45.73038850000012,45.73038850000012,46.147386800003005,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_142.png,vaso,0,1,1,1,,57.32821599999443,,,,,,49.6633540999901,50.82990939999581,50.82990939999581,50.82990939999581,53.828916200000094,53.828916200000094,54.314327500003856,57.32821599999443,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_152.png,caracol,0,2,2,2,,65.42663289999473,,,,,,57.84337369998684,59.00991069999873,59.00991069999873,59.00991069999873,62.009354699985124,62.009354699985124,62.42556770000374,65.42663289999473,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_16.png,cazador,0,3,3,3,,73.48965450000833,,,,,73.9896463000041,65.92610409998451,67.02481400000397,67.02481400000397,67.02481400000397,70.02529839999625,70.02529839999625,70.47675050000544,73.48965450000833,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_175.png,pintor,0,4,4,4,,81.7542689999973,,,,,,73.9896463000041,75.2890606999863,75.2890606999863,75.2890606999863,78.2887122000102,78.2887122000102,78.7386489000055,81.7542689999973,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_178.png,puente,0,5,5,5,,89.85198740000487,,,,,,82.25820280000335,83.37391170000774,83.37391170000774,83.37391170000774,86.38693760000751,86.38693760000751,86.83836759999394,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_19.png,pavo,0,6,6,6,,98.11766089999583,,,,,98.61700170001131,90.35221730000922,91.63542469998356,91.63542469998356,91.63542469998356,94.63490060000913,94.63490060000913,95.10337510000682,98.11766089999583,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_199.png,falda,0,7,7,7,,106.26605740000377,,,,,,98.61700170001131,99.79411499999696,99.79411499999696,99.79411499999696,102.80097469998873,102.80097469998873,103.25049299999955,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_235.png,aguja,0,8,8,8,,114.48121609998634,,,,,114.98053949998575,106.76610639999853,107.99832610000158,107.99832610000158,107.99832610000158,110.99847590000718,110.99847590000718,111.48160759999882,114.48121609998634,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_242.png,cartero,0,9,9,9,,122.61266169999726,,,,,,114.98053949998575,116.12966879998567,116.12966879998567,116.12966879998567,119.1298206000065,119.1298206000065,119.61276910000015,122.61266169999726,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_264.png,mano,0,10,10,10,,130.94355820000055,,,,,131.44316160000744,123.12881900000502,124.544410100003,124.544410100003,124.544410100003,127.54451380000683,127.54451380000683,127.94436319998931,130.94355820000055,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_271.png,conejo,0,11,11,11,,139.04175390000455,,,,,,131.44316160000744,132.62552070000675,132.62552070000675,132.62552070000675,135.62580350000644,135.62580350000644,136.02583759999834,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_30.png,granja,0,12,12,12,,147.08971319999546,,,,,,139.54288069999893,140.60720140000922,140.60720140000922,140.60720140000922,143.60798299999442,143.60798299999442,144.0738798000093,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_319.png,vaca,0,13,13,13,,155.22084170000744,,,,,,147.58968740000273,148.77166460000444,148.77166460000444,148.77166460000444,151.77156480000122,151.77156480000122,152.20525040000211,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_320.png,iglesia,0,14,14,14,,163.38644229999045,,,,,,155.7205571999948,156.98630630000844,156.98630630000844,156.98630630000844,159.9863492999866,159.9863492999866,160.3861348000064,163.38644229999045,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_354.png,cabra,0,15,15,15,,171.43460440001218,,,,,171.93402720001177,163.90224269998726,164.96798320001108,164.96798320001108,164.96798320001108,167.9682058999897,167.9682058999897,168.43412580000586,171.43460440001218,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_377.png,babero,0,16,16,16,,179.73193410001113,,,,,180.23135399998864,171.93402720001177,173.3322053999873,173.3322053999873,173.3322053999873,176.33339079999132,176.33339079999132,176.732351499988,179.73193410001113,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_381.png,fresa,0,17,17,17,,187.93001650000224,,,,,188.4296794999973,180.23135399998864,181.54730070001096,181.54730070001096,181.54730070001096,184.54748979999567,184.54748979999567,184.93024859999423,187.93001650000224,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_411.png,puño,0,18,18,18,,196.1613437999913,,,,,196.66121059999568,188.4296794999973,189.67856629999005,189.67856629999005,189.67856629999005,192.67872100000386,192.67872100000386,193.161918400001,196.1613437999913,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_48.png,bombero,0,19,19,19,,204.22570989999804,,,,,,196.66121059999568,197.7117242999957,197.7117242999957,197.7117242999957,200.72676439999486,200.72676439999486,201.21045750001213,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_487.png,cesta,0,20,20,20,,212.37402920000022,,,,,,204.72558689999278,205.97437400001218,205.97437400001218,205.97437400001218,208.9743993000011,208.9743993000011,209.3580445999978,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_517.png,cuerda,0,21,21,21,,220.43991590000223,,,,,,212.8738871999958,214.05623329998343,214.05623329998343,214.05623329998343,217.05627549998462,217.05627549998462,217.43938409999828,220.43991590000223,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_552.png,manzana,0,22,22,22,,228.7537611000007,,,,,229.25292759999866,220.95512589998543,222.27069430000847,222.27069430000847,222.27069430000847,225.27096259998507,225.27096259998507,225.7537932000123,228.7537611000007,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_576.png,guante,0,23,23,23,,236.9025427000015,,,,,,229.25292759999866,230.40365789999487,230.40365789999487,230.40365789999487,233.40222180000274,233.40222180000274,233.90227869999944,236.9025427000015,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_610.png,miel,0,24,24,24,,244.9492166999844,,,,,245.44952809999813,237.418751899997,238.48382409999613,238.48382409999613,238.48382409999613,241.48343669998576,241.48343669998576,241.95021089998772,244.9492166999844,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_622.png,tiza,0,25,25,25,,253.0145779000013,,,,,253.51407129998552,245.44952809999813,246.5482544999977,246.5482544999977,246.5482544999977,249.54856429999927,249.54856429999927,250.0156866000034,253.0145779000013,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_636.png,oveja,0,26,26,26,,261.07929170000716,,,,,261.57893419999164,253.51407129998552,254.5814698000031,254.5814698000031,254.5814698000031,257.59649029999855,257.59649029999855,258.0793627999956,261.07929170000716,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_664.png,vestido,0,27,27,27,,269.160209499998,,,,,269.6600715999957,261.57893419999164,262.7777722000028,262.7777722000028,262.7777722000028,265.777694599994,265.777694599994,266.16119389998494,269.160209499998,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_687.png,camisa,0,28,28,28,,277.29177670000354,,,,,277.79125149999163,269.6600715999957,270.89243440001155,270.89243440001155,270.89243440001155,273.892497199995,273.892497199995,274.2922797999927,277.29177670000354,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_719.png,baño,0,29,29,29,,285.5232893000066,,,,,286.0226679999905,277.79125149999163,279.14061500001117,279.14061500001117,279.14061500001117,282.14067299998715,282.14067299998715,282.52357160000247,285.5232893000066,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_8.png,pierna,0,30,30,30,,293.8377633999917,,,,,294.3376382999995,286.0226679999905,287.37197119998746,287.37197119998746,287.37197119998746,290.37184519998846,290.37184519998846,290.8383549999853,293.8377633999917,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
REPSWITCH1/PICTURE_91.png,boca,0,31,31,31,,301.86907300000894,,,,,302.369148400001,294.3376382999995,295.4697762999858,295.4697762999858,295.4697762999858,298.4703814999957,298.4703814999957,298.8540681999875,301.86907300000894,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
None,None,0,32,32,32,,309.9836796000018,,,,,,302.369148400001,303.46873799999594,303.46873799999594,303.46873799999594,306.46802880000905,306.46802880000905,306.9687238000042,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
None,None,0,33,33,33,,318.1980803000042,,,,,318.6984386999975,310.4834009000042,311.7001750000054,311.7001750000054,311.7001750000054,314.699199900002,314.699199900002,315.1826485999918,318.1980803000042,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
None,None,0,34,34,34,,326.31333380000433,,,,,326.8130186999915,318.6984386999975,319.8148113999923,319.8148113999923,319.8148113999923,322.8148927000002,322.8148927000002,323.2967548999877,326.296336600004,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
None,None,0,35,35,35,,334.6278405000048,,,,,,326.8130186999915,328.0638959000062,328.0638959000062,328.0638959000062,331.0786967999884,331.0786967999884,331.5624661000038,,,001,2023-05-26_12h03.43.604,REPSWITCH_1,2022.2.5,59.65473035465054,
,,,,,,,,,,,,,335.0776579999947,336.1774487000075,336.1774487000075,336.1774487000075,,,,,,,,,,,
