image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,textBlank500.stopped,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,textInput.started,polygonText.started,keyResp.started,micResp.started,micResp.stopped,keyResp.keys,keyResp.rt,subjResponse,micResp.clip,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,10.757973800005857,12.754090300004464,13.254753600020194,13.254753600020194,space,0.5828438000171445,,,,,,,,,,,,,,,,,001,2023-05-08_16h29.28.356,REPSWITCH_1,2022.2.5,60.006144630591784,
REPSWITCH1/PICTURE_1.png,ratón,speak,yellow,nontarget,2,NT,Stim1_Set1,0,0,0,0,,18.56942660000641,,,,,14.385615400009556,14.385615400009556,15.603326600015862,15.603326600015862,15.603326600015862,15.603326600015862,15.603326600015862,15.603326600015862,15.603326600015862,0.004372800001874566,2.0500598000071477,"['r', 'a', 't', 'o', 'n']","[1.4365848999877926, 1.5865894999878947, 1.7761733999941498, 1.9053927999921143, 2.0433946999837644]",raton,D:\GitHub\experiment1\data/_REPSWITCH_1_2023-05-08_16h29.28.356_micResp_recorded\recording_micResp_2023-05-08_16h29.41.129.wav,,001,2023-05-08_16h29.28.356,REPSWITCH_1,2022.2.5,60.006144630591784,
,,,,,,,,,,,,,,,,,,,19.069327000004705,20.287042900017696,20.287042900017696,20.287042900017696,20.287042900017696,20.287042900017696,20.287042900017696,20.287042900017696,0.003614600020227954,,,,,,,,,,,,
