image,correctAns,respModal,frameColour,repSwitch,sequence,target,stimulus,trialsREPSWITCH.thisRepN,trialsREPSWITCH.thisTrialN,trialsREPSWITCH.thisN,trialsREPSWITCH.thisIndex,textWelcome.started,textBlank500.started,textInstructions.started,keyInstructions.started,keyInstructions.keys,keyInstructions.rt,fixationITI.started,fixationITI.stopped,polygonColour.started,polygonWhite.started,imageObject.started,textbox.started,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,23.86023341055261,25.784013243450318,26.294478931929916,26.294478931929916,space,6.7132010270725,,,,,,,,001,2023-04-28_09h35.31.191,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_1.png,ratón,speak,red,nontarget,2,NT,Stim1_Set1,0,0,0,0,,38.15448338416172,,,,,33.733179132279474,35.377871010045055,35.377871010045055,35.377871010045055,35.377871010045055,35.377871010045055,,001,2023-04-28_09h35.31.191,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_1.png,ratón,speak,red,repeat,2,T,Stim1_Set1,0,1,1,1,,42.95811186049832,,,,,38.65440869203303,39.981459260045085,39.981459260045085,39.981459260045085,39.981459260045085,39.981459260045085,,001,2023-04-28_09h35.31.191,REPSWITCH_1,2022.2.5,None,
REPSWITCH1/PICTURE_599.png,nube,type,blue,filler,1,F,Stim1_Set3,0,2,2,2,,47.58052741445135,,,,,43.483265052665956,44.66355726006441,44.66355726006441,44.66355726006441,44.66355726006441,44.66355726006441,,001,2023-04-28_09h35.31.191,REPSWITCH_1,2022.2.5,None,
,,,,,,,,,,,,,,,,,,48.09040386485867,49.22460027493071,49.22460027493071,49.22460027493071,49.22460027493071,49.22460027493071,,,,,,,
